32 FEP.DB
* 
	10	SCAN_DATA	0	14	50
*	SCAN_DATA_Record	1s	DestinationKey	Name
	70	1	"01016008"	"OP BKR 1 LOCAL REMOTE SW"
	71	1	"01016098"	"OP BKR 1 UNDER FREQ TRIP"
	73	1	"01016129"	"BKR 1 HOT LINE NON-RECL"
	74	1	"01016103"	"BKR 1 LOSS OF POT FOR UF"
	75	1	"01016117"	"ORANGE PARK BKR 1 LOCKOUT"
	79	1	"01016009"	"OP BKR 2"
	80	1	"01016010"	"OP BKR 2 RECL"
	81	1	"01016011"	"OP BKR 2 GRND TRIP"
	82	1	"01016012"	"OP BKR 2 LOCAL REMOTE SW"
	83	1	"01016099"	"OP BKR 2 UNDER FREQ TRIP"
	85	1	"01016130"	"BKR 2 HOT LINE NON-RECL"
	86	1	"01016104"	"BKR 2 LOSS OF POT FOR UF"
	87	1	"01016118"	"ORANGE PARK BKR 2 LOCKOUT"
	91	1	"01016013"	"OP BKR 3"
	92	1	"01016014"	"OP BKR 3 RECL"
	93	1	"01016015"	"OP BKR 3 GRND TRIP"
	94	1	"01016017"	"OP BKR 3 LOCAL REMOTE SW"
	97	1	"01016131"	"BKR 3 HOT LINE NON-RECL"
	98	1	"01016105"	" BKR 3 LOSS OF POT FOR UF"
	99	1	"01016119"	"ORANGE PARK BKR 3 LOCKOUT"
	103	1	"01016018"	"OP BKR 4"
	104	1	"01016019"	"OP BKR 4 RECL"
	105	1	"01016020"	"OP BKR 4 GRND TRIP"
	106	1	"01016021"	"OP BKR 4 LOCAL REMOTE SW"
	109	1	"01016113"	"BKR 4 HOT LINE NON-RECL"
	110	1	"01016106"	"BKR 4 LOSS OF POT FOR UF"
	111	1	"01016120"	"ORANGE PARK BKR 4 LOCKOUT"
	115	1	"01016075"	"OP BKR 1 CTRL COM"
	116	1	"01016076"	"OP BKR 2 CTRL COM"
	117	1	"01016077"	"OP BKR 3 CTRL COM"
	118	1	"01016078"	"OP BKR 4 CTRL COM"
	120	1	None	"OP TX1 387E ALARM COM"
	121	1	None	"OP TX1 501 ALARM COM"
	122	1	None	"OP TX1 METERING COM"
	123	1	None	"OP 2100-1 ALARM COM 9"
	124	1	None	"OP 2100-1 ALARM COM 10"
	125	1	None	"OP TX1 2411 ALARMS COM"
	132	1	"01016038"	"OP BKR 1 STATUS COMM"
	133	1	"01016039"	"OP BKR 2 STATUS COMM"
	134	1	"01016040"	"OP BKR 3 STATUS COMM"
	135	1	"01016041"	"OP BKR 4 STATUS COMM"
	137	1	None	"OP TX1 2505 STA/CTRL COM"
	138	1	None	"OP HS 2505 STA/CTRL COM"
	139	1	None	"OP LS 2505 STA/CTRL COM"
	141	1	"01016090"	"OP MOSW STA/CTRL COM"
	142	1	None	"OP TX1 2411 FUTURE COM"
	170	1	None	"OP TX2 3530 FAIL"
	172	1	None	"OP TX1 DIFF PROT FAIL"
	173	1	None	"OP TX1 OVERCURRENT FAIL"
	176	1	None	"OP TX1 2100 FAIL"
	177	1	None	"OP TX1 735 METER FAIL"
	178	1	"01016128"	"CLOCK SELF CHECK"
	179	1	None	"OP TX1 STA/CTRL FAIL"
	180	1	None	"OP HS STA/CTRL FAIL"
	181	1	None	"OP LS STA/CTRL FAIL"
	183	1	"01016003"	"OP MOSW STA/CTRL FAIL"
	185	1	None	"OP TX1 2411 FAIL"
	189	1	"01016048"	"OP BKR 1 351 SELF CHECK"
	190	1	"01016049"	"OP BKR 2 351 SELF CHECK"
	191	1	"01016050"	"OP BKR 3 351 SELF CHECK"
	192	1	"01016051"	"OP BKR 5 351 SELF CHECK"
	194	1	"01016064"	"OP SUB LOCAL/REMOTE SW"
	195	1	None	"OP TX1 DIFF PROT DISABLE"
	196	1	None	"OP TX1 86T LCKOUT"
	197	1	None	"OP TX1 86T LCKOUT TCM"
	202	1	None	"OP TX1 94T TCM"
	219	1	"01016073"	"OP BATT DC VOLT"
	222	1	"01016084"	"ORANGE PARK MOSW S629"
	223	1	None	"ORANGE PARK MOSW S629"
	224	1	"01016086"	"S629 LRS/SYS & LOSS DC"
	225	1	"01016087"	"OP S635 LRS/SYSTEM FAIL"
	227	1	"01016085"	"ORANGE PARK MOSW S635"
	228	1	None	"ORANGE PARK MOSW S635"
	229	1	"01016125"	"OP S635 LOSS OF DC"
	242	1	"01016083"	"OP MOSW BLOCKING REL"
	243	1	None	"OP LTC1 TAP POS"
	246	1	None	"OP TX1 REG A VOLTS"
	247	1	None	"OP TX1 REG B VOLTS"
	248	1	None	"OP TX1 REG C VOLTS"
	249	1	None	"OP TX1 LS A AMPS"
	250	1	None	"OP TX1 LS B AMPS"
	251	1	None	"OP TX1 LS C AMPS"
	252	1	None	"OP TX1 KVA METER"
	253	1	None	"OP TX1 WATTS"
	254	1	None	"OP TX1 VARS LEAD"
	255	1	None	"OP TX1 VARS LAG"
	256	1	None	"OP TX1 POWER FACTOR"
	257	1	None	"OP TX1 FREQUENCY"
	258	1	None	"OP TX1 KW PREV HR"
	260	1	None	"OP TX1 WINDING 1 TEMP"
	261	1	None	"OP TX1 WINDING 2 TEMP"
	262	1	None	"OP TX1 WINDING 3 TEMP"
	263	1	None	"OP TX1 TANK OIL TEMP"
	264	1	None	"OP LTC1 OIL TEMP"
	265	1	None	"OP TX1 AMBIENT TEMP"
	268	1	None	"OP BKR 1 A AMPS BKR TRIP"
	269	1	None	"OP BKR 1 B AMPS BKR TRIP"
	270	1	None	"OP BKR 1 C AMPS BKR TRIP"
	271	1	None	"OP FDR 1 WATTS"
	273	1	None	"OP FDR 1 POWER FACTOR"
	274	1	None	"OP BKR 2 A AMPS BKR TRIP"
	275	1	None	"OP BKR 2 B AMPS BKR TRIP"
	276	1	None	"OP BKR 2 C AMPS BKR TRIP"
	277	1	None	"OP FDR 2 WATTS"
	279	1	None	"OP FDR 2 POWER FACTOR"
	280	1	None	"OP BKR 3 A AMPS BKR TRIP"
	281	1	None	"OP BKR 3 B AMPS BKR TRIP"
	282	1	None	"OP BKR 3 C AMPS BKR TRIP"
	283	1	None	"OP FDR 3 WATTS"
	285	1	None	"OP FDR 3 POWER FACTOR"
	286	1	None	"OP BKR 4 A AMPS BKR TRIP"
	287	1	None	"OP BKR 4 B AMPS BKR TRIP"
	288	1	None	"OP BKR 4 C AMPS BKR TRIP"
	289	1	None	"OP FDR 4 WATTS"
	291	1	None	"OP FDR 4 POWER FACTOR"
	292	1	None	"OP DC VOLTS"
	1	1	None	"OP TX2 W6280 HS BKR POS"
	2	1	None	"OP BKR LO SF6 GAS"
	3	1	None	"OP BKR LO SF6 CUTOUT"
	22	1	None	"OP HS BKR 1 BYPASS POS"
	32	1	"01016112"	"OP TX2 STG1 FANS LOSS AC"
	33	1	"01016135"	"OP TX2 STG2 FANS LOSS AC"
	34	1	"01016136"	"OP TX2 TANK NITRO HI PRS"
	35	1	"01016137"	"OP TX2 TANK NITRO LO PRS"
	36	1	"01016138"	"OP TX2 NITRO CYL LO PRS"
	37	1	"01016139"	"OP TX2 TANK PRS RELIEF"
	38	1	"01016140"	"OP TX2 TANK SUDDEN PRS"
	39	1	"01016141"	"OP TX2 TANK LO OIL"
	40	1	"01016142"	"OP TX2 TANK CRIT LO OIL"
	42	1	"01016143"	"OP LTC2 TANK LO OIL"
	43	1	"01016144"	"OP LTC2 LOSS OF POWER"
	44	1	"01016145"	"OP LTC2 OFF TAP"
	45	1	"01016146"	"OP LTC2 MOTOR HI TEMP"
	46	1	"01016147"	"OP LTC2 PRS RELIEF"
	47	1	"01016148"	"OP LTC2 LCKOUT BLKS LTC"
	48	1	"01016149"	"OP TX2 STG 1 FANS ON/OFF"
	49	1	"01016150"	"OP TX2 STG2 FANS ON/OFF"
	50	1	"01016057"	"OP TX2 HOT OIL TEMP"
	51	1	"01016058"	"OP TX2 HOT SPOT"
	52	1	"01016059"	"OP TX2 LOC REM SW"
	53	1	"01016060"	"OP TX2 VOLT CTRL K1"
	54	1	"01016061"	"OP TX2 VOLT CTRL K2"
	55	1	"01016062"	"OP TX2 AUTO/MAN"
	57	1	"01016093"	"OP TX2 CRIT HI TEMP"
	65	1	"01016091"	"OP TX2 LBI 2L21"
	66	1	"01016092"	"TX2 METER CT BYPASS SW"
	67	1	"01016022"	"OP BKR 5"
	68	1	"01016023"	"OP BKR 5 RECL"
	69	1	"01016024"	"OP BKR 5 GRND TRIP"
	70	1	"01016025"	"OP BKR 5 LOCAL REMOTE SW"
	73	1	"01016115"	"BKR 5 HOT LINE NON-RECL"
	74	1	"01016107"	"BKR 5 LOSS OF POT FOR UF"
	75	1	"01016121"	"ORANGE PARK BKR 5 LOCKOUT"
	79	1	"01016026"	"OP BKR 6"
	80	1	"01016027"	"OP BKR 6 RECL"
	81	1	"01016028"	"OP BKR 6 GRND TRIP"
	82	1	"01016029"	"OP BKR 6 LOCAL REMOTE SW"
	83	1	"01016100"	"OP BKR 6 UNDER FREQ TRIP"
	85	1	"01016116"	"BKR 6 HOT LINE NON-RECL"
	86	1	"01016108"	"BKR 6 LOSS OF POT FOR UF"
	87	1	"01016122"	"ORANGE PARK BKR 6 LOCKOUT"
	91	1	"01016030"	"OP BKR 7 "
	92	1	"01016031"	"OP BKR 7 RECL"
	93	1	"01016032"	"OP BKR 7 GRND TRIP"
	94	1	"01016033"	"OP BKR 7 LOCAL REMOTE SW"
	95	1	"01016101"	"OP BKR 7 UNDER FREQ TRIP"
	97	1	"01016132"	"BKR 7 HOT LINE NON-RECL"
	98	1	"01016109"	"BKR 7 LOSS OF POT FOR UF"
	99	1	"01016123"	"ORANGE PARK BKR 7 LOCKOUT"
	103	1	"01016034"	"OP BKR 8"
	104	1	"01016035"	"OP BKR 8 RECL"
	105	1	"01016036"	"OP BKR 8 GRND TRIP"
	106	1	"01016037"	"OP BKR 8 LOCAL REMOTE SW"
	107	1	"01016102"	"OP BKR 8 UNDER FREQ TRIP"
	109	1	"01016133"	"BKR 8 HOT LINE NON-RECL"
	110	1	"01016110"	"BKR 8 LOSS OF POT FOR UF"
	111	1	"01016124"	"ORANGE PARK BKR 8 LOCKOUT"
	115	1	"01016134"	"OP 2W12 TIE BKR 1"
	116	1	"01016094"	"OP TIE BKR 1 LOC REM"
	117	1	"01016095"	"OP TIE BKR 1 BKR FAIL"
	119	1	"01016079"	"OP BKR 5 CTRL COM"
	120	1	"01016080"	"OP BKR 6 CTRL COM"
	121	1	"01016081"	"OP BKR 7 CTRL COM"
	122	1	"01016082"	"OP BKR 8 CTRL COM"
	123	1	"01016153"	"OP 2W12 CTRL COM"
	124	1	"01016072"	"OP TX2 387E ALARM COM"
	125	1	None	"OP TX2 501 ALARM COM"
	126	1	"01016114"	"OP TX2 METERING COM"
	127	1	"01016151"	"OP 2100-2 ALARM COM 9"
	128	1	"01016152"	"OP 2100-2 ALARM COM 10"
	129	1	"01016096"	"OP TX2 2411 ALARMS COM"
	136	1	"01016042"	"OP BKR 5 STATUS COMM"
	137	1	"01016043"	"OP BKR 6 STATUS COMM"
	138	1	"01016044"	"OP BKR 7 STATUS COMM"
	139	1	"01016045"	"OP BKR 8 STATUS COMM"
	140	1	"01016154"	"OP 2W12 STA COM"
	141	1	"01016046"	"OP TX2 STAT/CNTRL COMM"
	142	1	None	"OP HS 2505 STA/CTRL COM"
	143	1	"01016089"	"OP LS 2505 STA CTRL COM"
	146	1	"01016097"	"OP TX2 2411 FUTURE COM"
	174	1	None	"OP TX1 3530 FAIL"
	176	1	"01016066"	"OP TX2 DIFF PROT FAIL"
	177	1	"01016067"	"OP TX2 OVERCURRENT FAIL"
	180	1	"01016068"	"OP TX2 2100 FAIL"
	181	1	"01016069"	"OP TX2 735 METER FAIL"
	183	1	"01016002"	"OP TX2 STA/CTRL FAIL"
	184	1	None	"OP HS STA/CTRL FAIL"
	185	1	"01016155"	"OP LS STA CTRL FAIL"
	189	1	"01016056"	"OP TX2 2411 FAIL"
	193	1	"01016052"	"OP BKR 5 351 SELF CHECK"
	194	1	"01016053"	"OP BKR 6 351 SELF CHECK"
	195	1	"01016054"	"OP BKR 7 351 SELF CHECK"
	196	1	"01016055"	"OP BKR 8 351 SELF CHECK"
	197	1	"01016063"	"OP  TIE BKR 1 RELAY FAIL"
	199	1	"01016111"	"OP TX2 DIFF PROT DISABLE"
	200	1	"01016065"	"OP TX2 LOCKOUT REL"
	201	1	"01016070"	"OP TX2 86T LCKOUT TCM"
	206	1	"01016071"	"OP TX2 94T TCM"
	207	1	None	"OP LTC2 TAP POS"
	210	1	None	"OP TX2 REG A VOLTS"
	211	1	None	"OP TX2 REG B VOLTS"
	212	1	None	"OP TX2 REG C VOLTS"
	213	1	None	"OP TX2 A AMPS"
	214	1	None	"OP TX2 B AMPS"
	215	1	None	"OP TX2 B AMPS"
	216	1	None	"OP TX2 KVA METER"
	217	1	None	"OP TX2 WATTS"
	218	1	None	"OP TX2 VARS LEAD"
	219	1	None	"OP TX2 VARS LAG"
	220	1	None	"OP TX2 POWER FACTOR"
	221	1	None	"OP TX2 FREQUENCY"
	222	1	None	"OP TX2 KW PREV HR"
	224	1	None	"TX2 WINDING 1 TEMP"
	225	1	None	"TX2 WINDING 2 TEMP"
	226	1	None	"TX2 WINDING 3 TEMP"
	227	1	None	"OP TX2 TANK OIL TEMP"
	228	1	None	"OP TX2 LTC OIL TEMP"
	229	1	None	"OP TX2 AMBIENT TEMP"
	232	1	None	"OP BKR 5 A AMPS BKR TRIP"
	233	1	None	"OP BKR 5 B AMPS BKR TRIP"
	234	1	None	"OP BKR 5 C AMPS BKR TRIP"
	235	1	None	"OP FDR 5 WATTS"
	237	1	None	"OP FDR 5 POWER FACTOR"
	238	1	None	"OP BKR 6 A AMPS BKR TRIP"
	239	1	None	"OP BKR 6 B AMPS BKR TRIP"
	240	1	None	"OP BKR 6 C AMPS BKR TRIP"
	241	1	None	"OP FDR 6 WATTS"
	243	1	None	"OP FDR 6 POWER FACTOR"
	244	1	None	"OP BKR 7 A AMPS BKR TRIP"
	245	1	None	"OP BKR 7 B AMPS BKR TRIP"
	246	1	None	"OP BKR 7 C AMPS BKR TRIP"
	247	1	None	"OP FDR 7 WATTS"
	249	1	None	"OP FDR 7 POWER FACTOR"
	250	1	None	"OP BKR 8 A AMPS BKR TRIP"
	251	1	None	"OP BKR 8 B AMPS BKR TRIP"
	252	1	None	"OP BKR 8 C AMPS BKR TRIP"
	253	1	None	"OP FDR 8 WATTS"
	255	1	None	"OP FDR 8 POWER FACTOR"
 0
 0
