QEI Point ID,Station,Point,Description,Comm,RTU,Page,Point,Analog #,Relay,Relay,Scale Factor,Point Type,HELPER COLUMN,Full Point Name,OSI SCADA ID,IP,DNP Address,DNP Point #,,
35242,ME,TCPR1,ME TX1 LTC PRS RELIEF,1,11,4,13,,,,,STATUS,STATUSTCPR1,METCPR1,1041083,172.16.3.81,1,45,45,1
35243,ME,86X1,ME TX1 LTC LCKOUT,1,11,4,14,,,,,STATUS,STATUS86X1,ME86X1,1041084,172.16.3.81,1,46,46,1
35244,ME,T1FAN1,ME TX1 STAGE1 FANS ON,1,11,4,15,,,,,STATUS,STATUST1FAN1,MET1FAN1,1041085,172.16.3.81,1,47,47,1
35244,ME,T1FAN1,TX STAGE 1 FANS OFF,1,11,,,,18,1,,RELAY,RELAYT1FAN1,MET1FAN1,1041085,172.16.3.81,1,6,47,0
35244,ME,T1FAN1,TX STAGE 1 FANS ON,1,11,,,,18,0,,RELAY,RELAYT1FAN1,MET1FAN1,1041085,172.16.3.81,1,6,47,0
35245,ME,T1FAN2,ME TX1 STAGE2 FANS ON,1,11,5,0,,,,,STATUS,STATUST1FAN2,MET1FAN2,1041086,172.16.3.81,1,48,48,1
35245,ME,T1FAN2,TX STAGE 2 FANS OFF,1,11,,,,19,1,,RELAY,RELAYT1FAN2,MET1FAN2,1041086,172.16.3.81,1,7,48,0
35245,ME,T1FAN2,TX STAGE 2 FANS ON,1,11,,,,19,0,,RELAY,RELAYT1FAN2,MET1FAN2,1041086,172.16.3.81,1,7,48,0
35246,ME,35C111,ME TX1 ALARMS COMM,1,11,5,1,,,,,STATUS,STATUS35C111,ME35C111,1041087,172.16.3.81,1,124,124,1
35302,ME,2UF,ME BKR 2 UNDER FREQ TRIP,1,11,2 ,9,,,,,STATUS,STATUS2UF,ME2UF,1041088,172.16.3.81,1,82,82,1
35918,ME,2BF,ME BKR 2 BKR FAIL,1,11,6,6,,,,,STATUS,STATUS2BF,ME2BF,1041089,172.16.3.81,1,83,83,1
36609,ME,MET1CP,ME TX1 METERING COMM,1,11,5,2,,,,,STATUS,STATUSMET1CP,MEMET1CP,1041090,172.16.3.81,1,121,121,1
36896,ME,79LO1,ME BKR 1 LCKOUT,1,11,5,3,,,,,STATUS,STATUS79LO1,ME79LO1,1041091,172.16.3.81,1,74,74,1
36897,ME,79LO2,ME BKR 2 LCKOUT,1,11,5,4,,,,,STATUS,STATUS79LO2,ME79LO2,1041092,172.16.3.81,1,86,86,1
36898,ME,79LO3,ME BKR 1 LCKOUT,1,11,5,5,,,,,STATUS,STATUS79LO3,ME79LO3,1041093,172.16.3.81,1,98,98,1
36899,ME,79LO4,ME BKR 4 LCKOUT,1,11,5,6,,,,,STATUS,STATUS79LO4,ME79LO4,1041094,172.16.3.81,1,110,110,1
37285,ME,1HL,ME BKR 1 HL NON-RECL,1,11,6,1,,,,,STATUS,STATUS1HL,ME1HL,1041095,172.16.3.81,1,72,72,1
37285,ME,1HL,BKR 1 HOT LINE REC DISABLED,1,11,,,,3,1,,RELAY,RELAY1HL,ME1HL,1041095,172.16.3.81,1,21,72,0
37285,ME,1HL,BKR 1 HOT LINE REC ENABLED,1,11,,,,3,0,,RELAY,RELAY1HL,ME1HL,1041095,172.16.3.81,1,21,72,0
37286,ME,2HL,ME BKR 2 HL NON-RECL,1,11,6,2,,,,,STATUS,STATUS2HL,ME2HL,1041096,172.16.3.81,1,84,84,1
37286,ME,2HL,BKR 2 HOT LINE REC DISABLED,1,11,,,,7,1,,RELAY,RELAY2HL,ME2HL,1041096,172.16.3.81,1,26,84,0
37286,ME,2HL,BKR 2 HOT LINE REC ENABLED,1,11,,,,7,0,,RELAY,RELAY2HL,ME2HL,1041096,172.16.3.81,1,26,84,0
37287,ME,3HL,ME BKR 3 HL NON-RECL,1,11,6,3,,,,,STATUS,STATUS3HL,ME3HL,1041097,172.16.3.81,1,96,96,1
37287,ME,3HL,BKR 3 HOT LINE REC DISABLED,1,11,,,,11,1,,RELAY,RELAY3HL,ME3HL,1041097,172.16.3.81,1,31,96,0
37287,ME,3HL,BKR 3 HOT LINE REC ENABLED,1,11,,,,11,0,,RELAY,RELAY3HL,ME3HL,1041097,172.16.3.81,1,31,96,0
37288,ME,4HL,ME BKR 4 HL NON-RECL,1,11,6,4,,,,,STATUS,STATUS4HL,ME4HL,1041098,172.16.3.81,1,108,108,1
37288,ME,4HL,BKR 4 HOT LINE REC DISABLED,1,11,,,,15,1,,RELAY,RELAY4HL,ME4HL,1041098,172.16.3.81,1,36,108,0
37288,ME,4HL,BKR 4 HOT LINE REC ENABLED,1,11,,,,15,0,,RELAY,RELAY4HL,ME4HL,1041098,172.16.3.81,1,36,108,0
38177,ME,35C110,ME 2100-1 ALARM COMM,1,11,7,4,,,,,STATUS,STATUS35C110,ME35C110,1041099,172.16.3.81,1,123,123,1
38178,ME,35C116,3530-1 DNP COMM PORT ALARM,1,11,6,10,,,,,STATUS,STATUS35C116,ME35C116,1041100,172.16.3.81,1,#N/A,#N/A,#N/A
38179,ME,2407SC,CLOCK SELF CHECK,1,11,6,11,,,,,STATUS,STATUS2407SC,ME2407SC,1041101,172.16.3.81,1,177,177,1
38350,ME,T1HIAL,ME TX1 CRIT HI TEMP AL,1,11,3,11,,,,,STATUS,STATUST1HIAL,MET1HIAL,1041102,172.16.3.81,1,56,56,1
