record,name_to_match,OrderNo,Type,Key,Name,Stn,AOR,pState,Norm,AlarmGroup,ICAddress,FeedbackKey,pDeviceInstance,pCtrlState,pScale,HiControlLimit,LoControlLimit,Setpoint_emulation,Name_Status_Source  ,Desc  ,Zones  ,PreSuffx  ,Telem_A  ,Open_A  ,Open_B  ,Close_A  ,Normal_State  
96,"MX,25SC1",96,1,"""01033003""","""MX TX1 STA/CTRL FAIL""",033,3,227,0,1,"""""","""""",48,"""""","""""","""""","""""","""""","MX,25SC1   ",MX TX1 STA/CTRL FAIL  ,3  ,26,1  ,  ,  ,  ,0
97,"MX,3R",97,2,"""01033004""","""MX BKR 3 RECLOSER""",033,3,205,0,1,"""""","""""",41,"""""","""""","""""","""""","""""","MX,3R      ",MX BKR 3 RECLOSER  ,3  ,4,0  ,10  ,0  ,10  ,0
98,"MX,351SC2",98,1,"""01033005""","""MX BKR 2 RELAY FAIL""",033,3,227,0,1,"""""","""""",44,"""""","""""","""""","""""","""""","MX,351SC2  ",MX BKR 2 RELAY FAIL  ,3  ,26,0  ,  ,  ,  ,0
99,"MX,1POT",99,1,"""01033006""","""MX BKR 1 LOSS POT FOR UF""",033,3,227,0,1,"""""","""""",79,"""""","""""","""""","""""","""""","MX,1POT    ",MX BKR 1 LOSS POT FOR UF  ,3  ,26,2  ,  ,  ,  ,0
100,"FA,RM",100,5,"""02060001""","""REGULATOR CONTROL MODE""",060,10,204,0,1,"""""","""""",80,"""""","""""","""""","""""","""""","FA,RM      ",REGULATOR CONTROL MODE  ,1 2 3 4 5 6 7 8  ,3,  ,  ,  ,  ,0
101,"MX,3",101,2,"""01033007""","""MX BKR 3""",033,3,202,0,1,"""""","""""",40,"""""","""""","""""","""""","""""","MX,3       ",MX BKR 3  ,3  ,1,0  ,9  ,0  ,9  ,0
102,"MX,351SC1",102,1,"""01033008""","""MX BKR 1 RELAY FAIL""",033,3,227,0,1,"""""","""""",18,"""""","""""","""""","""""","""""","MX,351SC1  ",MX BKR 1 RELAY FAIL  ,3  ,26,0  ,  ,  ,  ,0
103,"MX,35C119",103,1,"""01033009""","""MX BKR 2 STA COM""",033,3,227,0,1,"""""","""""",46,"""""","""""","""""","""""","""""","MX,35C119  ",MX BKR 2 STA COM  ,3  ,26,1  ,  ,  ,  ,0
104,"MX,3POT",104,1,"""01033010""","""MX BKR 3 LOSS POT FOR UF""",033,3,227,0,1,"""""","""""",81,"""""","""""","""""","""""","""""","MX,3POT    ",MX BKR 3 LOSS POT FOR UF  ,3  ,26,2  ,  ,  ,  ,0
105,"MX,T1PR",105,1,"""01033011""","""MX TX1 TANK PRS RELIEF""",033,3,211,0,1,"""""","""""",82,"""""","""""","""""","""""","""""","MX,T1PR    ",MX TX1 TANK PRS RELIEF  ,3  ,10,1  ,  ,  ,  ,0
106,"MX,TX1LO",106,1,"""01033012""","""MX TX1 TANK LO OIL""",033,3,210,0,1,"""""","""""",83,"""""","""""","""""","""""","""""","MX,TX1LO   ",MX TX1 TANK LO OIL  ,3  ,9,1  ,  ,  ,  ,0
107,"MX,TX1TOT",107,1,"""01033013""","""MX TX1 HOT OIL TEMP""",033,3,209,0,1,"""""","""""",52,"""""","""""","""""","""""","""""","MX,TX1TOT  ",MX TX1 HOT OIL TEMP  ,3  ,8,1  ,  ,  ,  ,0
108,"MX,1",108,2,"""01033014""","""MX BKR 1""",033,3,202,0,1,"""""","""""",13,"""""","""""","""""","""""","""""","MX,1       ",MX BKR 1  ,3  ,1,0  ,1  ,0  ,1  ,0
109,"PS,FL3121",109,8,"""12032001""","""PSEUDO SWITCH""",032,10,216,0,1,"""""","""""",84,"""""","""""","""""","""""","""""","PS,FL3121  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
110,"ME,4BF",110,1,"""01041001""","""ME BKR 4 BKR FAIL""",041,1,220,0,1,"""""","""""",85,"""""","""""","""""","""""","""""","ME,4BF     ",ME BKR 4 BKR FAIL  ,1  ,19,6  ,  ,  ,  ,0
111,"MX,86T1",111,1,"""01033015""","""MX TX1 86T LOCKOUT""",033,3,215,0,1,"""""","""""",68,"""""","""""","""""","""""","""""","MX,86T1    ",MX TX1 86T LOCKOUT  ,3  ,14,3  ,  ,  ,  ,0
112,"PH,1LR",112,1,"""01025009""","""PH BKR 1 LOC/REM SW""",025,5,214,0,1,"""""","""""",17,"""""","""""","""""","""""","""""","PH,1LR     ",PH BKR 1 LOC/REM SW  ,5  ,13,0  ,  ,  ,  ,0
113,"GT,2",113,2,"""01043001""","""GT FEEDER BKR2""",043,7,202,0,1,"""""","""""",36,"""""","""""","""""","""""","""""","GT,2       ",GT FEEDER BKR2  ,7  ,1,0  ,4  ,0  ,4  ,0
114,"OP,25SC2",114,1,"""01016002""","""OP TX2 STAT/CTRL FAIL""",016,4,227,0,1,"""""","""""",86,"""""","""""","""""","""""","""""","OP,25SC2   ",OP TX2 STAT/CTRL FAIL  ,4  ,26,4  ,  ,  ,  ,0
115,"OP,25SC11",115,1,"""01016003""","""OP MOSW STA/CTRL FAIL""",016,4,227,0,1,"""""","""""",61,"""""","""""","""""","""""","""""","OP,25SC11  ",OP MOSW STA/CTRL FAIL  ,4  ,26,5  ,  ,  ,  ,0
116,"AL,35C125",116,1,"""01017001""","""AL LS 2505 STA/CTRL COM""",017,5,227,0,1,"""""","""""",87,"""""","""""","""""","""""","""""","AL,35C125  ",AL LS 2505 STA/CTRL COM  ,5  ,26,1  ,  ,  ,  ,0
117,"AL,25SC8",117,1,"""01017002""","""AL TX2 L/S STA/CTRL FAIL""",017,5,227,0,1,"""""","""""",88,"""""","""""","""""","""""","""""","AL,25SC8   ",AL TX2 L/S STA/CTRL FAIL  ,5  ,26,1  ,  ,  ,  ,0
118,"AL,35C118",118,1,"""01017003""","""AL BKR 1 STA COMM""",017,5,227,0,1,"""""","""""",16,"""""","""""","""""","""""","""""","AL,35C118  ",AL BKR 1 STA COMM  ,5  ,26,1  ,  ,  ,  ,0
119,"AL,35C119",119,1,"""01017004""","""AL BKR 2 STA COMM""",017,5,227,0,1,"""""","""""",46,"""""","""""","""""","""""","""""","AL,35C119  ",AL BKR 2 STA COMM  ,5  ,26,1  ,  ,  ,  ,0
120,"PS,AL301",120,8,"""12017001""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",89,"""""","""""","""""","""""","""""","PS,AL301   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
121,"PS,AL302",121,8,"""12017002""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",90,"""""","""""","""""","""""","""""","PS,AL302   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
122,"PS,AL303",122,8,"""12017003""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",91,"""""","""""","""""","""""","""""","PS,AL303   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
123,"PS,AL304",123,8,"""12017004""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",92,"""""","""""","""""","""""","""""","PS,AL304   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
124,"PS,AL305",124,8,"""12017005""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",93,"""""","""""","""""","""""","""""","PS,AL305   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
125,"PS,AL306",125,8,"""12017006""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",94,"""""","""""","""""","""""","""""","PS,AL306   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
126,"PS,AL307",126,8,"""12017007""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",95,"""""","""""","""""","""""","""""","PS,AL307   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
127,"PS,AL308",127,8,"""12017008""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",96,"""""","""""","""""","""""","""""","PS,AL308   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
128,"PS,AL309",128,8,"""12017009""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",97,"""""","""""","""""","""""","""""","PS,AL309   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
129,"PS,AL310",129,8,"""12017010""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",98,"""""","""""","""""","""""","""""","PS,AL310   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
130,"PS,AL311",130,8,"""12017011""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",99,"""""","""""","""""","""""","""""","PS,AL311   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
131,"PS,AL312",131,8,"""12017012""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",100,"""""","""""","""""","""""","""""","PS,AL312   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
132,"GC,35C103",132,1,"""01022008""","""GC BKR 3 CTL COM""",022,4,227,0,1,"""""","""""",101,"""""","""""","""""","""""","""""","GC,35C103  ",GC BKR 3 CTL COM  ,4  ,26,3  ,  ,  ,  ,0
133,"PS,AL313",133,8,"""12017013""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",102,"""""","""""","""""","""""","""""","PS,AL313   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
134,"PS,AL314",134,8,"""12017014""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",103,"""""","""""","""""","""""","""""","PS,AL314   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
135,"PS,AL315",135,8,"""12017015""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",104,"""""","""""","""""","""""","""""","PS,AL315   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
136,"SECI,FI6109",136,2,"""01058001""","""FI S6109 115KV MOSW""",058,2,202,0,1,"""""","""""",105,"""""","""""","""""","""""","""""","SECI,FI6109  ",FI S6109 115KV MOSW  ,2  ,1,77  ,77  ,12  ,77  ,0
137,"GC,2LR",137,1,"""01022009""","""GC BKR 2 LOC/REM SW""",022,4,214,0,1,"""""","""""",39,"""""","""""","""""","""""","""""","GC,2LR     ",GC BKR 2 LOC/REM SW  ,4  ,13,2  ,  ,  ,  ,0
138,"PS,AL316",138,8,"""12017016""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",106,"""""","""""","""""","""""","""""","PS,AL316   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
139,"PS,AL317",139,8,"""12017017""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",107,"""""","""""","""""","""""","""""","PS,AL317   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
140,"GP,2505-5",140,1,"""01028001""","""LBI'S 2431-S, LS 351-S""",028,6,227,0,1,"""""","""""",108,"""""","""""","""""","""""","""""","GP,2505-5  ","LBI'S 2431-S, LS 351-S  ",6  ,26,4  ,  ,  ,  ,0
141,"PS,AL318",141,8,"""12017018""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",109,"""""","""""","""""","""""","""""","PS,AL318   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
142,"PS,AL319",142,8,"""12017019""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",110,"""""","""""","""""","""""","""""","PS,AL319   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
143,"PS,AL320",143,8,"""12017020""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",111,"""""","""""","""""","""""","""""","PS,AL320   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
144,"PS,AL321",144,8,"""12017021""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",112,"""""","""""","""""","""""","""""","PS,AL321   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
145,"PS,AL322",145,8,"""12017022""","""PSEUDO SWITCH""",017,10,216,0,1,"""""","""""",113,"""""","""""","""""","""""","""""","PS,AL322   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
146,"RD,6LR",146,1,"""01036004""","""RD BKR 6 LOC/REM SW""",036,4,214,0,1,"""""","""""",114,"""""","""""","""""","""""","""""","RD,6LR     ",RD BKR 6 LOC/REM SW  ,4  ,13,1  ,  ,  ,  ,0
147,"MI,2",147,2,"""01011002""","""MI FEEDER BKR 2""",011,3,202,0,1,"""""","""""",36,"""""","""""","""""","""""","""""","MI,2       ",MI FEEDER BKR 2  ,3  ,1,0  ,1  ,0  ,1  ,0
148,"MI,2R",148,2,"""01011003""","""MI BKR 2 RECLOSER""",011,3,205,0,1,"""""","""""",37,"""""","""""","""""","""""","""""","MI,2R      ",MI BKR 2 RECLOSER  ,3  ,4,0  ,2  ,0  ,2  ,0
149,"BW,FS",149,5,"""02015001""","""BW FAST SCAN""",015,4,226,0,1,"""""","""""",6,"""""","""""","""""","""""","""""","BW,FS      ",BW FAST SCAN  ,4  ,25,  ,  ,  ,  ,0
150,"RD,T2F1AC",150,1,"""01036005""","""RD TX2 STG1 FANS LOSS AC""",036,4,205,0,1,"""""","""""",31,"""""","""""","""""","""""","""""","RD,T2F1AC  ",RD TX2 STG1 FANS LOSS AC  ,4  ,4,10  ,  ,  ,  ,0
151,"RD,TC2PWR",151,1,"""01036006""","""RD LTC LOSS OF POWER""",036,4,205,0,1,"""""","""""",115,"""""","""""","""""","""""","""""","RD,TC2PWR  ",RD LTC LOSS OF POWER  ,4  ,4,10  ,  ,  ,  ,0
152,"MI,5",152,2,"""01011004""","""MI FEEDER BKR 5""",011,3,202,0,1,"""""","""""",116,"""""","""""","""""","""""","""""","MI,5       ",MI FEEDER BKR 5  ,3  ,1,0  ,13  ,0  ,13  ,0
153,"MI,K672",153,2,"""01011005""","""MI TX1 K672 CIR SW POS""",011,3,202,0,1,"""""","""""",117,"""""","""""","""""","""""","""""","MI,K672    ",MI TX1 K672 CIR SW POS  ,3  ,1,3  ,17  ,0  ,17  ,0
154,"MI,35T2SC",154,1,"""01011006""","""MI TX2 3530 FAIL""",011,3,227,0,1,"""""","""""",118,"""""","""""","""""","""""","""""","MI,35T2SC  ",MI TX2 3530 FAIL  ,3  ,26,5  ,  ,  ,  ,0
155,"MI,387SC1",155,1,"""01011007""","""MI TX1 DIFF PROT FAIL""",011,3,227,0,1,"""""","""""",119,"""""","""""","""""","""""","""""","MI,387SC1  ",MI TX1 DIFF PROT FAIL  ,3  ,26,3  ,  ,  ,  ,0
156,"MI,351SC2",156,1,"""01011008""","""MI BKR 2 RELAY FAIL""",011,3,227,0,1,"""""","""""",44,"""""","""""","""""","""""","""""","MI,351SC2  ",MI BKR 2 RELAY FAIL  ,3  ,26,1  ,  ,  ,  ,0
157,"MI,5R",157,2,"""01011009""","""MI BKR 5 RECLOSER""",011,3,205,0,1,"""""","""""",120,"""""","""""","""""","""""","""""","MI,5R      ",MI BKR 5 RECLOSER  ,3  ,4,0  ,14  ,0  ,14  ,0
158,"MI,TX2NHI",158,1,"""01011010""","""MI TX2 TANK NITRO HI PRS""",011,3,211,0,1,"""""","""""",121,"""""","""""","""""","""""","""""","MI,TX2NHI  ",MI TX2 TANK NITRO HI PRS  ,3  ,10,8  ,  ,  ,  ,0
159,"MI,T2PR",159,1,"""01011011""","""MI TX2 TANK PRS RELEIF""",011,3,211,0,1,"""""","""""",122,"""""","""""","""""","""""","""""","MI,T2PR    ",MI TX2 TANK PRS RELEIF  ,3  ,10,8  ,  ,  ,  ,0
160,"MI,5LR",160,1,"""01011012""","""MI BKR 5 LOC/REM SW""",011,3,214,0,1,"""""","""""",123,"""""","""""","""""","""""","""""","MI,5LR     ",MI BKR 5 LOC/REM SW  ,3  ,13,0  ,  ,  ,  ,0
161,"MI,86X1",161,1,"""01011013""","""MI LTC1 LCKOUT BLKS LTC""",011,3,222,0,1,"""""","""""",124,"""""","""""","""""","""""","""""","MI,86X1    ",MI LTC1 LCKOUT BLKS LTC  ,3  ,21,4  ,  ,  ,  ,0
162,"MI,3344SC",162,1,"""01011014""","""W3344 TIE BKR RELAY FAIL""",011,3,227,0,1,"""""","""""",125,"""""","""""","""""","""""","""""","MI,3344SC  ",W3344 TIE BKR RELAY FAIL  ,3  ,26,7  ,  ,  ,  ,0
163,"MI,351SC4",163,1,"""01011015""","""MI BKR 4 RELAY FAIL""",011,3,227,0,1,"""""","""""",126,"""""","""""","""""","""""","""""","MI,351SC4  ",MI BKR 4 RELAY FAIL  ,3  ,26,5  ,  ,  ,  ,0
164,"MI,351SC5",164,1,"""01011016""","""MI BKR 5 RELAY FAIL""",011,3,227,0,1,"""""","""""",127,"""""","""""","""""","""""","""""","MI,351SC5  ",MI BKR 5 RELAY FAIL  ,3  ,26,5  ,  ,  ,  ,0
165,"MI,35C222",165,1,"""01011017""","""W3344 STA COM""",011,3,227,0,1,"""""","""""",128,"""""","""""","""""","""""","""""","MI,35C222  ",W3344 STA COM  ,3  ,26,5  ,  ,  ,  ,0
166,"DI,7LR",166,1,"""01001002""","""DI BKR 7 LOC/REM SW""",001,3,214,0,1,"""""","""""",129,"""""","""""","""""","""""","""""","DI,7LR     ",DI BKR 7 LOC/REM SW  ,3  ,13,9  ,  ,  ,  ,0
167,"BN,24T1SC",167,1,"""01039001""","""TX1 2411 SELF CHECK""",039,3,227,0,1,"""""","""""",51,"""""","""""","""""","""""","""""","BN,24T1SC  ",TX1 2411 SELF CHECK  ,3  ,26,2  ,  ,  ,  ,0
168,"FL,F810",168,1,"""01032001""","""FL F810 HS TIE POSITION""",032,1,216,0,1,"""""","""""",130,"""""","""""","""""","""""","""""","FL,F810    ",FL F810 HS TIE POSITION  ,1  ,15,4  ,  ,  ,  ,0
169,"FL,TCPR1",169,1,"""01032002""","""FL LTC1 PRS RELIEF""",032,1,211,0,1,"""""","""""",131,"""""","""""","""""","""""","""""","FL,TCPR1   ",FL LTC1 PRS RELIEF  ,1  ,10,3  ,  ,  ,  ,0
170,"BC,6W14",170,1,"""01007004""","""BC 6W14 TX2 LS BREAKER""",007,3,202,0,1,"""""","""""",132,"""""","""""","""""","""""","""""","BC,6W14    ",BC 6W14 TX2 LS BREAKER  ,3  ,1,7  ,  ,  ,  ,0
171,"BC,6W15",171,1,"""01007005""","""BC 6W15 TX3 LS BREAKER""",007,3,202,0,1,"""""","""""",133,"""""","""""","""""","""""","""""","BC,6W15    ",BC 6W15 TX3 LS BREAKER  ,3  ,1,7  ,  ,  ,  ,0
172,"BC,6W16",172,1,"""01007006""","""BC 6W16 TX4 LS BREAKER""",007,3,202,0,1,"""""","""""",134,"""""","""""","""""","""""","""""","BC,6W16    ",BC 6W16 TX4 LS BREAKER  ,3  ,1,7  ,  ,  ,  ,0
173,"BC,6W13LR",173,1,"""01007007""","""BC 6W13 LOC/REM SWITCH""",007,4,214,0,1,"""""","""""",135,"""""","""""","""""","""""","""""","BC,6W13LR  ",BC 6W13 LOC/REM SWITCH  ,4  ,13,7  ,  ,  ,  ,0
174,"BC,6W14LR",174,1,"""01007008""","""BC 6W14 LOC/REM SWITCH""",007,4,214,0,1,"""""","""""",136,"""""","""""","""""","""""","""""","BC,6W14LR  ",BC 6W14 LOC/REM SWITCH  ,4  ,13,7  ,  ,  ,  ,0
175,"BC,6W55R",175,1,"""01007009""","""BC 6W55 RD 115KV RECL""",007,3,205,0,1,"""""","""""",137,"""""","""""","""""","""""","""""","BC,6W55R   ",BC 6W55 RD 115KV RECL  ,3  ,4,6  ,  ,  ,  ,0
176,"BC,6W55LR",176,1,"""01007010""","""BC 6W55 LOC/REM SW""",007,3,214,0,1,"""""","""""",138,"""""","""""","""""","""""","""""","BC,6W55LR  ",BC 6W55 LOC/REM SW  ,3  ,13,6  ,  ,  ,  ,0
177,"BY,FS",177,5,"""02002001""","""BRICKYARD FAST SCAN""",002,4,226,0,1,"""""","""""",6,"""""","""""","""""","""""","""""","BY,FS      ",BRICKYARD FAST SCAN  ,4  ,25,  ,  ,  ,  ,0
178,"SECI,FI6110",178,2,"""01058002""","""FI S6110 115KV MOSW""",058,2,202,0,1,"""""","""""",139,"""""","""""","""""","""""","""""","SECI,FI6110  ",FI S6110 115KV MOSW  ,2  ,1,78  ,78  ,12  ,78  ,0
179,"SECI,BW624",179,2,"""01058003""","""BW S624 115KV MOSW""",058,2,202,0,1,"""""","""""",140,"""""","""""","""""","""""","""""","SECI,BW624   ",BW S624 115KV MOSW  ,2  ,1,65  ,65  ,12  ,65  ,0
180,"SECI,RS6104",180,2,"""01058004""","""RS S6104 115KV MOSW""",058,2,202,0,1,"""""","""""",141,"""""","""""","""""","""""","""""","SECI,RS6104  ",RS S6104 115KV MOSW  ,2  ,1,76  ,76  ,12  ,76  ,0
181,"G5,300GSC",181,1,"""01024001""","""GEN 5 300G SC ALARM""",024,3,227,0,1,"""""","""""",142,"""""","""""","""""","""""","""""","G5,300GSC  ",GEN 5 300G SC ALARM  ,3  ,26,0  ,  ,  ,  ,0
182,"BY,RM1",182,5,"""02002002""","""REGULATOR CONTROL MODE""",002,10,204,0,1,"""""","""""",143,"""""","""""","""""","""""","""""","BY,RM1     ",REGULATOR CONTROL MODE  ,1 2 3 4 5 6 7 8  ,3,  ,  ,  ,  ,0
183,"BY,RM2",183,5,"""02002003""","""REGULATOR CONTROL MODE""",002,10,204,0,1,"""""","""""",144,"""""","""""","""""","""""","""""","BY,RM2     ",REGULATOR CONTROL MODE  ,1 2 3 4 5 6 7 8  ,3,  ,  ,  ,  ,0
184,"BY,1",184,2,"""01002002""","""BY FEEDER BKR 1""",002,4,202,0,1,"""""","""""",13,"""""","""""","""""","""""","""""","BY,1       ",BY FEEDER BKR 1  ,4  ,1,0  ,1  ,0  ,1  ,0
185,"BY,1R",185,2,"""01002003""","""BY BKR 1 RECLOSER""",002,4,205,0,1,"""""","""""",14,"""""","""""","""""","""""","""""","BY,1R      ",BY BKR 1 RECLOSER  ,4  ,4,0  ,2  ,0  ,2  ,0
186,"BY,1GT",186,2,"""01002004""","""BY BKR 1 GRND TRIP BLK""",002,4,222,0,1,"""""","""""",15,"""""","""""","""""","""""","""""","BY,1GT     ",BY BKR 1 GRND TRIP BLK  ,4  ,21,0  ,3  ,0  ,3  ,0
187,"PS,SN3MC2",187,8,"""12064001""","""PSEUDO SWITCH""",064,10,216,0,1,"""""","""""",145,"""""","""""","""""","""""","""""","PS,SN3MC2  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
188,"PS,AC3485",188,8,"""12035001""","""PSEUDO SWITCH""",035,10,216,0,1,"""""","""""",146,"""""","""""","""""","""""","""""","PS,AC3485  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
189,"PS,AC3486",189,8,"""12035002""","""PSEUDO SWITCH""",035,10,216,0,1,"""""","""""",147,"""""","""""","""""","""""","""""","PS,AC3486  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
190,"PS,AC3487",190,8,"""12035003""","""PSEUDO SWITCH""",035,10,216,0,1,"""""","""""",148,"""""","""""","""""","""""","""""","PS,AC3487  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
191,"WO,G6DTRP",191,1,"""01073001""","""GEN 6 DAY TANK RUPT TRIP""",073,3,227,0,1,"""""","""""",149,"""""","""""","""""","""""","""""","WO,G6DTRP  ",GEN 6 DAY TANK RUPT TRIP  ,3  ,26,4  ,  ,  ,  ,0
192,"PS,AC3488",192,8,"""12035004""","""PSEUDO SWITCH""",035,10,216,0,1,"""""","""""",150,"""""","""""","""""","""""","""""","PS,AC3488  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
193,"KH,79LO4",193,1,"""01038001""","""KH BKR 4 LOCKOUT""",038,1,215,0,1,"""""","""""",151,"""""","""""","""""","""""","""""","KH,79LO4   ",KH BKR 4 LOCKOUT  ,1  ,14,7  ,  ,  ,  ,0
194,"PS,FI332",194,8,"""12019001""","""PSEUDO SWITCH""",019,10,216,0,1,"""""","""""",152,"""""","""""","""""","""""","""""","PS,FI332   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
195,"BC,8G29",195,1,"""01007011""","""BC 8G29 TX2 230KV DIS SW""",007,3,203,0,1,"""""","""""",153,"""""","""""","""""","""""","""""","BC,8G29    ",BC 8G29 TX2 230KV DIS SW  ,3  ,2,3  ,  ,  ,  ,0
196,"MN,FS",196,5,"""02040001""","""MANNVILLE FAST SCAN""",040,6,226,0,1,"""""","""""",6,"""""","""""","""""","""""","""""","MN,FS      ",MANNVILLE FAST SCAN  ,6  ,25,  ,  ,  ,  ,0
197,"PS,BN3SV1",197,8,"""12039001""","""PSEUDO SWITCH""",039,10,216,0,1,"""""","""""",154,"""""","""""","""""","""""","""""","PS,BN3SV1  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15,  ,  ,  ,  ,0
198,"FW,FS",198,5,"""02006001""","""FW  FAST SCAN""",006,5,226,0,1,"""""","""""",6,"""""","""""","""""","""""","""""","FW,FS      ",FW  FAST SCAN  ,5  ,25,  ,  ,  ,  ,0
199,"GP,REGA",199,6,"""41028001""","""GP REG A VOLT CONTROL""",028,6,208,0,1,"""""","""""",155,238,25,16,-16,1,"GP,REGA    ",GP REG A VOLT CONTROL  ,6  ,7,  ,14  ,0  ,14  ,0
200,"GC,3",200,2,"""01022010""","""GREEN COVE BKR 3""",022,4,202,0,1,"""""","""""",40,"""""","""""","""""","""""","""""","GC,3       ",GREEN COVE BKR 3  ,4  ,1,2  ,19  ,0  ,19  ,0
201,"GC,2",201,2,"""01022011""","""GREEN COVE BKR 2""",022,4,202,0,1,"""""","""""",36,"""""","""""","""""","""""","""""","GC,2       ",GREEN COVE BKR 2  ,4  ,1,2  ,15  ,0  ,15  ,0
202,"GC,3R",202,2,"""01022012""","""GREEN COVE BKR 3 RECL""",022,4,205,0,1,"""""","""""",41,"""""","""""","""""","""""","""""","GC,3R      ",GREEN COVE BKR 3 RECL  ,4  ,4,2  ,20  ,0  ,20  ,0
203,"GC,2R",203,2,"""01022013""","""GREEN COVE BKR 2 RECL""",022,4,205,0,1,"""""","""""",37,"""""","""""","""""","""""","""""","GC,2R      ",GREEN COVE BKR 2 RECL  ,4  ,4,2  ,16  ,0  ,16  ,0
204,"GC,LRS",204,1,"""01022014""","""GREEN COVE LOC/REM SW""",022,4,214,0,1,"""""","""""",67,"""""","""""","""""","""""","""""","GC,LRS     ",GREEN COVE LOC/REM SW  ,4  ,13,0  ,  ,  ,  ,0
205,"GC,TX1TOT",205,1,"""01022015""","""GREEN COVE TX HOT OIL""",022,4,209,0,1,"""""","""""",52,"""""","""""","""""","""""","""""","GC,TX1TOT  ",GREEN COVE TX HOT OIL  ,4  ,8,0  ,  ,  ,  ,0
