32 FEP.DB
* 
	10	SCAN_DATA	0	14	35
*	Record	1s	RTAC_point_type	RTAC_address	RTAC_Number	RTAC IP	RTAC NAME	RTAC Abr	DNP Point Address	Name	DestinationKey
	314	1	1	103	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	315	1	1	104	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	316	1	1	105	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	317	1	1	106	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	318	1	1	107	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	319	1	1	108	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	320	1	1	109	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	321	1	1	110	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	322	1	1	111	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	323	1	1	112	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	324	1	1	113	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	325	1	1	114	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	326	1	1	115	36	172.17.4.81	Double Branch	DB	114	"DB,35C101"	"01014008"
	327	1	1	116	36	172.17.4.81	Double Branch	DB	115	"DB,35C102"	"01014008"
	328	1	1	117	36	172.17.4.81	Double Branch	DB	116	"DB,35C103"	"01014008"
	329	1	1	118	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	330	1	1	119	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	331	1	1	120	36	172.17.4.81	Double Branch	DB	119	"DB,35C106"	"01014008"
	332	1	1	121	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	333	1	1	122	36	172.17.4.81	Double Branch	DB	121	"DB,MET1CP"	"01014008"
	334	1	1	123	36	172.17.4.81	Double Branch	DB	122	"DB,35C109"	"01014008"
	335	1	1	124	36	172.17.4.81	Double Branch	DB	123	"DB,35C110"	"01014008"
	336	1	1	125	36	172.17.4.81	Double Branch	DB	124	"DB,35C111"	"01014008"
	337	1	1	126	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	338	1	1	127	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	339	1	1	128	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	340	1	1	129	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	341	1	1	130	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	342	1	1	131	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	343	1	1	132	36	172.17.4.81	Double Branch	DB	131	"DB,35C118"	"01014008"
	344	1	1	133	36	172.17.4.81	Double Branch	DB	132	"DB,35C119"	"01014008"
	345	1	1	134	36	172.17.4.81	Double Branch	DB	133	"DB,35C120"	"01014008"
	346	1	1	135	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	347	1	1	136	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	348	1	1	137	36	172.17.4.81	Double Branch	DB	136	"DB,35C123"	"01014008"
	349	1	1	138	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	350	1	1	139	36	172.17.4.81	Double Branch	DB	138	"DB,35C125"	"01014008"
	351	1	1	140	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	352	1	1	141	36	172.17.4.81	Double Branch	DB	140	"DB,35C127"	"01014008"
	353	1	1	142	36	172.17.4.81	Double Branch	DB	141	"DB,35C128"	"01014008"
	354	1	1	143	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	355	1	1	144	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	356	1	1	145	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	357	1	1	146	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	358	1	1	147	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	359	1	1	148	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	360	1	1	149	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	361	1	1	150	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	362	1	1	151	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	363	1	1	152	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	364	1	1	153	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	365	1	1	154	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	366	1	1	155	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	367	1	1	156	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	368	1	1	157	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	369	1	1	158	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	370	1	1	159	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	371	1	1	160	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	372	1	1	161	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	373	1	1	162	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	374	1	1	163	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	375	1	1	164	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	376	1	1	165	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	377	1	1	166	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	378	1	1	167	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	379	1	1	168	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	380	1	1	169	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	381	1	1	170	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	382	1	1	171	36	172.17.4.81	Double Branch	DB	170	"DB,35T1SC"	"01014008"
	383	1	1	172	36	172.17.4.81	Double Branch	DB	171	"DB,387SC1"	"01014008"
	384	1	1	173	36	172.17.4.81	Double Branch	DB	172	"DB,501SC1"	"01014008"
	385	1	1	174	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	386	1	1	175	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	387	1	1	176	36	172.17.4.81	Double Branch	DB	175	"DB,21T1SC"	"01014008"
	388	1	1	177	36	172.17.4.81	Double Branch	DB	176	"DB,MET1SC"	"01014008"
	389	1	1	178	36	172.17.4.81	Double Branch	DB	177	"DB,2407SC"	"01014008"
	390	1	1	179	36	172.17.4.81	Double Branch	DB	178	"DB,25SC1"	"01014008"
	391	1	1	180	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	392	1	1	181	36	172.17.4.81	Double Branch	DB	180	"DB,25SC7"	"01014008"
	393	1	1	182	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	394	1	1	183	36	172.17.4.81	Double Branch	DB	182	"DB,25SC11"	"01014008"
	395	1	1	184	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	396	1	1	185	36	172.17.4.81	Double Branch	DB	184	"DB,24T1SC"	"01014008"
	397	1	1	186	36	172.17.4.81	Double Branch	DB	185	"DB,25SC8"	"01014008"
	398	1	1	187	36	172.17.4.81	Double Branch	DB	186	"DB,25SC9"	"01014008"
	399	1	1	188	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	400	1	1	189	36	172.17.4.81	Double Branch	DB	188	"DB,351SC1"	"01014008"
	401	1	1	190	36	172.17.4.81	Double Branch	DB	189	"DB,351SC2"	"01014008"
	402	1	1	191	36	172.17.4.81	Double Branch	DB	190	"DB,351SC3"	"01014008"
	403	1	1	192	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	404	1	1	193	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	405	1	1	194	36	172.17.4.81	Double Branch	DB	193	"DB,LRS"	"01014008"
	406	1	1	195	36	172.17.4.81	Double Branch	DB	194	"DB,TX1DRD"	"01014008"
	407	1	1	196	36	172.17.4.81	Double Branch	DB	195	"DB,86T1"	"01014008"
	408	1	1	197	36	172.17.4.81	Double Branch	DB	196	"DB,86TCM1"	"01014008"
	409	1	1	198	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	410	1	1	199	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	411	1	1	200	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	412	1	1	201	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	413	1	1	202	36	172.17.4.81	Double Branch	DB	201	"DB,94TCM1"	"01014008"
	414	1	1	203	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	415	1	1	204	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	416	1	1	205	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	417	1	1	206	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	418	1	1	207	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	419	1	1	208	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	420	1	1	209	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	421	1	1	210	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	422	1	1	211	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	423	1	1	212	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	424	1	1	213	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	425	1	1	214	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	426	1	1	215	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	427	1	1	216	36	172.17.4.81	Double Branch	DB	215	"DB,BATFAN"	"01014008"
	428	1	1	217	36	172.17.4.81	Double Branch	DB	216	"DB,HUMID"	"01014008"
	429	1	1	218	36	172.17.4.81	Double Branch	DB	217	"DB,SMOKE"	"01014008"
	430	1	1	219	36	172.17.4.81	Double Branch	DB	218	"DB,BATTDC"	"01014008"
	431	1	1	220	36	172.17.4.81	Double Branch	DB	219	"DB,BATTAC"	"01014008"
	432	1	1	221	36	172.17.4.81	Double Branch	DB	220	"DB,BATGRD"	"01014008"
	433	1	1	222	36	172.17.4.81	Double Branch	DB	221	"DB,S618_OP"	"01014008"
	434	1	1	223	36	172.17.4.81	Double Branch	DB	222	"DB,S618_CL"	"01014008"
	435	1	1	224	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	436	1	1	225	36	172.17.4.81	Double Branch	DB	224	"DB,MOSWAL"	"01014008"
	437	1	1	226	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	438	1	1	227	36	172.17.4.81	Double Branch	DB	226	"DB,S619_OP"	"01014008"
	439	1	1	228	36	172.17.4.81	Double Branch	DB	227	"DB,S619_CL"	"01014008"
	440	1	1	229	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	441	1	1	230	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	442	1	1	231	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	443	1	1	232	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	444	1	1	233	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	445	1	1	234	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	446	1	1	235	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	447	1	1	236	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	448	1	1	237	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	449	1	1	238	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	450	1	1	239	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	451	1	1	240	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	452	1	1	241	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	453	1	1	242	36	172.17.4.81	Double Branch	DB	241	"DB,MSB"	"01014008"
	454	1	4	22	36	172.17.4.81	Double Branch	DB	21	"DB,LTC1"	"01014008"
	455	1	4	23	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	456	1	4	24	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	457	1	4	25	36	172.17.4.81	Double Branch	DB	24	"DB,RAV1"	"01014008"
	458	1	4	26	36	172.17.4.81	Double Branch	DB	25	"DB,RBV1"	"01014008"
	459	1	4	27	36	172.17.4.81	Double Branch	DB	26	"DB,RCV1"	"01014008"
	460	1	4	28	36	172.17.4.81	Double Branch	DB	27	"DB,TX1A"	"01014008"
	461	1	4	29	36	172.17.4.81	Double Branch	DB	28	"DB,TX1B"	"01014008"
	462	1	4	30	36	172.17.4.81	Double Branch	DB	29	"DB,TX1C"	"01014008"
	463	1	4	31	36	172.17.4.81	Double Branch	DB	30	"DB,KVA1M"	"01014008"
	464	1	4	32	36	172.17.4.81	Double Branch	DB	31	"DB,TX1W"	"01014008"
	465	1	4	33	36	172.17.4.81	Double Branch	DB	32	"DB,MV1-"	"01014008"
	466	1	4	34	36	172.17.4.81	Double Branch	DB	33	"DB,MV1"	"01014008"
	467	1	4	35	36	172.17.4.81	Double Branch	DB	34	"DB,PF1M"	"01014008"
	468	1	4	36	36	172.17.4.81	Double Branch	DB	35	"DB,TX1FRQ"	"01014008"
	469	1	4	37	36	172.17.4.81	Double Branch	DB	36	"DB,KWPHR1"	"01014008"
	470	1	4	38	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	471	1	4	39	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	472	1	4	40	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	473	1	4	41	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	474	1	4	42	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	475	1	4	43	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	476	1	4	44	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	477	1	4	45	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	478	1	4	46	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	479	1	4	47	36	172.17.4.81	Double Branch	DB	46	"DB,1A"	"01014008"
	480	1	4	48	36	172.17.4.81	Double Branch	DB	47	"DB,1B"	"01014008"
	481	1	4	49	36	172.17.4.81	Double Branch	DB	48	"DB,1C"	"01014008"
	482	1	4	50	36	172.17.4.81	Double Branch	DB	49	"DB,1KW"	"01014008"
	483	1	4	51	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	484	1	4	52	36	172.17.4.81	Double Branch	DB	51	"DB,1PF"	"01014008"
	485	1	4	53	36	172.17.4.81	Double Branch	DB	52	"DB,2A"	"01014008"
	486	1	4	54	36	172.17.4.81	Double Branch	DB	53	"DB,2B"	"01014008"
	487	1	4	55	36	172.17.4.81	Double Branch	DB	54	"DB,2C"	"01014008"
	488	1	4	56	36	172.17.4.81	Double Branch	DB	55	"DB,2KW"	"01014008"
	489	1	4	57	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	490	1	4	58	36	172.17.4.81	Double Branch	DB	57	"DB,2PF"	"01014008"
	491	1	4	59	36	172.17.4.81	Double Branch	DB	58	"DB,3A"	"01014008"
	492	1	4	60	36	172.17.4.81	Double Branch	DB	59	"DB,3B"	"01014008"
	493	1	4	61	36	172.17.4.81	Double Branch	DB	60	"DB,3C"	"01014008"
	494	1	4	62	36	172.17.4.81	Double Branch	DB	61	"DB,3KW"	"01014008"
	495	1	4	63	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	496	1	4	64	36	172.17.4.81	Double Branch	DB	63	"DB,3PF"	"01014008"
	497	1	4	65	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	498	1	4	66	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	499	1	4	67	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	500	1	4	68	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	501	1	4	69	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	502	1	4	70	36	172.17.4.81	Double Branch	DB	none	"none"	"01014008"
	503	1	4	71	36	172.17.4.81	Double Branch	DB	70	"DB,DCV"	"01014008"
	504	1	1	23	37	172.17.4.82	Double Branch	DB	22	"DB,6135S"	"01014012"
	505	1	1	24	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	506	1	1	25	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	507	1	1	26	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	508	1	1	27	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	509	1	1	28	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	510	1	1	29	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	511	1	1	30	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	512	1	1	31	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	513	1	1	32	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	514	1	1	33	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	515	1	1	34	37	172.17.4.82	Double Branch	DB	33	"DB,TX2NHI"	"01014012"
	516	1	1	35	37	172.17.4.82	Double Branch	DB	34	"DB,TX2NLO"	"01014012"
	517	1	1	36	37	172.17.4.82	Double Branch	DB	35	"DB,T2NCLO"	"01014012"
	518	1	1	37	37	172.17.4.82	Double Branch	DB	36	"DB,T2PR"	"01014012"
	519	1	1	38	37	172.17.4.82	Double Branch	DB	37	"DB,T2SP"	"01014012"
	520	1	1	39	37	172.17.4.82	Double Branch	DB	38	"DB,TX2LO"	"01014012"
	521	1	1	40	37	172.17.4.82	Double Branch	DB	39	"DB,TX2HI"	"01014012"
	522	1	1	41	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	523	1	1	42	37	172.17.4.82	Double Branch	DB	41	"DB,LTC2LO"	"01014012"
	524	1	1	43	37	172.17.4.82	Double Branch	DB	42	"DB,TC2PWR"	"01014012"
	525	1	1	44	37	172.17.4.82	Double Branch	DB	43	"DB,TCP2"	"01014012"
	526	1	1	45	37	172.17.4.82	Double Branch	DB	44	"DB,LTCMT2"	"01014012"
	527	1	1	46	37	172.17.4.82	Double Branch	DB	45	"DB,TCPR2"	"01014012"
	528	1	1	47	37	172.17.4.82	Double Branch	DB	46	"DB,86X2"	"01014012"
	529	1	1	48	37	172.17.4.82	Double Branch	DB	47	"DB,T2FAN1"	"01014012"
	530	1	1	49	37	172.17.4.82	Double Branch	DB	48	"DB,T2FAN2"	"01014012"
	531	1	1	50	37	172.17.4.82	Double Branch	DB	49	"DB,TX2TOT"	"01014012"
	532	1	1	51	37	172.17.4.82	Double Branch	DB	50	"DB,TX2HS"	"01014012"
	533	1	1	52	37	172.17.4.82	Double Branch	DB	51	"DB,TX2LR"	"01014012"
	534	1	1	53	37	172.17.4.82	Double Branch	DB	52	"DB,TX2K1"	"01014012"
	535	1	1	54	37	172.17.4.82	Double Branch	DB	53	"DB,TX2K2"	"01014012"
	536	1	1	55	37	172.17.4.82	Double Branch	DB	54	"DB,TCA2"	"01014012"
	537	1	1	56	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	538	1	1	57	37	172.17.4.82	Double Branch	DB	56	"DB,T2HIAL"	"01014012"
	539	1	1	58	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	540	1	1	59	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	541	1	1	60	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	542	1	1	61	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	543	1	1	62	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	544	1	1	63	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	545	1	1	64	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	546	1	1	65	37	172.17.4.82	Double Branch	DB	64	"DB,S3782"	"01014012"
	547	1	1	66	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	548	1	1	67	37	172.17.4.82	Double Branch	DB	66	"DB,4"	"01014012"
	549	1	1	68	37	172.17.4.82	Double Branch	DB	67	"DB,4R"	"01014012"
	550	1	1	69	37	172.17.4.82	Double Branch	DB	68	"DB,4GT"	"01014012"
	551	1	1	70	37	172.17.4.82	Double Branch	DB	69	"DB,4LR"	"01014012"
	552	1	1	71	37	172.17.4.82	Double Branch	DB	70	"DB,4UF"	"01014012"
	553	1	1	72	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	554	1	1	73	37	172.17.4.82	Double Branch	DB	72	"DB,4HL"	"01014012"
	555	1	1	74	37	172.17.4.82	Double Branch	DB	73	"DB,4POT"	"01014012"
	556	1	1	75	37	172.17.4.82	Double Branch	DB	74	"DB,79LO4"	"01014012"
	557	1	1	76	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	558	1	1	77	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	559	1	1	78	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	560	1	1	79	37	172.17.4.82	Double Branch	DB	78	"DB,5"	"01014012"
	561	1	1	80	37	172.17.4.82	Double Branch	DB	79	"DB,5R"	"01014012"
	562	1	1	81	37	172.17.4.82	Double Branch	DB	80	"DB,5GT"	"01014012"
	563	1	1	82	37	172.17.4.82	Double Branch	DB	81	"DB,5LR"	"01014012"
	564	1	1	83	37	172.17.4.82	Double Branch	DB	82	"DB,5UF"	"01014012"
	565	1	1	84	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	566	1	1	85	37	172.17.4.82	Double Branch	DB	84	"DB,5HL"	"01014012"
	567	1	1	86	37	172.17.4.82	Double Branch	DB	85	"DB,5POT"	"01014012"
	568	1	1	87	37	172.17.4.82	Double Branch	DB	86	"DB,79LO5"	"01014012"
	569	1	1	88	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	570	1	1	89	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	571	1	1	90	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	572	1	1	91	37	172.17.4.82	Double Branch	DB	90	"DB,6"	"01014012"
	573	1	1	92	37	172.17.4.82	Double Branch	DB	91	"DB,6R"	"01014012"
	574	1	1	93	37	172.17.4.82	Double Branch	DB	92	"DB,6GT"	"01014012"
	575	1	1	94	37	172.17.4.82	Double Branch	DB	93	"DB,6LR"	"01014012"
	576	1	1	95	37	172.17.4.82	Double Branch	DB	94	"DB,6UF"	"01014012"
	577	1	1	96	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	578	1	1	97	37	172.17.4.82	Double Branch	DB	96	"DB,6HL"	"01014012"
	579	1	1	98	37	172.17.4.82	Double Branch	DB	97	"DB,6POT"	"01014012"
	580	1	1	99	37	172.17.4.82	Double Branch	DB	98	"DB,79LO6"	"01014012"
	581	1	1	100	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	582	1	1	101	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	583	1	1	102	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	584	1	1	103	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	585	1	1	104	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	586	1	1	105	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	587	1	1	106	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	588	1	1	107	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	589	1	1	108	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	590	1	1	109	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	591	1	1	110	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	592	1	1	111	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	593	1	1	112	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	594	1	1	113	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	595	1	1	114	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	596	1	1	115	37	172.17.4.82	Double Branch	DB	114	"DB,W3784"	"01014012"
	597	1	1	116	37	172.17.4.82	Double Branch	DB	115	"DB,3784LR"	"01014012"
	598	1	1	117	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	599	1	1	118	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	600	1	1	119	37	172.17.4.82	Double Branch	DB	118	"DB,35C201"	"01014012"
	601	1	1	120	37	172.17.4.82	Double Branch	DB	119	"DB,35C202"	"01014012"
	602	1	1	121	37	172.17.4.82	Double Branch	DB	120	"DB,35C203"	"01014012"
	603	1	1	122	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	604	1	1	123	37	172.17.4.82	Double Branch	DB	122	"DB,35C205"	"01014012"
	605	1	1	124	37	172.17.4.82	Double Branch	DB	123	"DB,35C206"	"01014012"
	606	1	1	125	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	607	1	1	126	37	172.17.4.82	Double Branch	DB	125	"DB,MET2CP"	"01014012"
	608	1	1	127	37	172.17.4.82	Double Branch	DB	126	"DB,35C209"	"01014012"
	609	1	1	128	37	172.17.4.82	Double Branch	DB	127	"DB,35C210"	"01014012"
	610	1	1	129	37	172.17.4.82	Double Branch	DB	128	"DB,35C211"	"01014012"
	611	1	1	130	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	612	1	1	131	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	613	1	1	132	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	614	1	1	133	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	615	1	1	134	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	616	1	1	135	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	617	1	1	136	37	172.17.4.82	Double Branch	DB	135	"DB,35C218"	"01014012"
	618	1	1	137	37	172.17.4.82	Double Branch	DB	136	"DB,35C219"	"01014012"
	619	1	1	138	37	172.17.4.82	Double Branch	DB	137	"DB,35C220"	"01014012"
	620	1	1	139	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	621	1	1	140	37	172.17.4.82	Double Branch	DB	139	"DB,35C222"	"01014012"
	622	1	1	141	37	172.17.4.82	Double Branch	DB	140	"DB,35C223"	"01014012"
	623	1	1	142	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	624	1	1	143	37	172.17.4.82	Double Branch	DB	142	"DB,35C225"	"01014012"
	625	1	1	144	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	626	1	1	145	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	627	1	1	146	37	172.17.4.82	Double Branch	DB	145	"DB,35C228"	"01014012"
	628	1	1	147	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	629	1	1	148	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	630	1	1	149	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	631	1	1	150	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	632	1	1	151	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	633	1	1	152	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	634	1	1	153	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	635	1	1	154	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	636	1	1	155	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	637	1	1	156	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	638	1	1	157	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
	639	1	1	158	37	172.17.4.82	Double Branch	DB	none	"none"	"01014012"
