Key,name,pDeviceInstance,record
"""03027016""",MV1-,3276,3399
"""03027017""",DCV,3277,3400
"""03027018""",2A,3281,3401
"""03027019""",2B,3282,3402
"""03027020""",2C,3283,3403
"""03027021""",3A,3284,3404
"""03027022""",3B,3285,3405
"""03039021""",KVA1M,3275,3406
"""03039022""",MV1,3260,3407
"""03027023""",3C,3286,3408
"""03027024""",RAV2,3323,3409
"""03027025""",RBV2,3300,3410
"""03027026""",RCV2,3320,3411
"""03027027""",TX2A,3324,3412
"""03027028""",TX2B,3325,3413
"""03027029""",TX2C,3326,3414
"""03027030""",TX2W,3327,3415
"""03027031""",PF2M,3414,3416
"""03027032""",TX2FRQ,3331,3417
"""03027033""",KVA2M,3344,3418
"""03027034""",MV2,3519,3419
"""03027035""",MV2-,3521,3420
"""03027036""",4A,3316,3421
"""03027037""",4B,3317,3422
"""03027038""",4C,3318,3423
"""03027039""",5A,3308,3424
"""03027040""",5B,3309,3425
"""03027041""",5C,3310,3426
"""03027042""",LTC1,3287,3427
"""03027043""",LTC2,3386,3428
"""04014052""",PMT,3296,3429
"""03027044""",2KW,3299,3430
"""03027045""",3KW,3526,3431
"""03027046""",4KW,3314,3432
"""03027047""",5KW,3609,3433
"""03027048""",2PF,3268,3434
"""03027049""",3PF,3406,3435
"""03027050""",4PF,3410,3436
"""03027051""",5PF,3492,3437
"""04031028""",STAGE1,3439,3438
"""04031029""",STAGE2,3306,3439
"""04031030""",PHRT,3336,3440
"""04027018""",TXMVT,4007,3441
"""03010029""",P2,3255,3442
"""03010030""",TX1FRQ,3274,3443
"""03010031""",MV1-,3276,3444
"""03025036""",P2,3255,3445
"""03047005""",RCV,3480,3446
"""03047006""",TXA,3394,3447
"""03047007""",TXB,3393,3448
"""03047008""",TXC,3477,3449
"""03047009""",W,3335,3450
"""03047010""",1B,3279,3451
"""03047011""",1C,3280,3452
"""04051016""",WCALC,4008,3453
"""04001034""",ATAMP,4009,3454
"""04001035""",BTAMP,4010,3455
"""04001036""",CTAMP,4011,3456
"""03032033""",P2,3255,3457
"""04032014""",PFAVG,3294,3458
"""04032015""",CDY,3289,3459
"""03039023""",WNDDIR,3472,3460
"""04039007""",CALI,3288,3461
"""04039008""",CHR,3290,3462
"""04039009""",PHR,3295,3463
"""04039010""",CDY,3289,3464
"""04039011""",CMT,3291,3465
"""04039012""",PMT,3296,3466
"""04039013""",PDY,3293,3467
"""03001074""",TX1ABT,3628,3468
"""03003016""",P,3267,3469
"""99063007""",T1,4012,3470
"""04038034""",MUL1,3568,3471
"""03058073""",88,4013,3472
"""04023040""",RC,3253,3473
"""04007070""",KVA3,4014,3474
"""04007071""",PF3,4015,3475
"""04044006""",PERCOM,4016,3476
"""03042033""",P,3267,3477
"""04067137""",T,3329,3478
"""03023070""",5KW,3609,3479
"""03046026""",W,3335,3480
"""03004030""",RAV,3479,3481
"""04007072""",CMT1,3487,3482
"""03023071""",MV2,3519,3483
"""04053111""",SECIMW,4017,3484
"""03058074""",78,4018,3485
"""04007073""",PMT1,3474,3486
"""04023041""",KVAT,3517,3487
"""03023072""",TX2W,3327,3488
"""03058075""",SEMINS,4019,3489
"""03058076""",SEMAVG,4020,3490
"""03058077""",SEMLH,4021,3491
"""03058078""",03,4022,3492
"""03058079""",04,4023,3493
"""03058080""",05,4024,3494
"""04058005""",PERCOM,4016,3495
"""04058006""",TIMOUT,3742,3496
"""04058007""",SECERR,3747,3497
"""04058008""",WRONG,3743,3498
"""04058009""",TOLPOL,3746,3499
"""03058081""",02,4025,3500
"""03058082""",06,4026,3501
"""03058083""",07,4027,3502
"""03058084""",08,4028,3503
"""03058085""",09,4029,3504
"""03058086""",10,4030,3505
"""03058087""",11,4031,3506
"""03058088""",12,4032,3507
"""03058089""",13,4033,3508
"""03058090""",14,4034,3509
"""03058091""",15,4035,3510
"""03058092""",16,4036,3511
"""03058093""",17,4037,3512
"""03058094""",18,4038,3513
"""03058095""",19,4039,3514
"""03058096""",20,4040,3515
"""03058097""",21,4041,3516
"""03058098""",22,4042,3517
"""03058099""",23,4043,3518
"""03058100""",24,4044,3519
"""03058101""",25,4045,3520
"""03058102""",26,4046,3521
"""03058103""",27,4047,3522
"""03058104""",28,4048,3523
"""03058105""",29,4049,3524
"""03058106""",30,4050,3525
"""03058107""",31,4051,3526
"""03058108""",58,4052,3527
"""03058109""",59,4053,3528
"""03058110""",60,4054,3529
"""03058111""",61,4055,3530
"""03058112""",62,4056,3531
"""03058113""",SBMVT,3496,3532
"""03058114""",GCW,3594,3533
"""03058115""",GCMV,3575,3534
"""03058116""",RSW,3597,3535
"""03058117""",RSMV,3582,3536
"""03058118""",DVM,4057,3537
"""03058119""",DVMV,3571,3538
"""03058120""",SEMIW,4058,3539
"""03058121""",SEMIMV,4059,3540
"""03058122""",SB115,3603,3541
"""03058123""",SB230,3512,3542
"""03058124""",LAW,3585,3543
"""03058125""",LAMV,3591,3544
"""03058126""",BYW,3511,3545
"""03058127""",BYMV,3666,3546
"""03058128""",SBPHW,4060,3547
"""03058129""",SBPHW-,4061,3548
"""03058130""",LAPHW,4062,3549
"""03058131""",LAPHW-,4063,3550
"""03058132""",BYPHW,4064,3551
"""03058133""",BYPHW-,4065,3552
"""03058134""",SBTXW,4066,3553
"""03058135""",01,4067,3554
"""04058010""",RC,3253,3555
"""04058011""",ACCFRZ,4068,3556
"""04058012""",TIMDLY,3651,3557
"""04058013""",WRNGRY,4069,3558
"""03039024""",P2,3255,3559
"""03062001""",G3W,4070,3560
"""03062002""",G3MV,4071,3561
"""03062003""",G3PFM,4072,3562
"""03062004""",G4W,4073,3563
"""03062005""",G4MV,4074,3564
"""03062006""",G4PFM,4075,3565
"""03049012""",P1,3258,3566
"""03049013""",P2,3255,3567
"""03049014""",RAV1,3270,3568
"""03049015""",RBV1,3271,3569
"""03049016""",RCV1,3272,3570
"""03049017""",TX1A,3263,3571
"""03049018""",TX1B,3261,3572
"""03049019""",RBV2,3300,3573
"""03049020""",RCV2,3320,3574
"""03049021""",TX2A,3324,3575
"""03049022""",TX2B,3325,3576
"""03049023""",TX2C,3326,3577
"""03049024""",TX2W,3327,3578
"""03049025""",PF2M,3414,3579
"""03049026""",TX2FRQ,3331,3580
"""03049027""",KVA2M,3344,3581
"""03049028""",MV2,3519,3582
"""03049029""",MV2-,3521,3583
"""03049030""",1A,3278,3584
"""03049031""",1B,3279,3585
"""03049032""",1C,3280,3586
"""03049033""",2A,3281,3587
"""03049034""",2B,3282,3588
"""03049035""",2C,3283,3589
"""03049036""",3A,3284,3590
"""03049037""",3B,3285,3591
"""03049038""",3C,3286,3592
"""03049039""",4A,3316,3593
"""03049040""",4B,3317,3594
"""03049041""",4C,3318,3595
"""03049042""",DCV,3277,3596
"""03049043""",LTC1,3287,3597
"""03049044""",1KW,3413,3598
"""03049045""",2KW,3299,3599
"""03049046""",3KW,3526,3600
"""03049047""",4KW,3314,3601
"""03049048""",1PF,3350,3602
"""03049049""",2PF,3268,3603
"""03049050""",3PF,3406,3604
"""03049051""",4PF,3410,3605
"""03022034""",T,3329,3606
"""04001037""",7TOT,3608,3607
"""03051022""",W6164C,4076,3608
"""03023073""",P2,3255,3609
"""99055018""",PT60,4077,3610
"""99055019""",PT120,4078,3611
"""99055020""",1,13,3612
"""04067138""",REGAVG,3402,3613
"""03058136""",79,4079,3614
"""03058137""",BCT1MW,4080,3615
"""04048008""",RQSHED,4081,3616
"""04048009""",RQSLEV,4082,3617
"""04048010""",RDEADB,4083,3618
"""04048011""",RINSTP,4084,3619
"""04048012""",RINTRV,4085,3620
"""04048013""",RON1,4086,3621
"""04048014""",RON2,4087,3622
"""04048015""",ROF1,4088,3623
"""04048016""",ROF2,4089,3624
"""04048017""",RFRDMD,4090,3625
"""04048018""",TARGET,3729,3626
"""99055021""",LMNTFY,4091,3627
"""99055022""",LMWIN,4092,3628
"""99055023""",LMSUM,4093,3629
"""03058138""",73,4094,3630
"""03058139""",66,4095,3631
"""03058140""",64,4096,3632
"""03058141""",85,4097,3633
"""04066001""",ACREQ,4098,3634
"""04023042""",1KWC,4099,3635
"""04023043""",2KWC,4100,3636
"""04023044""",3KWC,4101,3637
"""04067139""",LC4KW,4102,3638
"""04066002""",ACSHED,4103,3639
"""04067140""",LC5KW,4104,3640
"""04066003""",ACSTRT,4105,3641
"""04066004""",ACTHRS,4106,3642
"""04066005""",ACQSHD,4107,3643
"""04066006""",ACQSL,4108,3644
"""04066007""",ACDEAD,4109,3645
"""04066008""",ACINTS,4110,3646
"""04066009""",ACINT,4111,3647
"""04066010""",ACONT1,4112,3648
"""04066011""",ACONFT,4113,3649
"""04066012""",ACOFT2,4114,3650
"""04066013""",ACFOR,4115,3651
"""04066014""",CONPER,4116,3652
"""04066015""",MOPER,4117,3653
"""04066016""",50HT,4118,3654
"""04066017""",HTREST,4119,3655
"""04066018""",HTASTP,4120,3656
"""04066019""",HTSTR,4121,3657
"""04066020""",LTHRES,4122,3658
"""04066021""",LQSHED,4123,3659
"""04066022""",LQSLEV,4124,3660
"""04066023""",LDEADB,4125,3661
"""04066024""",LINSTP,4126,3662
"""04066025""",LINTRV,4127,3663
"""04066026""",HTONT1,4128,3664
"""04066027""",HTONT2,4129,3665
"""04066028""",HTOFT1,4130,3666
"""04066029""",HTOFT2,4131,3667
"""04066030""",LFRDMD,4132,3668
"""04066031""",HTRSTP,4133,3669
"""04066032""",WHRSTP,4134,3670
"""04066033""",WHASTP,4135,3671
"""04066034""",WHSTR,4136,3672
"""04066035""",WHTHR,4137,3673
"""04066036""",WHSHED,4138,3674
"""04066037""",WHSLEV,4139,3675
"""04066038""",WHDED,4140,3676
"""04066039""",WHINI,4141,3677
"""04066040""",WHINT,4142,3678
"""04066041""",WHOTM1,4143,3679
"""04066042""",WHOTM2,4144,3680
"""04066043""",WHOFM1,4145,3681
"""04066044""",WHOF2,4146,3682
"""04066045""",FORC,3843,3683
"""04066046""",WHP1,4147,3684
"""04066047""",WHP2,4148,3685
"""04066048""",WHP3,4149,3686
"""04066049""",RRESTP,3733,3687
"""04066050""",RACSTP,3738,3688
"""04066051""",RSTRNM,3739,3689
"""03070021""",TX1W,3259,3690
"""04023045""",RG1AVG,4150,3691
"""04023046""",RG2AVG,4151,3692
"""03070022""",TX1A,3263,3693
"""03070023""",TX1B,3261,3694
"""03070024""",TX1C,3262,3695
"""03070025""",RAV1,3270,3696
"""03070026""",RBV1,3271,3697
"""03070027""",RCV1,3272,3698
"""03021035""",DCV,3277,3699
"""04011015""",PDY1,3467,3700
"""04011016""",PDY2,3542,3701
"""04011017""",PDYT,3348,3702
"""04011018""",PHR1,3494,3703
"""04011019""",PHR2,3588,3704
"""04011020""",PMT1,3474,3705
"""03060032""",1KW,3413,3706
"""03060033""",2KW,3299,3707
"""03060034""",3KW,3526,3708
"""03060035""",4KW,3314,3709
"""04046014""",PFAVG,3294,3710
"""04046015""",PHR,3295,3711
"""04011021""",CHR2,3581,3712
"""04011022""",CMT1,3487,3713
"""04011023""",CMT2,3473,3714
"""03070028""",LTC1,3287,3715
"""03031060""",7A,3840,3716
"""04053112""",COIN,4152,3717
"""03033028""",TX1C,3262,3718
"""04011024""",CALI2,3311,3719
"""04070008""",CALI1,3345,3720
"""04070009""",MUL1,3568,3721
"""04070010""",CHR1,3385,3722
"""04070011""",PHR1,3494,3723
"""04070012""",CDY1,3381,3724
"""04070013""",PDY1,3467,3725
"""04070014""",CMT1,3487,3726
"""04070015""",PMT1,3474,3727
"""04038035""",CMT1,3487,3728
"""03023074""",MV1,3260,3729
"""03010032""",1KW,3413,3730
"""03010033""",2KW,3299,3731
"""03010034""",3KW,3526,3732
"""03010035""",4KW,3314,3733
"""04049035""",CALI1,3345,3734
"""03011056""",PF2M,3414,3735
"""04027019""",CALI2,3311,3736
"""03011057""",MV2-,3521,3737
"""04027020""",MUL2,3352,3738
"""03011058""",KVA2M,3344,3739
"""04027021""",CHR1,3385,3740
"""04027022""",4TOT,3256,3741
"""04027023""",PDY2,3542,3742
"""03011059""",P1,3258,3743
"""03011060""",TX2FRQ,3331,3744
"""04027024""",CDY1,3381,3745
"""04027025""",3TOT,3313,3746
"""04027026""",PDY1,3467,3747
"""03038061""",2KW,3299,3748
"""04038036""",PDY1,3467,3749
"""03011061""",MV2,3519,3750
"""04027027""",CHR2,3581,3751
"""04027028""",5TOT,3408,3752
"""04038037""",PDY2,3542,3753
"""04038038""",PHR1,3494,3754
"""04027029""",PDYT,3348,3755
"""03011062""",P2,3255,3756
"""03051023""",6164PF,4153,3757
"""04067141""",LCMUL1,4154,3758
"""04067142""",LCCHR1,4155,3759
"""03047012""",KWPHR,3777,3760
"""04067143""",LCCDY1,4156,3761
"""04067144""",LCPDY1,4157,3762
"""04067145""",LCCMT1,4158,3763
"""04067146""",LCPMT1,4159,3764
"""03023075""",P3,3776,3765
"""04067147""",LCCAL2,4160,3766
"""04067148""",LCMUL2,4161,3767
"""04067149""",LCCHR2,4162,3768
"""04067150""",LCPHR2,4163,3769
"""04067151""",LCCDY2,4164,3770
"""04067152""",LCPDY2,4165,3771
"""04067153""",LCCMT2,4166,3772
"""04067154""",LCPMT2,4167,3773
"""04067155""",LCP2,4168,3774
"""04061012""",CALI,3288,3775
"""04061013""",MUL,3292,3776
"""04061014""",CHR,3290,3777
"""04045016""",PHR,3295,3778
"""04061015""",CDY,3289,3779
"""04045017""",PDY,3293,3780
"""04049036""",STAGE2,3306,3781
"""04070016""",PF2,3690,3782
"""04061016""",CMT,3291,3783
"""04045018""",PMT,3296,3784
"""04036031""",STAGE1,3439,3785
"""03058142""",63,4169,3786
"""04038039""",CDY1,3381,3787
"""04038040""",CHR1,3385,3788
"""04038041""",CDY2,3382,3789
"""03038062""",TX1ABT,3628,3790
"""04058014""",ALLDAT,4170,3791
"""03044001""",1A,3278,3792
"""04038042""",CALI2,3311,3793
"""04038043""",MUL2,3352,3794
"""04038044""",KVAT,3517,3795
"""03038063""",517KW,4171,3796
"""04015017""",STAGE,3297,3797
"""03058143""",91,4172,3798
"""04038045""",WT,3334,3799
"""04038046""",SECIPT,3468,3800
"""03038064""",A517A,4173,3801
"""04004015""",SOEPT,3269,3802
"""04053113""",DOORS,2006,3803
"""03046027""",TXA,3394,3804
"""03046028""",RATAP,3315,3805
"""04023047""",TUPHRT,4174,3806
"""04023048""",TUPDYT,4175,3807
"""03058144""",90,4176,3808
"""03046029""",MV-,3478,3809
"""03058145""",98,4177,3810
"""03031061""",6KW,3710,3811
"""03038065""",A517B,4178,3812
"""04049037""",2TOT,3312,3813
"""03038066""",3PF,3406,3814
"""04049038""",1TOT,3257,3815
"""03038067""",4KW,3314,3816
"""03001075""",TC2TMP,3434,3817
"""03038068""",4PF,3410,3818
"""04038047""",PHR2,3588,3819
"""03038069""",A517C,4179,3820
"""03058146""",129,4180,3821
"""03036064""",TX1B,3261,3822
"""03046030""",RBTAP,3540,3823
"""03046031""",RCTAP,3629,3824
"""03046032""",DCV,3277,3825
"""03046033""",TXB,3393,3826
"""04014053""",CDYT,3489,3827
"""03058147""",97,4181,3828
"""04007074""",PHRTOT,3639,3829
"""03058148""",99,4182,3830
"""04014054""",CMTT,3322,3831
"""04070017""",CALI2,3311,3832
"""04070018""",MUL2,3352,3833
"""04070019""",CHR2,3581,3834
"""04070020""",PHR2,3588,3835
"""04070021""",CDY2,3382,3836
"""04070022""",PDY2,3542,3837
"""04070023""",CMT2,3473,3838
"""04070024""",PMT2,3321,3839
"""04051017""",PREHRT,3940,3840
"""04051018""",PREDYT,4005,3841
"""04033008""",CALI,3288,3842
"""04033009""",MUL,3292,3843
"""04033010""",CHR,3290,3844
"""04033011""",PHR,3295,3845
"""04033012""",CDY,3289,3846
"""04033013""",PDY,3293,3847
"""04033014""",CMT,3291,3848
"""04033015""",PMT,3296,3849
"""03011063""",5KW,3609,3850
"""03033029""",RATAP1,3741,3851
"""03033030""",3A,3284,3852
"""03033031""",2PF,3268,3853
"""03033032""",3C,3286,3854
"""03031062""",WNDDIR,3472,3855
"""03033033""",3B,3285,3856
"""03033034""",RBTAP1,3606,3857
"""03033035""",2KW,3299,3858
"""03043035""",RATAP1,3741,3859
"""03046034""",P,3267,3860
"""04046016""",3TOT,3313,3861
"""99063008""",POLERR,3400,3862
"""03058149""",133,4183,3863
"""03069066""",LTC1,3287,3864
"""04015018""",P1CAL,3943,3865
"""04002035""",P1CAL,3943,3866
"""03069067""",LTC2,3386,3867
"""04002036""",P2CAL,4184,3868
"""04010020""",P1CAL,3943,3869
"""03037008""",W639A,4185,3870
"""04023049""",SOEPT,3269,3871
"""04023050""",KV2AVG,3605,3872
"""04023051""",PF2AVG,3578,3873
"""03001076""",T2HST1,3768,3874
"""04067156""",TX2AT,4186,3875
"""04023052""",STAGE2,3306,3876
"""04007075""",CHR3,3689,3877
"""04007076""",CHR5,4187,3878
"""04007077""",MUL3,3640,3879
"""04067157""",CHR33,4188,3880
"""03023076""",MV1-,3276,3881
"""04067158""",MTXW,4189,3882
"""03001077""",T1HST2,3343,3883
"""03046035""",KWPHR,3777,3884
"""03019099""",KWPHR1,3301,3885
"""04022009""",CALI,3288,3886
"""04022010""",CDY,3289,3887
"""04022011""",CHR,3290,3888
"""04022012""",CMT,3291,3889
"""04022013""",MUL,3292,3890
"""04022014""",PDY,3293,3891
"""04022015""",PHR,3295,3892
"""04022016""",PMT,3296,3893
"""03019100""",KWPHR2,3404,3894
"""04021016""",CALI,3288,3895
"""04007078""",NBUSW,4190,3896
"""04007079""",SBUSWA,4191,3897
"""04007080""",6W55CW,4192,3898
"""04011025""",MUL1,3568,3899
"""03019101""",KWPHR3,4193,3900
"""03014095""",KWPHR1,3301,3901
"""03031063""",KVA1M,3275,3902
"""03031064""",TX1W,3259,3903
"""03031065""",MV1,3260,3904
"""03036065""",RATAP1,3741,3905
"""03020034""",RCTAP1,3330,3906
"""03031066""",KVA2M,3344,3907
"""03014096""",KWPHR2,3404,3908
"""03014097""",KWPHR3,4193,3909
"""03058150""",137,4194,3910
"""03058151""",138,4195,3911
"""03058152""",139,4196,3912
"""03058153""",140,4197,3913
"""03058154""",141,4198,3914
"""03058155""",142,4199,3915
"""03058156""",143,4200,3916
"""03058157""",144,4201,3917
"""03058158""",145,4202,3918
"""03058159""",146,4203,3919
"""03058160""",147,4204,3920
"""03058161""",148,4205,3921
"""03058162""",149,4206,3922
"""03058163""",150,4207,3923
"""03058164""",151,4208,3924
"""03058165""",152,4209,3925
"""03058166""",153,4210,3926
"""03058167""",154,4211,3927
"""03058168""",155,4212,3928
"""03058169""",156,4213,3929
"""03058170""",157,4214,3930
"""03058171""",158,4215,3931
"""03058172""",159,4216,3932
"""03058173""",160,4217,3933
"""03058174""",161,4218,3934
"""04007081""",TX1PHT,4219,3935
"""04007082""",TX1PDT,4220,3936
"""03058175""",162,4221,3937
"""03058176""",163,4222,3938
"""03058177""",164,4223,3939
"""03058178""",165,4224,3940
"""03058179""",166,4225,3941
"""03058180""",167,4226,3942
"""03058181""",168,4227,3943
"""03058182""",169,4228,3944
"""03058183""",170,4229,3945
"""03058184""",171,4230,3946
"""03058185""",172,4231,3947
"""03058186""",173,4232,3948
"""03058187""",174,4233,3949
"""03058188""",175,4234,3950
"""03058189""",176,4235,3951
"""03058190""",177,4236,3952
"""03058191""",178,4237,3953
"""03058192""",179,4238,3954
"""03058193""",180,4239,3955
"""03058194""",181,4240,3956
"""03058195""",182,4241,3957
"""03058196""",183,4242,3958
"""03058197""",184,4243,3959
"""03058198""",185,4244,3960
"""03058199""",186,4245,3961
"""03058200""",187,4246,3962
"""03058201""",188,4247,3963
"""03058202""",189,4248,3964
"""03058203""",190,4249,3965
"""03058204""",191,4250,3966
"""03058205""",192,4251,3967
"""03058206""",193,4252,3968
"""03058207""",194,4253,3969
"""03058208""",195,4254,3970
"""03058209""",196,4255,3971
"""03058210""",197,4256,3972
"""03058211""",198,4257,3973
"""03058212""",199,4258,3974
"""03058213""",200,4259,3975
"""03058214""",201,4260,3976
"""04049039""",WT,3334,3977
"""04049040""",PMT,3296,3978
"""04007083""",TX2PHT,4261,3979
"""03058215""",65,4262,3980
"""03046036""",RAV,3479,3981
"""04007084""",TX2PDT,4263,3982
"""03033036""",1C,3280,3983
"""03001078""",T2HST3,3505,3984
"""03052004""",W6144A,4264,3985
"""03052005""",W6144B,4265,3986
"""03052006""",W6144C,4266,3987
"""03052007""",AV,3355,3988
"""03052008""",BV,3356,3989
"""03052009""",CV,3357,3990
"""03052010""",DCV,3277,3991
"""03058216""",202,4267,3992
"""03058217""",203,4268,3993
"""03058218""",204,4269,3994
"""03058219""",205,4270,3995
"""03058220""",206,4271,3996
"""04070025""",CHR,3290,3997
"""03020035""",RATAP1,3741,3998
"""04070026""",CDY,3289,3999
"""04070027""",PDY,3293,4000
"""04070028""",CMT,3291,4001
"""03031067""",MV2-,3521,4002
"""04070029""",CALI,3288,4003
"""03058221""",207,4272,4004
"""03058222""",208,4273,4005
"""03058223""",209,4274,4006
"""03058224""",210,4275,4007
"""03058225""",211,4276,4008
"""03058226""",212,4277,4009
"""03058227""",213,4278,4010
"""03058228""",214,4279,4011
"""03058229""",215,4280,4012
"""03058230""",216,4281,4013
"""03058231""",217,4282,4014
"""03058232""",218,4283,4015
"""03058233""",219,4284,4016
"""03058234""",220,4285,4017
"""03058235""",221,4286,4018
"""03058236""",222,4287,4019
"""03058237""",223,4288,4020
"""03058238""",224,4289,4021
"""03058239""",225,4290,4022
"""03058240""",226,4291,4023
"""03058241""",227,4292,4024
"""03058242""",228,4293,4025
"""03058243""",229,4294,4026
"""03058244""",230,4295,4027
"""03058245""",231,4296,4028
"""03058246""",232,4297,4029
"""03023077""",W655A,4298,4030
"""03022035""",KWPHR1,3301,4031
"""04067159""",KWPHR2,3404,4032
"""04023053""",CDY,3289,4033
"""04023054""",CHR,3290,4034
"""04023055""",CMT,3291,4035
"""03007030""",6W55W,4299,4036
"""03007031""",6W56W,4300,4037
"""03034001""",W34A,4301,4038
"""03034002""",W34B,4302,4039
"""03034003""",W34C,4303,4040
"""03034004""",W34KW,4304,4041
"""03034005""",W34VAR,4305,4042
"""03034006""",W34PF,4306,4043
"""03034007""",W35A,4307,4044
"""03034008""",W35B,4308,4045
"""03034009""",W35C,4309,4046
"""03034010""",W35KW,4310,4047
"""03034011""",W35VAR,4311,4048
"""03034012""",W35PF,4312,4049
"""03034013""",1A,3278,4050
"""03034014""",1B,3279,4051
"""03034015""",1C,3280,4052
"""03034016""",1KW,3413,4053
"""03034017""",1KVAR,4313,4054
"""03034018""",1PF,3350,4055
"""03034019""",2A,3281,4056
"""03034020""",2B,3282,4057
"""03034021""",2C,3283,4058
"""03034022""",2KW,3299,4059
"""03034023""",2KVAR,4314,4060
"""03034024""",2PF,3268,4061
"""03034025""",HSAV,4315,4062
"""03034026""",HSBV,4316,4063
"""03034027""",HSCV,4317,4064
"""03034028""",RAKV,4318,4065
"""03034029""",RBKV,4319,4066
"""03034030""",RCKV,4320,4067
"""03034031""",RAV,3479,4068
"""03034032""",RBV,3430,4069
"""03034033""",RCV,3480,4070
"""03034034""",RATAP,3315,4071
"""03034035""",RBTAP,3540,4072
"""03034036""",RCTAP,3629,4073
"""03034037""",DCV,3277,4074
"""03050001""",W36A,4321,4075
"""03050002""",W36B,4322,4076
"""03050003""",W36C,4323,4077
"""03050004""",W36KW,4324,4078
"""03050005""",W36VAR,4325,4079
"""03050006""",W36PF,4326,4080
"""03050007""",W37A,4327,4081
"""03050008""",W37B,4328,4082
"""03050009""",W37C,4329,4083
"""03050010""",W37KW,4330,4084
"""03050011""",W37VAR,4331,4085
"""03050012""",W37PF,4332,4086
"""03050013""",1A,3278,4087
"""03050014""",1B,3279,4088
"""03050015""",1C,3280,4089
"""03050016""",1KW,3413,4090
"""03050017""",1KVAR,4313,4091
"""03050018""",1PF,3350,4092
"""03050019""",2A,3281,4093
"""03050020""",2B,3282,4094
"""03050021""",2C,3283,4095
"""03050022""",2KW,3299,4096
"""03050023""",2KVAR,4314,4097
"""03050024""",2PF,3268,4098
"""03050025""",3A,3284,4099
"""03050026""",3B,3285,4100
"""03050027""",3C,3286,4101
"""03050028""",3KW,3526,4102
"""03050029""",3KVAR,4333,4103
"""03050030""",3PF,3406,4104
"""03050031""",HSAV,4315,4105
"""03050032""",HSBV,4316,4106
"""03050033""",HSCV,4317,4107
"""03050034""",RAKV,4318,4108
"""03050035""",RBKV,4319,4109
"""03050036""",RCKV,4320,4110
"""03050037""",RAV,3479,4111
"""03050038""",RBV,3430,4112
"""03050039""",RCV,3480,4113
"""03050040""",RATAP,3315,4114
"""03050041""",RBTAP,3540,4115
"""03050042""",RCTAP,3629,4116
"""03050043""",DCV,3277,4117
"""04050001""",WT,3334,4118
"""04050002""",KVAT,3517,4119
"""04034001""",KVAT,3517,4120
"""04034002""",WT,3334,4121
"""03054001""",RAV,3479,4122
"""03054002""",RBV,3430,4123
"""03054003""",RCV,3480,4124
"""03054004""",TXA,3394,4125
"""03054005""",TXB,3393,4126
"""03054006""",TXC,3477,4127
"""03054007""",W,3335,4128
"""03054008""",PFM,3351,4129
"""03054009""",FREQ,3349,4130
"""03054010""",KVA,3405,4131
"""03054011""",MV,3463,4132
"""03054012""",MV-,3478,4133
"""03054013""",KWPHR,3777,4134
"""03054014""",002A,4334,4135
"""03054015""",002B,4335,4136
"""03054016""",002C,4336,4137
"""03054017""",DCV,3277,4138
"""03054018""",TXHTSP,4337,4139
"""03054019""",TXOLVL,4338,4140
"""03054020""",TXTEMP,3909,4141
"""03054021""",TCTEMP,3998,4142
"""03054022""",TXABT,3910,4143
"""03054023""",LTC,3358,4144
"""04034003""",W34KVA,4339,4145
"""04034004""",W35KVA,4340,4146
"""04050003""",W36KVA,4341,4147
"""04050004""",W37KVA,4342,4148
"""04065030""",WBUSWT,4343,4149
"""04065031""",EBUSWT,4344,4150
"""03021036""",KWPHR1,3301,4151
"""03035038""",KWPHR1,3301,4152
"""03060036""",KWPHR,3777,4153
"""03017060""",KWPHR1,3301,4154
"""03017061""",KWPHR2,3404,4155
"""03025037""",KWPHR,3777,4156
"""03010036""",KWPHR1,3301,4157
"""03009038""",KWPHR1,3301,4158
"""03008030""",KWPHR,3777,4159
"""03074037""",KWPHR1,3301,4160
"""03042034""",KWPHR1,3301,4161
"""03049052""",KWPHR1,3301,4162
"""03049053""",KWPHR2,3404,4163
"""03040033""",KWPHR1,3301,4164
"""03031068""",KWPHR1,3301,4165
"""03031069""",KWPHR2,3404,4166
"""03056031""",KWPHR1,3301,4167
"""03043036""",KWPHR1,3301,4168
"""03020036""",KWPHR1,3301,4169
"""03070029""",DCV,3277,4170
"""04027030""",HRTB11,4345,4171
"""04027031""",RC,3253,4172
"""04047002""",RC,3253,4173
"""04047003""",HRTB10,4346,4174
"""04053114""",DSINS,4347,4175
"""04053115""",DEFIN1,4348,4176
"""04053116""",DEFIN2,4349,4177
"""04053117""",DGENWT,4350,4178
"""04053118""",FGENWT,4351,4179
"""04053119""",PGENWT,4352,4180
"""04053120""",INSFPL,4353,4181
"""04053121""",FPLIN1,4354,4182
"""04053122""",FPLIN2,4355,4183
"""04053123""",SYSW10,4356,4184
"""04053124""",SYSW11,4357,4185
"""03049054""",TC2TMP,3434,4186
"""03049055""",TX2ABT,3304,4187
"""03049056""",T2HST2,3303,4188
"""03049057""",T2HST3,3505,4189
"""04014055""",P1CAL,3943,4190
"""04054003""",PMT,3296,4191
"""03016063""",LTC1,3287,4192
"""03016064""",RAV1,3270,4193
"""03016065""",RBV1,3271,4194
"""03016066""",RCV1,3272,4195
"""03016067""",TX1A,3263,4196
"""03032034""",RAV2,3323,4197
"""03032035""",RBV2,3300,4198
"""03032036""",RCV2,3320,4199
"""03032037""",TX2A,3324,4200
