Key,name,pDeviceInstance,record
"""04067120""",C39TIM,3923,2601
"""04067121""",C39TRI,3924,2602
"""03011045""",3PF,3406,2603
"""03011046""",TX2W,3327,2604
"""03028026""",1001C,3925,2605
"""03004027""",MV,3463,2606
"""04065028""",CALIT,3409,2607
"""04067122""",SEMCHR,3926,2608
"""04067123""",SEMPHR,3927,2609
"""04067124""",SEMCDY,3928,2610
"""04067125""",SEMPDY,3929,2611
"""04067126""",SEMCMT,3930,2612
"""04067127""",SEMPMT,3931,2613
"""03070013""",TX2B,3325,2614
"""04017037""",KV1AVG,3254,2615
"""03058068""",94,3932,2616
"""03058069""",103,3933,2617
"""03004028""",1A,3278,2618
"""04023037""",MUL1,3568,2619
"""03058070""",95,3934,2620
"""03023065""",RBV1,3271,2621
"""04017038""",KV2AVG,3605,2622
"""04024001""",SOEPT,3269,2623
"""03002008""",T2HST2,3303,2624
"""03014075""",T3HST1,3935,2625
"""03003015""",2B,3282,2626
"""03024005""",W,3335,2627
"""03072026""",KWPHR1,3301,2628
"""04036020""",PDY1,3467,2629
"""03041033""",MV1-,3276,2630
"""03046025""",FREQ,3349,2631
"""03058071""",122,3936,2632
"""03028027""",KVAM,3416,2633
"""03038056""",TX2ABT,3304,2634
"""04067128""",LCPF2,3937,2635
"""04023038""",PHR1,3494,2636
"""04016033""",CPHR,3938,2637
"""04016034""",CCHR,3939,2638
"""04037013""",PREHRT,3940,2639
"""04069012""",SOEPT,3269,2640
"""03036050""",2KW,3299,2641
"""03036051""",3KW,3526,2642
"""03036052""",4KW,3314,2643
"""03069017""",1A,3278,2644
"""03069018""",1B,3279,2645
"""03070014""",RBV2,3300,2646
"""03070015""",RCV2,3320,2647
"""03070016""",TX2A,3324,2648
"""03070017""",TX2W,3327,2649
"""03036053""",CV1,3266,2650
"""04007066""",PHRT,3336,2651
"""04036021""",PMT2,3321,2652
"""04036022""",PHR2,3588,2653
"""03041034""",MV1,3260,2654
"""03070018""",LTC2,3386,2655
"""03041035""",DCV,3277,2656
"""03041036""",1PF,3350,2657
"""03069019""",1C,3280,2658
"""03069020""",2A,3281,2659
"""03069021""",2B,3282,2660
"""03069022""",2C,3283,2661
"""03069023""",3A,3284,2662
"""03041037""",2PF,3268,2663
"""03036054""",TX2C,3326,2664
"""03028028""",MV,3463,2665
"""03069024""",3B,3285,2666
"""04046013""",SOEPT,3269,2667
"""03069025""",3C,3286,2668
"""03069026""",DCV,3277,2669
"""03014076""",T3HST2,3941,2670
"""04053101""",GENTNW,3942,2671
"""04072002""",P1CAL,3943,2672
"""04054001""",PHR,3295,2673
"""03069027""",TX1A,3263,2674
"""03069028""",TX1B,3261,2675
"""03069029""",TX1C,3262,2676
"""03069030""",TX1W,3259,2677
"""04004013""",3TOT,3313,2678
"""03069031""",4A,3316,2679
"""03069032""",4B,3317,2680
"""03069033""",4C,3318,2681
"""03069034""",5A,3308,2682
"""03069035""",5B,3309,2683
"""03007022""",6W56MV,3944,2684
"""03007023""",6W56A,3945,2685
"""03007024""",6W56B,3946,2686
"""03007025""",6W56C,3947,2687
"""03038057""",TX1A,3263,2688
"""04036023""",5TOT,3408,2689
"""04036024""",CMT1,3487,2690
"""04036025""",CALI2,3311,2691
"""04036026""",CHR1,3385,2692
"""04036027""",CALI1,3345,2693
"""04036028""",CDY2,3382,2694
"""04036029""",CDY1,3381,2695
"""04036030""",CHR2,3581,2696
"""04068003""",WHSTDS,3948,2697
"""03069036""",5C,3310,2698
"""03069037""",6A,3583,2699
"""03069038""",6B,3602,2700
"""03069039""",6C,3510,2701
"""04039005""",P1CAL,3943,2702
"""04054002""",PDY,3293,2703
"""04029018""",P1CAL,3943,2704
"""03069040""",TX2A,3324,2705
"""03069041""",TX2B,3325,2706
"""03069042""",TX2C,3326,2707
"""03069043""",TX2W,3327,2708
"""04038030""",3TOT,3313,2709
"""03069044""",P1,3258,2710
"""03069045""",P2,3255,2711
"""04038031""",4TOT,3256,2712
"""03035003""",RAV1,3270,2713
"""03035004""",RBV1,3271,2714
"""03035005""",RCV1,3272,2715
"""04067129""",POLERR,3400,2716
"""03064007""",P1,3258,2717
"""03064008""",RAV1,3270,2718
"""03064009""",RBV1,3271,2719
"""04053102""",FPLAVG,3949,2720
"""04038032""",SOEPT,3269,2721
"""03064010""",RCV1,3272,2722
"""03064011""",TX1W,3259,2723
"""03064012""",TX1A,3263,2724
"""03064013""",TX1B,3261,2725
"""03064014""",TX1C,3262,2726
"""03035006""",TX1A,3263,2727
"""03035007""",TX1B,3261,2728
"""03035008""",TX1C,3262,2729
"""03035009""",TX1W,3259,2730
"""03035010""",PF1M,3273,2731
"""03035011""",TX1FRQ,3274,2732
"""03035012""",KVA1M,3275,2733
"""03035013""",MV1,3260,2734
"""03035014""",MV1-,3276,2735
"""03035015""",TXTMP,3748,2736
"""03035016""",TXABT,3910,2737
"""03035017""",LTC1,3287,2738
"""03036055""",5KW,3609,2739
"""03036056""",6KW,3710,2740
"""03036057""",1PF,3350,2741
"""03035018""",1A,3278,2742
"""04064008""",PMT,3296,2743
"""03035019""",1B,3279,2744
"""03035020""",1C,3280,2745
"""03035021""",2A,3281,2746
"""03035022""",2B,3282,2747
"""03035023""",2C,3283,2748
"""03035024""",3A,3284,2749
"""03035025""",3B,3285,2750
"""03035026""",3C,3286,2751
"""03035027""",4A,3316,2752
"""03035028""",4B,3317,2753
"""03035029""",4C,3318,2754
"""03035030""",DCV,3277,2755
"""03038058""",KVA1M,3275,2756
"""03035031""",2KW,3299,2757
"""03035032""",3KW,3526,2758
"""03035033""",4KW,3314,2759
"""04035019""",RC,3253,2760
"""04067130""",HRTBT5,3899,2761
"""03035034""",1PF,3350,2762
"""03035035""",2PF,3268,2763
"""03035036""",3PF,3406,2764
"""03035037""",4PF,3410,2765
"""03056017""",TX1C,3262,2766
"""03056018""",TX1W,3259,2767
"""03039012""",RAV1,3270,2768
"""03039013""",RBV1,3271,2769
"""03039014""",RCV1,3272,2770
"""03039015""",TX1B,3261,2771
"""03039016""",TX1C,3262,2772
"""03039017""",TX1W,3259,2773
"""03056019""",PF1M,3273,2774
"""03056020""",TX1FRQ,3274,2775
"""03056021""",KVA1M,3275,2776
"""03056022""",MV1,3260,2777
"""03056023""",MV1-,3276,2778
"""03056024""",DCV,3277,2779
"""04056008""",1TOT,3257,2780
"""03036058""",2PF,3268,2781
"""04064009""",CMT,3291,2782
"""03064015""",LTC1,3287,2783
"""04056009""",2TOT,3312,2784
"""04056010""",3TOT,3313,2785
"""04056011""",MUL,3292,2786
"""04056012""",STAGE,3297,2787
"""04056013""",CALI,3288,2788
"""04071001""",WBRTRY,3950,2789
"""03064016""",1A,3278,2790
"""03064017""",1B,3279,2791
"""03064018""",1C,3280,2792
"""03064019""",2A,3281,2793
"""03064020""",2B,3282,2794
"""03064021""",2C,3283,2795
"""03064022""",3A,3284,2796
"""03064023""",3B,3285,2797
"""03064024""",3C,3286,2798
"""03064025""",DCV,3277,2799
"""04067131""",BCH4,3951,2800
"""04067132""",PERCT4,3952,2801
"""04067133""",TIM5,3953,2802
"""04067134""",POLER1,3954,2803
"""04056014""",CDY,3289,2804
"""04056015""",CHR,3290,2805
"""04019049""",PERCT,3432,2806
"""04067135""",TIM2,3955,2807
"""04019050""",BCH,3484,2808
"""04019051""",POLERR,3400,2809
"""04056016""",PDY,3293,2810
"""04056017""",PHR,3295,2811
"""04056018""",PMT,3296,2812
"""04056019""",SOEPT,3269,2813
"""03056025""",1KW,3413,2814
"""03056026""",2KW,3299,2815
"""03056027""",3KW,3526,2816
"""03056028""",1PF,3350,2817
"""03056029""",2PF,3268,2818
"""03056030""",3PF,3406,2819
"""04002019""",PDY1,3467,2820
"""04002020""",PDY2,3542,2821
"""03069046""",RAV1,3270,2822
"""03069047""",RBV1,3271,2823
"""03069048""",RCV1,3272,2824
"""04069013""",DY1,3956,2825
"""04069014""",PDY2,3542,2826
"""04069015""",PDYT,3348,2827
"""04069016""",PHR1,3494,2828
"""04069017""",PHR2,3588,2829
"""04069018""",PHRT,3336,2830
"""04069019""",CALI1,3345,2831
"""04069020""",CALI2,3311,2832
"""04069021""",MUL1,3568,2833
"""04069022""",MUL2,3352,2834
"""04069023""",CHR1,3385,2835
"""04069024""",CDY1,3381,2836
"""04069025""",CDY2,3382,2837
"""04069026""",CHR2,3581,2838
"""04069027""",PDY1,3467,2839
"""04069028""",CMT1,3487,2840
"""04069029""",CMT2,3473,2841
"""04069030""",PMT1,3474,2842
"""04069031""",PMT2,3321,2843
"""04002021""",PDYT,3348,2844
"""04002022""",PF1AVG,3475,2845
"""04002023""",PF2AVG,3578,2846
"""03031056""",RAV2,3323,2847
"""04069032""",KV2AVG,3605,2848
"""04069033""",PF2AVG,3578,2849
"""03069049""",G1DCV,3957,2850
"""03069050""",G2W,3958,2851
"""03069051""",G2MV,3959,2852
"""03069052""",G2PF,3960,2853
"""03069053""",G2DCV,3961,2854
"""04069034""",G1KVA,3962,2855
"""04069035""",G2KVA,3963,2856
"""04069036""",GENWT,3964,2857
"""04002024""",PHR1,3494,2858
"""04064010""",KVAAVG,3339,2859
"""04002025""",PHR2,3588,2860
"""04064011""",PFAVG,3294,2861
"""04064012""",CALI,3288,2862
"""04064013""",CHR,3290,2863
"""04064014""",CDY,3289,2864
"""04002026""",PHRT,3336,2865
"""04002027""",PMT1,3474,2866
"""04002028""",PMT2,3321,2867
"""04064015""",STAGE,3297,2868
"""04002029""",SOEPT,3269,2869
"""04002030""",STAGE1,3439,2870
"""03017048""",1KW,3413,2871
"""03017049""",2KW,3299,2872
"""03017050""",3KW,3526,2873
"""04002031""",STAGE2,3306,2874
"""04002032""",KV1AVG,3254,2875
"""03017051""",4KW,3314,2876
"""04065029""",WTOT,3965,2877
"""03022030""",3KW,3526,2878
"""03022031""",1PF,3350,2879
"""03022032""",2PF,3268,2880
"""03022033""",3PF,3406,2881
"""03012026""",1KW,3413,2882
"""03012027""",2KW,3299,2883
"""03012028""",3KW,3526,2884
"""03012029""",1PF,3350,2885
"""03012030""",2PF,3268,2886
"""04002033""",KV2AVG,3605,2887
"""04002034""",WT,3334,2888
"""03002009""",RAV1,3270,2889
"""03002010""",RBV1,3271,2890
"""03002011""",RCV1,3272,2891
"""03002012""",TX1A,3263,2892
"""03002013""",TX1B,3261,2893
"""03002014""",TX1C,3262,2894
"""03002015""",TX1W,3259,2895
"""03002016""",P1,3258,2896
"""03002017""",P2,3255,2897
"""03002018""",PF1M,3273,2898
"""03002019""",TX1FRQ,3274,2899
"""03002020""",KVA1M,3275,2900
"""03002021""",MV1,3260,2901
"""03002022""",MV1-,3276,2902
"""03002023""",DCV,3277,2903
"""03002024""",1A,3278,2904
"""03002025""",1B,3279,2905
"""03002026""",1C,3280,2906
"""03002027""",2A,3281,2907
"""03002028""",2B,3282,2908
"""03002029""",2C,3283,2909
"""03002030""",LTC1,3287,2910
"""03002031""",RAV2,3323,2911
"""03002032""",RBV2,3300,2912
"""03002033""",RCV2,3320,2913
"""03002034""",TX2A,3324,2914
"""03002035""",TX2B,3325,2915
"""03002036""",TX2C,3326,2916
"""03002037""",TX2W,3327,2917
"""03002038""",PF2M,3414,2918
"""03002039""",TX2FRQ,3331,2919
"""03002040""",KVA2M,3344,2920
"""03002041""",MV2,3519,2921
"""03002042""",MV2-,3521,2922
"""03002043""",3A,3284,2923
"""03002044""",3B,3285,2924
"""03002045""",3C,3286,2925
"""03002046""",4A,3316,2926
"""03002047""",4B,3317,2927
"""03002048""",4C,3318,2928
"""03002049""",LTC2,3386,2929
"""03002050""",1KW,3413,2930
"""03002051""",2KW,3299,2931
"""03002052""",3KW,3526,2932
"""03002053""",4KW,3314,2933
"""03002054""",1PF,3350,2934
"""03002055""",2PF,3268,2935
"""03002056""",3PF,3406,2936
"""03002057""",4PF,3410,2937
"""03023066""",3A,3284,2938
"""04007067""",6W56AA,3966,2939
"""03069054""",1KW,3413,2940
"""03069055""",2KW,3299,2941
"""03069056""",3KW,3526,2942
"""03069057""",4KW,3314,2943
"""03069058""",5KW,3609,2944
"""03069059""",6KW,3710,2945
"""03069060""",1PF,3350,2946
"""03069061""",2PF,3268,2947
"""03069062""",3PF,3406,2948
"""03069063""",4PF,3410,2949
"""03069064""",5PF,3492,2950
"""03069065""",6PF,3740,2951
"""03016047""",1KW,3413,2952
"""03016048""",2KW,3299,2953
"""03016049""",3KW,3526,2954
"""03016050""",4KW,3314,2955
"""03016051""",5KW,3609,2956
"""03016052""",6KW,3710,2957
"""03016053""",7KW,3513,2958
"""03016054""",8KW,3967,2959
"""03036059""",3PF,3406,2960
"""03036060""",4PF,3410,2961
"""03036061""",5PF,3492,2962
"""03036062""",6PF,3740,2963
"""03041038""",THST1,3968,2964
"""03041039""",THST2,3969,2965
"""03041040""",THST3,3970,2966
"""03041041""",TXTEMP,3909,2967
"""03019080""",1KW,3413,2968
"""03019081""",2KW,3299,2969
"""03019082""",3KW,3526,2970
"""03019083""",4KW,3314,2971
"""03019084""",5KW,3609,2972
"""03019085""",6KW,3710,2973
"""03019086""",7KW,3513,2974
"""03019087""",8KW,3967,2975
"""03019088""",9KW,3971,2976
"""03019089""",1PF,3350,2977
"""03019090""",2PF,3268,2978
"""03019091""",3PF,3406,2979
"""03019092""",4PF,3410,2980
"""03019093""",5PF,3492,2981
"""03019094""",6PF,3740,2982
"""03019095""",7PF,3525,2983
"""03019096""",8PF,3972,2984
"""03019097""",9PF,3973,2985
"""03015028""",1KW,3413,2986
"""03015029""",2KW,3299,2987
"""03015030""",3KW,3526,2988
"""03015031""",4KW,3314,2989
"""03015032""",1PF,3350,2990
"""03015033""",2PF,3268,2991
"""03015034""",3PF,3406,2992
"""03015035""",4PF,3410,2993
"""03012031""",3PF,3406,2994
"""03017052""",5KW,3609,2995
"""03017053""",6KW,3710,2996
"""03017054""",1PF,3350,2997
"""03017055""",2PF,3268,2998
"""03017056""",3PF,3406,2999
"""03017057""",4PF,3410,3000
"""03017058""",5PF,3492,3001
"""03017059""",6PF,3740,3002
"""03014077""",1KW,3413,3003
"""03014078""",2KW,3299,3004
"""03014079""",3KW,3526,3005
"""03014080""",4KW,3314,3006
"""03014081""",5KW,3609,3007
"""03014082""",6KW,3710,3008
"""03014083""",7KW,3513,3009
"""03014084""",8KW,3967,3010
"""03014085""",9KW,3971,3011
"""03014086""",1PF,3350,3012
"""03014087""",2PF,3268,3013
"""03014088""",3PF,3406,3014
"""03014089""",4PF,3410,3015
"""03014090""",5PF,3492,3016
"""03014091""",6PF,3740,3017
"""03014092""",7PF,3525,3018
"""03014093""",8PF,3972,3019
"""03014094""",9PF,3973,3020
"""03009030""",1KW,3413,3021
"""03009031""",2KW,3299,3022
"""03009032""",3KW,3526,3023
"""03009033""",4KW,3314,3024
"""03009034""",1PF,3350,3025
"""03009035""",2PF,3268,3026
"""03009036""",3PF,3406,3027
"""03009037""",4PF,3410,3028
"""03029026""",1KW,3413,3029
"""03029027""",2KW,3299,3030
"""03029028""",3KW,3526,3031
"""03029029""",1PF,3350,3032
"""03029030""",2PF,3268,3033
"""03029031""",3PF,3406,3034
"""03042027""",4KW,3314,3035
"""03042028""",5KW,3609,3036
"""03042029""",6KW,3710,3037
"""03042030""",4PF,3410,3038
"""03042031""",5PF,3492,3039
"""03042032""",6PF,3740,3040
"""03064026""",1KW,3413,3041
"""03064027""",2KW,3299,3042
"""03064028""",3KW,3526,3043
"""03064029""",1PF,3350,3044
"""03064030""",2PF,3268,3045
"""03064031""",3PF,3406,3046
"""04053103""",SINSAV,3974,3047
"""04053104""",SINSLH,3975,3048
"""04053105""",SINSCH,3976,3049
"""04053106""",SINSCD,3977,3050
"""04053107""",SINSPD,3978,3051
"""04053108""",SINSCM,3979,3052
"""04053109""",SINSPM,3980,3053
"""04043001""",1TOT,3257,3054
"""04043002""",2TOT,3312,3055
"""04043003""",4TOT,3256,3056
"""04043004""",CALI,3288,3057
"""04043005""",CDY,3289,3058
"""04043006""",CHR,3290,3059
"""04043007""",CMT,3291,3060
"""04043008""",MUL,3292,3061
"""04043009""",PDY,3293,3062
"""04043010""",PFAVG,3294,3063
"""04043011""",PHR,3295,3064
"""04043012""",PMT,3296,3065
"""04043013""",SOEPT,3269,3066
"""04043014""",STAGE,3297,3067
"""04043015""",KVAAVG,3339,3068
"""03006034""",2KW,3299,3069
"""03006035""",3KW,3526,3070
"""03006036""",4KW,3314,3071
"""03006037""",5KW,3609,3072
"""03006038""",2PF,3268,3073
"""03006039""",3PF,3406,3074
"""03006040""",4PF,3410,3075
"""03006041""",5PF,3492,3076
"""03032005""",RAV1,3270,3077
"""03032006""",RBV1,3271,3078
"""03032007""",TX1A,3263,3079
"""03032008""",TX1C,3262,3080
"""03032009""",PF1M,3273,3081
"""03032010""",KVA1M,3275,3082
"""03032011""",MV1,3260,3083
"""03032012""",MV1-,3276,3084
"""04051015""",CHRKW,3981,3085
"""03032013""",2A,3281,3086
"""03032014""",2B,3282,3087
"""03032015""",3A,3284,3088
"""03032016""",3C,3286,3089
"""03032017""",4A,3316,3090
"""03032018""",4B,3317,3091
"""03032019""",LTC1,3287,3092
"""03032020""",3KW,3526,3093
"""03032021""",4KW,3314,3094
"""03032022""",2PF,3268,3095
"""03032023""",4PF,3410,3096
"""03049009""",LTC2,3386,3097
"""03049010""",T2HST1,3768,3098
"""03049011""",TX2TMP,3460,3099
"""03038059""",T2HST3,3505,3100
"""04031020""",WT,3334,3101
"""04070004""",WT,3334,3102
"""04039006""",SOEPT,3269,3103
"""03039018""",T,3329,3104
"""04032010""",2TOT,3312,3105
"""04032011""",PHR,3295,3106
"""04004014""",KVAAVG,3339,3107
"""04032012""",3TOT,3313,3108
"""03039019""",WNDSPD,3252,3109
"""04032013""",PMT,3296,3110
"""03032024""",P1,3258,3111
"""03040031""",TX1TMP,3298,3112
"""03040032""",TX1ABT,3628,3113
"""03072027""",LTC,3358,3114
"""03072028""",DCV,3277,3115
"""03072029""",1KW,3413,3116
"""03072030""",2KW,3299,3117
"""03072031""",3KW,3526,3118
"""03072032""",4KW,3314,3119
"""03072033""",1PF,3350,3120
"""03072034""",2PF,3268,3121
"""03072035""",3PF,3406,3122
"""03072036""",4PF,3410,3123
"""04072003""",1TOT,3257,3124
"""04072004""",2TOT,3312,3125
"""04072005""",3TOT,3313,3126
"""04072006""",4TOT,3256,3127
"""04072007""",CALI,3288,3128
"""04072008""",CDY,3289,3129
"""04072009""",CHR,3290,3130
"""04072010""",CMT,3291,3131
"""04072011""",MUL,3292,3132
"""04072012""",PDY,3293,3133
"""04072013""",PFAVG,3294,3134
"""04072014""",PHR,3295,3135
"""04072015""",PMT,3296,3136
"""04072016""",STAGE,3297,3137
"""04072017""",KVAAVG,3339,3138
"""04073005""",4TOT,3256,3139
"""04073006""",CALI,3288,3140
"""04073007""",CDY,3289,3141
"""04073008""",CHR,3290,3142
"""04073009""",CMT,3291,3143
"""04073010""",MUL,3292,3144
"""04073011""",PDY,3293,3145
"""04073012""",PFAVG,3294,3146
"""04073013""",PHR,3295,3147
"""04073014""",PMT,3296,3148
"""04073015""",STAGE,3297,3149
"""04073016""",KVAAVG,3339,3150
"""03073013""",P1,3258,3151
"""03073014""",TX1A,3263,3152
"""03073015""",TX1B,3261,3153
"""03073016""",TX1C,3262,3154
"""03073017""",TX1FRQ,3274,3155
"""03073018""",MV1-,3276,3156
"""03073019""",4A,3316,3157
"""03073020""",4B,3317,3158
"""03073021""",4C,3318,3159
"""03073022""",LTC1,3287,3160
"""04071002""",AVCINT,3982,3161
"""03073023""",1KW,3413,3162
"""03073024""",2KW,3299,3163
"""03073025""",3KW,3526,3164
"""03073026""",4KW,3314,3165
"""03073027""",1PF,3350,3166
"""03073028""",2PF,3268,3167
"""03073029""",3PF,3406,3168
"""03073030""",4PF,3410,3169
"""03074009""",TX1A,3263,3170
"""03074010""",TX1B,3261,3171
"""03074011""",TX1C,3262,3172
"""03074012""",TX1W,3259,3173
"""03074013""",PF1M,3273,3174
"""03074014""",TX1FRQ,3274,3175
"""03074015""",KVA1M,3275,3176
"""03074016""",MV1,3260,3177
"""03074017""",MV1-,3276,3178
"""03074018""",DCV,3277,3179
"""03074019""",1A,3278,3180
"""03074020""",1B,3279,3181
"""03074021""",1C,3280,3182
"""03074022""",2A,3281,3183
"""03074023""",2B,3282,3184
"""03074024""",2C,3283,3185
"""03074025""",3A,3284,3186
"""03074026""",3B,3285,3187
"""03074027""",3C,3286,3188
"""03074028""",RAV1,3270,3189
"""03074029""",RBV1,3271,3190
"""03074030""",RCV1,3272,3191
"""03074031""",1KW,3413,3192
"""03074032""",2KW,3299,3193
"""03074033""",3KW,3526,3194
"""03074034""",1PF,3350,3195
"""03074035""",2PF,3268,3196
"""03074036""",3PF,3406,3197
"""04074008""",1TOT,3257,3198
"""04074009""",2TOT,3312,3199
"""04074010""",3TOT,3313,3200
"""04074011""",CALI,3288,3201
"""04074012""",CDY,3289,3202
"""04074013""",CHR,3290,3203
"""04074014""",CMT,3291,3204
"""03039020""",TX1FRQ,3274,3205
"""04074015""",MUL,3292,3206
"""03073031""",1A,3278,3207
"""03073032""",1B,3279,3208
"""03073033""",1C,3280,3209
"""03073034""",2A,3281,3210
"""03073035""",2B,3282,3211
"""03073036""",2C,3283,3212
"""03073037""",3A,3284,3213
"""03073038""",3B,3285,3214
"""03073039""",3C,3286,3215
"""03073040""",G7W,3983,3216
"""03073041""",G7MV,3984,3217
"""03073042""",G7PFM,3985,3218
"""03073043""",G8W,3986,3219
"""03073044""",G8MV,3987,3220
"""03073045""",G8PFM,3988,3221
"""03073046""",G9W,3989,3222
"""03073047""",G9MV,3990,3223
"""03073048""",G9PFM,3991,3224
"""03047004""",RBV,3430,3225
"""04061002""",PDY,3293,3226
"""04061003""",PFAVG,3294,3227
"""04061004""",PHR,3295,3228
"""03061003""",P2,3255,3229
"""03058072""",106,3992,3230
"""04007068""",TX2-3W,3993,3231
"""03019098""",TC1TMP,3527,3232
"""03007026""",6W55A,3994,3233
"""03007027""",6W55B,3995,3234
"""03007028""",6W55C,3996,3235
"""03004029""",KWPHR,3777,3236
"""03023067""",KWPHR1,3301,3237
"""03023068""",KWPHR2,3404,3238
"""04023039""",PMT,3296,3239
"""03007029""",LTC3,3838,3240
"""04061005""",PMT,3296,3241
"""04061006""",SOEPT,3269,3242
"""04061007""",STAGE,3297,3243
"""04061008""",KVAAVG,3339,3244
"""03061004""",AV1,3264,3245
"""03061005""",BV1,3265,3246
"""03061006""",CV1,3266,3247
"""03061007""",TX1A,3263,3248
"""03061008""",TX1B,3261,3249
"""03061009""",TXC1,3997,3250
"""03061010""",TX1W,3259,3251
"""03041042""",TCTEMP,3998,3252
"""03061011""",PF1M,3273,3253
"""03061012""",TX1FRQ,3274,3254
"""03061013""",KVA1M,3275,3255
"""03061014""",MV1,3260,3256
"""03061015""",MV1-,3276,3257
"""03061016""",1A,3278,3258
"""03061017""",1B,3279,3259
"""03061018""",1C,3280,3260
"""03061019""",2A,3281,3261
"""03061020""",2B,3282,3262
"""03061021""",2C,3283,3263
"""03061022""",3A,3284,3264
"""03061023""",3B,3285,3265
"""03061024""",3C,3286,3266
"""03061025""",4A,3316,3267
"""03061026""",4B,3317,3268
"""03061027""",4C,3318,3269
"""03061028""",DCV,3277,3270
"""03061029""",RAV1,3270,3271
"""03061030""",RBV1,3271,3272
"""03061031""",RCV1,3272,3273
"""03061032""",1KW,3413,3274
"""03061033""",2KW,3299,3275
"""03061034""",3KW,3526,3276
"""03061035""",4KW,3314,3277
"""03061036""",1PF,3350,3278
"""03061037""",2PF,3268,3279
"""03061038""",3PF,3406,3280
"""03061039""",4PF,3410,3281
"""04061009""",2TOT,3312,3282
"""04061010""",3TOT,3313,3283
"""04061011""",4TOT,3256,3284
"""03070019""",RAV2,3323,3285
"""03041043""",TXABT,3910,3286
"""03070020""",TX2C,3326,3287
"""04027014""",KV1AVG,3254,3288
"""04038033""",WNDSMP,3999,3289
"""03032025""",2C,3283,3290
"""03032026""",RCV1,3272,3291
"""03032027""",TX1W,3259,3292
"""03032028""",TX1B,3261,3293
"""03032029""",TX1FRQ,3274,3294
"""03032030""",4C,3318,3295
"""03032031""",3B,3285,3296
"""03032032""",2KW,3299,3297
"""04070005""",TX2AMP,4000,3298
"""03061040""",P1,3258,3299
"""04060018""",STAGE2,3306,3300
"""03025029""",TXA,3394,3301
"""03025030""",TXB,3393,3302
"""03025031""",TXC,3477,3303
"""03025032""",FREQ,3349,3304
"""03025033""",MV-,3478,3305
"""03025034""",3PF,3406,3306
"""03025035""",4PF,3410,3307
"""04053110""",SYST,4001,3308
"""03038060""",G13W,4002,3309
"""03031057""",MV1-,3276,3310
"""03008029""",TXB,3393,3311
"""03006042""",TX1FRQ,3274,3312
"""03018005""",BV,3356,3313
"""03018006""",CV,3357,3314
"""03018007""",DCV,3277,3315
"""03026007""",DCV,3277,3316
"""03016055""",1PF,3350,3317
"""03016056""",2PF,3268,3318
"""03016057""",3PF,3406,3319
"""03016058""",4PF,3410,3320
"""03016059""",5PF,3492,3321
"""03016060""",6PF,3740,3322
"""03016061""",7PF,3525,3323
"""03016062""",8PF,3972,3324
"""03015036""",TX1FRQ,3274,3325
"""03015037""",KVA1M,3275,3326
"""03015038""",MV1-,3276,3327
"""03015039""",PF1M,3273,3328
"""03027002""",KWPHR2,3404,3329
"""04067136""",CV2,4003,3330
"""03036063""",P2,3255,3331
"""03011047""",LTC2,3386,3332
"""03011048""",T1HST1,3341,3333
"""03011049""",T1HST2,3343,3334
"""03011050""",T1HST3,3417,3335
"""03011051""",TX1TMP,3298,3336
"""03011052""",TC1TMP,3527,3337
"""03011053""",TX1ABT,3628,3338
"""03011054""",2PF,3268,3339
"""03011055""",TX1C,3262,3340
"""03033024""",3PF,3406,3341
"""03023069""",W6208W,4004,3342
"""04021005""",SOEPT,3269,3343
"""03021025""",P,3267,3344
"""03021026""",TX1W,3259,3345
"""04021006""",CDY,3289,3346
"""04021007""",CHR,3290,3347
"""04021008""",CMT,3291,3348
"""04021009""",PDY,3293,3349
"""04021010""",PHR,3295,3350
"""04021011""",PMT,3296,3351
"""03021027""",3B,3285,3352
"""03021028""",3C,3286,3353
"""03021029""",4A,3316,3354
"""03021030""",4B,3317,3355
"""03021031""",4C,3318,3356
"""03021032""",LTC1,3287,3357
"""03021033""",4KW,3314,3358
"""03021034""",4PF,3410,3359
"""04021012""",1TOT,3257,3360
"""04021013""",2TOT,3312,3361
"""04031021""",PMT1,3474,3362
"""04021014""",3TOT,3313,3363
"""03031058""",PF1M,3273,3364
"""04021015""",4TOT,3256,3365
"""03033025""",TX1A,3263,3366
"""04037014""",PREDYT,4005,3367
"""03033026""",TX1B,3261,3368
"""04007069""",BUSTOT,4006,3369
"""03033027""",P2,3255,3370
"""03031059""",P2,3255,3371
"""04033007""",PFAVG,3294,3372
"""04070006""",PMT,3296,3373
"""04070007""",PHR,3295,3374
"""04031022""",CDY2,3382,3375
"""04031023""",CHR2,3581,3376
"""04031024""",CMT2,3473,3377
"""04031025""",PDY2,3542,3378
"""04031026""",PHR2,3588,3379
"""04031027""",PMT2,3321,3380
"""03061041""",RCTAP1,3330,3381
"""03061042""",RATAP1,3741,3382
"""04027015""",STAGE1,3439,3383
"""04027016""",STAGE2,3306,3384
"""04027017""",WT,3334,3385
"""03027003""",P1,3258,3386
"""03027004""",P2,3255,3387
"""03027005""",RAV1,3270,3388
"""03027006""",RBV1,3271,3389
"""03027007""",RCV1,3272,3390
"""03027008""",TX1A,3263,3391
"""03027009""",TX1B,3261,3392
"""03027010""",TX1C,3262,3393
"""03027011""",TX1W,3259,3394
"""03027012""",PF1M,3273,3395
"""03027013""",TX1FRQ,3274,3396
"""03027014""",KVA1M,3275,3397
"""03027015""",MV1,3260,3398
