Name  ,Desc  ,Zones  ,PType  ,DevClass  ,PreSuffx  ,Telem_CL  ,Telem_RTU  ,Telem_A  ,Telem_B  ,Telem_C  ,Open_CL  ,Open_RTU  ,Open_A  ,Open_B  ,Open_C  ,Open_D  ,Close_CL  ,Close_RTU  ,Close_A  ,Close_B  ,Close_C  ,Close_D  ,StatFmt  ,CntlInt  ,DevTO  ,Sev_State0  ,Sev_State1  ,Sev_State2  ,Sev_State3  ,Vcode_State0  ,Vcode_State1  ,Vcode_State2  ,Vcode_State3  ,Normal_State  ,Dual_Normal  ,Alarm_Task  ,Annc_Delay  ,Alarm_Fmt  ,Meter_PT  
"KH,21CP12  ",TX1 2505-1 2100 CPORT12  ,1  ,22  ,2  ,26  ,1  ,9  ,4  ,0  ,9  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,21CP13  ",TX2 2505-2 2100 CPORT13  ,1  ,22  ,2  ,26  ,1  ,9  ,4  ,0  ,10  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,21CP14  ",2505-3 YB 2100 CPORT14  ,1  ,22  ,2  ,26  ,1  ,9  ,4  ,0  ,11  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"LY,DRD     ",DIFF RELAY DISABLE  ,7  ,22  ,2  ,5  ,7  ,47  ,1  ,0  ,14  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"LA,DRD     ",DIFF RELAY DISABLE  ,4  ,22  ,2  ,5  ,4  ,33  ,1  ,0  ,14  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,21CP15  ",2505-4 MAS/BC CPORT15  ,1  ,22  ,2  ,26  ,1  ,9  ,4  ,0  ,12  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,LRS     ",KH LOC/REM SW  ,1  ,27  ,2  ,13  ,1  ,9  ,5  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,2100SC  ",CEC 2100 SELF CHECK  ,1  ,22  ,2  ,26  ,1  ,9  ,5  ,0  ,1  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,86T1    ",KH TX1 DIFF LOCKOUT  ,1  ,34  ,2  ,14  ,1  ,9  ,5  ,0  ,2  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,131  ,  
"KH,86B1    ",SECI TX1 H/S BUS LOCKOUT  ,1  ,34  ,2  ,14  ,1  ,9  ,5  ,0  ,3  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,131  ,  
"KH,86LB1   ",SECI TX1 L/S BUS LOCKOUT  ,1  ,34  ,2  ,14  ,1  ,9  ,5  ,0  ,4  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,131  ,  
"KH,86T2    ",KH TX2 DIFF LOCKOUT  ,1  ,34  ,2  ,14  ,1  ,9  ,5  ,0  ,5  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,131  ,  
"KH,86B2    ",SECI TX2 H/S BUS LOCKOUT  ,1  ,34  ,2  ,14  ,1  ,9  ,5  ,0  ,6  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,131  ,  
"KH,86LB2   ",SECI TX2 L/S BUS LOCKOUT  ,1  ,34  ,2  ,14  ,1  ,9  ,5  ,0  ,7  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,131  ,  
"KH,86TT2   ",SECI XFER TRIP FROM RV  ,1  ,34  ,2  ,14  ,1  ,9  ,5  ,0  ,8  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,131  ,  
"KH,MET1SC  ",TX1 735 METER SELF CHECK  ,1  ,22  ,2  ,26  ,1  ,9  ,5  ,0  ,9  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,MET2SC  ",TX2 735 METER SELF CHECK  ,1  ,22  ,2  ,26  ,1  ,9  ,5  ,0  ,10  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,2407SC  ",CLOCK SELF CHECK  ,1  ,22  ,2  ,26  ,1  ,9  ,5  ,0  ,11  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,25YBSC  ",YARD BOX 2505-3 SELF CK  ,1  ,22  ,2  ,26  ,1  ,9  ,5  ,0  ,12  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,25HSC   ",2505-4 MAS/BC SELF CHECK  ,1  ,22  ,2  ,26  ,1  ,9  ,5  ,0  ,13  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,K8010   ",SECI 230 NORTH BKR  ,1  ,19  ,1  ,1  ,1  ,9  ,6  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,10  ,3  ,4  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,  
"KH,8010LR  ",SECI K8010 LOC/REMOTE SW  ,1  ,22  ,2  ,13  ,1  ,9  ,6  ,0  ,1  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,K8010R  ",SECI K8010 RECL  ,1  ,17  ,2  ,4  ,1  ,9  ,6  ,0  ,2  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,8010AL  ",SECI K8010 SUMMARY  ,1  ,22  ,2  ,26  ,1  ,9  ,6  ,0  ,3  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,8010PF  ",SECI K8010 POWER FAIL  ,1  ,22  ,2  ,26  ,1  ,9  ,6  ,0  ,4  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,K8020   ",SECI 230 MID BKR  ,1  ,19  ,1  ,1  ,1  ,9  ,6  ,0  ,5  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,10  ,3  ,4  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,  
"KH,8020LR  ",SECI K8020 LOC/REMOTE SW  ,1  ,22  ,2  ,13  ,1  ,9  ,6  ,0  ,6  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,K8020R  ",SECI K8020 RECL  ,1  ,17  ,2  ,4  ,1  ,9  ,6  ,0  ,7  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,8020AL  ",SECI K8020 SUMMARY  ,1  ,22  ,2  ,26  ,1  ,9  ,6  ,0  ,8  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,8020PF  ",SECI K8020 POWER FAIL  ,1  ,22  ,2  ,26  ,1  ,9  ,6  ,0  ,9  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,35CP1   ",BKR 1 3530 CPORT  ,1  ,22  ,2  ,26  ,1  ,9  ,7  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"FW,DRD     ",DIFF RELAY DISABLE  ,5  ,22  ,2  ,5  ,5  ,21  ,2  ,0  ,3  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"LA,1BF     ",LA 1 BKR FAIL  ,4  ,19  ,2  ,19  ,4  ,33  ,5  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"LY,5UF     ",LY BKR 5 UNDER FREQ TRIP  ,7  ,19  ,1  ,1  ,7  ,47  ,3  ,0  ,5  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,10  ,3  ,4  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,  
"BN,3BF     ",BN BKR 3 BKR FAIL  ,3  ,19  ,2  ,19  ,3  ,47  ,5  ,0  ,10  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,35CP2   ",BKR 2 3530 CPORT  ,1  ,22  ,2  ,26  ,1  ,9  ,7  ,0  ,1  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,35CP3   ",BKR 3 3530 CPORT  ,1  ,22  ,2  ,26  ,1  ,9  ,7  ,0  ,2  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,35CP4   ",BKR 4 3530 CPORT  ,1  ,22  ,2  ,26  ,1  ,9  ,7  ,0  ,3  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,35CP6   ",A517 3530 CPORT6  ,1  ,22  ,2  ,26  ,1  ,9  ,7  ,0  ,4  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,35CP7   ",G13 2411-3 3530 CPORT7  ,1  ,22  ,2  ,26  ,1  ,9  ,7  ,0  ,5  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,35CP8   ",TIE-BKR 3530 CPORT8  ,1  ,22  ,2  ,26  ,1  ,9  ,7  ,0  ,6  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,35CP10  ",TX1 2411-1 3530 CPORT10  ,1  ,22  ,2  ,26  ,1  ,9  ,7  ,0  ,7  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,35CP11  ",TX2 2411-2 3530 CPORT11  ,1  ,22  ,2  ,26  ,1  ,9  ,7  ,0  ,8  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,4AFR    ",BKR 4 ARC FLASH NON-RECL  ,1  ,17  ,2  ,3  ,1  ,9  ,2  ,0  ,15  ,1  ,9  ,32  ,0  ,0  ,1  ,1  ,9  ,32  ,0  ,0  ,0  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,A517LR  ",BKR A517 LOCAL REMOTE SW  ,1  ,22  ,2  ,13  ,1  ,9  ,2  ,0  ,14  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,A517    ",LINE BKR A517  ,1  ,19  ,1  ,1  ,1  ,9  ,4  ,0  ,13  ,1  ,9  ,17  ,0  ,0  ,1  ,1  ,9  ,17  ,0  ,0  ,0  ,0  ,0  ,10  ,3  ,4  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,  
"KH,A517R   ",LINE BKR A517 RECL REL  ,1  ,17  ,2  ,4  ,1  ,9  ,4  ,0  ,14  ,1  ,9  ,18  ,0  ,0  ,0  ,1  ,9  ,18  ,0  ,0  ,1  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,A517GT  ",BKR A517 GND TRIP BLK  ,1  ,17  ,2  ,21  ,1  ,9  ,4  ,0  ,15  ,1  ,9  ,19  ,0  ,0  ,0  ,1  ,9  ,19  ,0  ,0  ,1  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,T1F1AC  ",TX1 STAGE1 FANS LOSS AC  ,1  ,16  ,2  ,4  ,1  ,9  ,8  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,T1F2AC  ",TX1 STAGE2 FANS LOSS AC  ,1  ,16  ,2  ,4  ,1  ,9  ,8  ,0  ,1  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,TX1NHI  ",TX1 TANK NITRO HIGH PRES  ,1  ,25  ,2  ,10  ,1  ,9  ,8  ,0  ,2  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,TX1NLO  ",TX1 TANK NITRO LOW PRES  ,1  ,25  ,2  ,9  ,1  ,9  ,8  ,0  ,3  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,T1NBLO  ",TX1 NITRO BOTTLE LOW PRS  ,1  ,25  ,2  ,9  ,1  ,9  ,8  ,0  ,4  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,9  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,TX1PR   ",TX1 TANK PRESSURE RELIEF  ,1  ,25  ,2  ,10  ,1  ,9  ,8  ,0  ,5  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,TX1SP   ",TX1 SUDDEN PRESSURE  ,1  ,25  ,2  ,10  ,1  ,9  ,8  ,0  ,6  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,TX1LO   ",TX1 TANK LOW OIL  ,1  ,25  ,2  ,9  ,1  ,9  ,8  ,0  ,7  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,9  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,TX1HI   ",TX1 TANK HIGH OIL  ,1  ,25  ,2  ,10  ,1  ,9  ,8  ,0  ,8  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,10  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,LTC1LO  ",TX1 LTC TANK LOW OIL  ,1  ,25  ,2  ,9  ,1  ,9  ,8  ,0  ,9  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,9  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,TC1PWR  ",TX1 LTC LOSS OF POWER  ,1  ,22  ,2  ,26  ,1  ,9  ,8  ,0  ,10  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,TCP1    ",LTC1 TAP CHG.OFF TAP  ,1  ,24  ,2  ,22  ,1  ,9  ,8  ,0  ,11  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,LTCMT1  ",LTC1 MOTOR HIGH TEMP  ,1  ,25  ,2  ,8  ,1  ,9  ,8  ,0  ,12  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,TC1PR   ",LTC1 PRESSURE RELIEF  ,1  ,25  ,2  ,10  ,1  ,9  ,8  ,0  ,13  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,86X1    ","LTC1 LOCKOUT, BLK'S LTC  ",1  ,34  ,2  ,21  ,1  ,9  ,8  ,0  ,14  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,131  ,  
"KH,TX2FAC  ",TX2 STAGE1&2 FAN LOSS AC  ,1  ,16  ,2  ,4  ,1  ,9  ,9  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,TX2NHI  ",TX2 TANK NITRO HIGH PRES  ,1  ,25  ,2  ,10  ,1  ,9  ,9  ,0  ,1  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,TX2NLO  ",TX2 TANK NITRO LOW PRES  ,1  ,25  ,2  ,9  ,1  ,9  ,9  ,0  ,2  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,10  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,T2NBLO  ",TX2 NITRO BOTTLE LOW PRS  ,1  ,25  ,2  ,9  ,1  ,9  ,9  ,0  ,3  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,9  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,T2PR    ",TX2 TANK PRESSURE RELIEF  ,1  ,25  ,2  ,10  ,1  ,9  ,9  ,0  ,4  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,TX2SP   ",TX2 SUDDEN PRESSURE  ,1  ,25  ,2  ,10  ,1  ,9  ,9  ,0  ,5  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,TX2LO   ",TX2 TANK LOW OIL  ,1  ,25  ,2  ,9  ,1  ,9  ,9  ,0  ,6  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,9  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,LTC2LO  ",TX2 LTC TANK LOW OIL  ,1  ,25  ,2  ,9  ,1  ,9  ,9  ,0  ,7  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,9  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,TC2PWR  ",TX2 LTC LOSS OF POWER  ,1  ,22  ,2  ,26  ,1  ,9  ,9  ,0  ,8  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,1  ,1  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,TCP2    ",LTC2 TAP CHG.OFF TAP  ,1  ,24  ,2  ,22  ,1  ,9  ,9  ,0  ,9  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,TC2PR   ",LTC2 PRESSURE RELIEF  ,1  ,25  ,2  ,10  ,1  ,9  ,9  ,0  ,10  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
"KH,T2FAN1  ",TX2 STAGE1 FANS  ,1  ,28  ,3  ,17  ,1  ,9  ,9  ,0  ,11  ,1  ,9  ,14  ,0  ,0  ,1  ,1  ,9  ,14  ,0  ,0  ,0  ,0  ,0  ,10  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"KH,T2FAN2  ",TX2 STAGE2 FANS  ,1  ,28  ,3  ,17  ,1  ,9  ,9  ,0  ,12  ,1  ,9  ,15  ,0  ,0  ,1  ,1  ,9  ,15  ,0  ,0  ,0  ,0  ,0  ,10  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"KH,T1FAN1  ",TX1 STAGE1 FANS  ,1  ,28  ,3  ,17  ,1  ,9  ,9  ,0  ,13  ,1  ,9  ,12  ,0  ,0  ,1  ,1  ,9  ,12  ,0  ,0  ,0  ,0  ,0  ,10  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"KH,T1FAN2  ",TX1 STAGE2 FANS  ,1  ,28  ,3  ,17  ,1  ,9  ,9  ,0  ,14  ,1  ,9  ,13  ,0  ,0  ,1  ,1  ,9  ,13  ,0  ,0  ,0  ,0  ,0  ,10  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,  
"KH,480G13  ",KH GEN 13 480V BKR  ,1  ,19  ,1  ,1  ,1  ,9  ,10  ,0  ,0  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1  ,0  ,10  ,3  ,4  ,0  ,0  ,0  ,4  ,0  ,0  ,0  ,0  ,  ,0  ,1  ,  
"KH,3225S   ",3225S GEN 13 LBI  ,1  ,22  ,2  ,15  ,1  ,9  ,10  ,0  ,1  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,130  ,  
"KH,G13ENG  ",GEN 13 ENG FAIL TRIP  ,1  ,22  ,2  ,26  ,1  ,9  ,10  ,0  ,2  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0  ,0  ,0  ,4  ,4  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,120  ,130  ,  
