Desc  ,Name_Analog_Source,Zones  ,Alm_preHi  ,Alm_emgHi  ,Alm_unrHi  ,Alm_preLo  ,Alm_emgLo  ,Alm_unrLo  ,EU_Hi  ,EuText  ,record,OrderNo,Type,Key,Name,Stn,AOR,pUNIT,pScale EU_Hi,AlarmGrp,RawCountFormat,"77,4","77,1","77,0","78,0","78,1","78,4","91,1","91,2","91,3","91,4","91,5",ICAddress
CURRENT DAY DEMAND  ,"HW,CDY     ",6  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3779,3779,2,"""04061015""","""CURRENT DAY DEMAND""",061,6,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
PREVIOUS DAY DEMAND  ,"SS,PDY     ",7  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3780,3780,2,"""04045017""","""PREVIOUS DAY DEMAND""",045,7,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FR TX2 REGULATOR STAGE  ,"FR,STAGE2  ",6  ,  ,  ,  ,  ,  ,  ,1.0,STAGE  ,3781,3781,2,"""04049036""","""FR TX2 REGULATOR STAGE""",049,6,11,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX2 POWER FACTOR  ,"HL,PF2     ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3782,3782,2,"""04070016""","""TX2 POWER FACTOR""",070,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CURRENT MONTH DEMAND  ,"HW,CMT     ",6  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3783,3783,2,"""04061016""","""CURRENT MONTH DEMAND""",061,6,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
PREV MONTH TOTAL  ,"SS,PMT     ",7  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3784,3784,2,"""04045018""","""PREV MONTH TOTAL""",045,7,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RD REGULATOR STAGE #1  ,"RD,STAGE1  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,STAGE  ,3785,3785,2,"""04036031""","""RD REGULATOR STAGE #1""",036,10,11,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BC 6W51 MV  ,"SECI,63      ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,103499.8,VARS  ,3786,3786,1,"""03058142""","""BC 6W51 MV""",058,10,4,103499.8,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH 1 CUR DAY DEMAND  ,"KH,CDY1    ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3787,3787,2,"""04038039""","""KH 1 CUR DAY DEMAND""",038,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH 1 CUR HR DEMAND  ,"KH,CHR1    ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3788,3788,2,"""04038040""","""KH 1 CUR HR DEMAND""",038,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH 2 CUR DAY DEMAND  ,"KH,CDY2    ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3789,3789,2,"""04038041""","""KH 2 CUR DAY DEMAND""",038,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX1 AMBIENT TEMP  ,"KH,TX1ABT  ",1  ,  ,  ,  ,  ,  ,  ,1.0,DEGREE  ,3790,3790,1,"""03038062""","""TX1 AMBIENT TEMP""",038,1,12,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
ALL DATA POLL  ,"SECI,ALLDAT  ",1  ,  ,  ,  ,  ,  ,  ,1.0,  ,3791,3791,2,"""04058014""","""ALL DATA POLL""",058,1,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR 1A AMPS  ,"SEL,1A      ",2  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,3792,3792,1,"""03044001""","""BKR 1A AMPS""",044,2,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH 2 CALI DEMAND  ,"KH,CALI2   ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3793,3793,2,"""04038042""","""KH 2 CALI DEMAND""",038,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH TX2 MULTIPLIER  ,"KH,MUL2    ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3794,3794,2,"""04038043""","""KH TX2 MULTIPLIER""",038,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH KVA TOTAL  ,"KH,KVAT    ",1  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,3795,3795,2,"""04038044""","""KH KVA TOTAL""",038,1,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH A517 WATTS  ,"KH,517KW   ",1  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3796,3796,1,"""03038063""","""KH A517 WATTS""",038,1,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BW REGULATOR STAGE  ,"BW,STAGE   ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,STAGE  ,3797,3797,2,"""04015017""","""BW REGULATOR STAGE""",015,10,11,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RD MWATTS TOT  ,"SECI,91      ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,131008.0,WATTS  ,3798,3798,1,"""03058143""","""RD MWATTS TOT""",058,10,3,131008.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH TOTAL WATTS  ,"KH,WT      ",1  ,  ,  ,  ,  ,  ,  ,1.0,WATTS  ,3799,3799,2,"""04038045""","""KH TOTAL WATTS""",038,1,3,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SECI PULSE TOTAL  ,"KH,SECIPT  ",1  ,  ,  ,  ,0  ,-20  ,-30  ,1.0,WATTS  ,3800,3800,2,"""04038046""","""SECI PULSE TOTAL""",038,1,3,1.0,1,1,999999,999996,999995,0,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
BKR A517 A AMPS BKR TRIP  ,"KH,A517A   ",1  ,500  ,550  ,600  ,-10  ,-20  ,-30  ,599.9958,AMPS  ,3801,3801,1,"""03038064""","""BKR A517 A AMPS BKR TRIP""",038,1,1,599.9958,1,1,600  ,550  ,500  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
  ,"WA,SOEPT   ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,  ,3802,3802,2,"""04004015""","""""",004,10,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DOOR SUPPRESSION POINT  ,"CEC,DOORS   ",1 2 3 4 5 6 7 8  ,1  ,  ,  ,  ,  ,  ,1.0,  ,3803,3803,2,"""04053113""","""DOOR SUPPRESSION POINT""",053,10,"""""",1.0,1,1,999999,999996,1  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
GL TX A AMP  ,"GL,TXA     ",1  ,500  ,525  ,554  ,-10  ,-20  ,-30  ,1637.6,AMPS  ,3804,3804,1,"""03046027""","""GL TX A AMP""",046,1,1,1637.6,1,1,554  ,525  ,500  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
REG A TAP CHGR POS  ,"GL,RATAP   ",1  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,3805,3805,1,"""03046028""","""REG A TAP CHGR POS""",046,1,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
TU PREV HOUR TOT  ,"LC,TUPHRT  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3806,3806,2,"""04023047""","""TU PREV HOUR TOT""",023,10,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TU PREV DAY TOT  ,"LC,TUPDYT  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3807,3807,2,"""04023048""","""TU PREV DAY TOT""",023,10,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
OP MVR LEAD  ,"SECI,90      ",1 2  ,  ,  ,  ,  ,  ,  ,1.0,VARS  ,3808,3808,1,"""03058144""","""OP MVR LEAD""",058,13,4,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
GL VARS LEAD  ,"GL,MV-     ",1  ,4000  ,5000  ,5400  ,  ,  ,  ,65504.0,VARS  ,3809,3809,1,"""03046029""","""GL VARS LEAD""",046,1,4,65504.0,1,1,5400  ,5000  ,4000  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WE TX1 MVR LEAD  ,"SECI,98      ",1 2  ,  ,  ,  ,  ,  ,  ,1.0,VARS  ,3810,3810,1,"""03058145""","""WE TX1 MVR LEAD""",058,13,4,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FDR 6 WATTS  ,"RV,6KW     ",6  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3811,3811,1,"""03031061""","""FDR 6 WATTS""",031,6,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR A517 B AMPS BKR TRIP  ,"KH,A517B   ",1  ,500  ,550  ,600  ,-10  ,-20  ,-30  ,599.9958,AMPS  ,3812,3812,1,"""03038065""","""BKR A517 B AMPS BKR TRIP""",038,1,1,599.9958,1,1,600  ,550  ,500  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
FR BRK 2 AMP TOTAL  ,"FR,2TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,3813,3813,2,"""04049037""","""FR BRK 2 AMP TOTAL""",049,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FDR 3 POWER FACTOR  ,"KH,3PF     ",1  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,3814,3814,1,"""03038066""","""FDR 3 POWER FACTOR""",038,1,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FR BRK 1 AMP TOTAL  ,"FR,1TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,3815,3815,2,"""04049038""","""FR BRK 1 AMP TOTAL""",049,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH FDR 4 WATTS  ,"KH,4KW     ",1  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3816,3816,1,"""03038067""","""KH FDR 4 WATTS""",038,1,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DI LTC2 OIL TEMP  ,"DI,TC2TMP  ",3  ,105  ,125  ,150  ,-5  ,-10  ,-300  ,1.0,DEGREE  ,3817,3817,1,"""03001075""","""DI LTC2 OIL TEMP""",001,3,12,1.0,1,1,150  ,125  ,105  ,-5,-10  ,-300  ,0.0,0.0,0.0,1.0,1.0,
FDR 4 POWER FACTOR  ,"KH,4PF     ",1  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,3818,3818,1,"""03038068""","""FDR 4 POWER FACTOR""",038,1,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH TX2 PRV HR DMND  ,"KH,PHR2    ",1  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3819,3819,2,"""04038047""","""KH TX2 PRV HR DMND""",038,1,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR A517 C AMPS BKR TRIP  ,"KH,A517C   ",1  ,500  ,550  ,600  ,-10  ,-20  ,-30  ,599.9958,AMPS  ,3820,3820,1,"""03038069""","""BKR A517 C AMPS BKR TRIP""",038,1,1,599.9958,1,1,600  ,550  ,500  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
SG GEN #11 WATTS  ,"SECI,129     ",1 2  ,  ,  ,  ,  ,  ,  ,65504.0,WATTS  ,3821,3821,1,"""03058146""","""SG GEN #11 WATTS""",058,13,3,65504.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RD TX1 B AMPS  ,"RD,TX1B    ",3  ,1188  ,1238  ,1288  ,-10  ,-20  ,-30  ,3275.2,AMPS  ,3822,3822,1,"""03036064""","""RD TX1 B AMPS""",036,3,1,3275.2,1,1,1288  ,1238  ,1188  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
REG B TAP CHGR POS  ,"GL,RBTAP   ",1  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,3823,3823,1,"""03046030""","""REG B TAP CHGR POS""",046,1,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
REG C TAP CHGR POS  ,"GL,RCTAP   ",1  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,3824,3824,1,"""03046031""","""REG C TAP CHGR POS""",046,1,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
GL DC VOLTS  ,"GL,DCV     ",1  ,136.5  ,137.5  ,140  ,128.5  ,126.5  ,-10  ,149.998,VOLTS  ,3825,3825,1,"""03046032""","""GL DC VOLTS""",046,1,5,149.998,1,1,140  ,137.5  ,136.5  ,128.5,126.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
GL TX B AMP  ,"GL,TXB     ",1  ,500  ,525  ,554  ,-10  ,-20  ,-30  ,1637.6,AMPS  ,3826,3826,1,"""03046033""","""GL TX B AMP""",046,1,1,1637.6,1,1,554  ,525  ,500  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
DB CUR DAY KWH TOT  ,"DB,CDYT    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3827,3827,2,"""04014053""","""DB CUR DAY KWH TOT""",014,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WE TX1 MVD LAG  ,"SECI,97      ",1 2  ,  ,  ,  ,  ,  ,  ,1.0,VARS  ,3828,3828,1,"""03058147""","""WE TX1 MVD LAG""",058,13,4,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BC CUR HOUR DEMAND TOT  ,"BC,PHRTOT  ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3829,3829,2,"""04007074""","""BC CUR HOUR DEMAND TOT""",007,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WE TX2 MV LAG  ,"SECI,99      ",1 2  ,  ,  ,  ,  ,  ,  ,1.0,VARS  ,3830,3830,1,"""03058148""","""WE TX2 MV LAG""",058,13,4,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DB CUR DAY KWH TOT  ,"DB,CMTT    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3831,3831,2,"""04014054""","""DB CUR DAY KWH TOT""",014,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HAILE TX2 CALC P DEMAND  ,"HL,CALI2   ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3832,3832,2,"""04070017""","""HAILE TX2 CALC P DEMAND""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HAILE TX2 MULTIPLIER  ,"HL,MUL2    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3833,3833,2,"""04070018""","""HAILE TX2 MULTIPLIER""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HAILE TX2 CUR HOUR DEMAN  ,"HL,CHR2    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3834,3834,2,"""04070019""","""HAILE TX2 CUR HOUR DEMAN""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HAILE TX2 PREV HOUR DEMA  ,"HL,PHR2    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3835,3835,2,"""04070020""","""HAILE TX2 PREV HOUR DEMA""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HAILE TX2 CUR DAY DEMAND  ,"HL,CDY2    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3836,3836,2,"""04070021""","""HAILE TX2 CUR DAY DEMAND""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HAILE TX2 PREV DAY DEMAN  ,"HL,PDY2    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3837,3837,2,"""04070022""","""HAILE TX2 PREV DAY DEMAN""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX2 CUR MONTH DEMAND  ,"HL,CMT2    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3838,3838,2,"""04070023""","""TX2 CUR MONTH DEMAND""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
HL2 TX2 PREV MONTH DEMAN  ,"HL,PMT2    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3839,3839,2,"""04070024""","""HL2 TX2 PREV MONTH DEMAN""",070,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
NR PREV HOUR TOT  ,"NR,PREHRT  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3840,3840,2,"""04051017""","""NR PREV HOUR TOT""",051,10,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
NR PREV DAY TOT  ,"NR,PREDYT  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3841,3841,2,"""04051018""","""NR PREV DAY TOT""",051,10,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CALC DEMAND  ,"MX,CALI    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3842,3842,2,"""04033008""","""CALC DEMAND""",033,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"MX,MUL     ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3843,3843,2,"""04033009""","""MULTIPLIER""",033,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CUR HR DMND  ,"MX,CHR     ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3844,3844,2,"""04033010""","""CUR HR DMND""",033,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
PRV HR DMND TX1  ,"MX,PHR     ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3845,3845,2,"""04033011""","""PRV HR DMND TX1""",033,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CUR DAY DMND  ,"MX,CDY     ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3846,3846,2,"""04033012""","""CUR DAY DMND""",033,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
PRV DAY DMND TX1  ,"MX,PDY     ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3847,3847,2,"""04033013""","""PRV DAY DMND TX1""",033,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CUR MTH DMND  ,"MX,CMT     ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3848,3848,2,"""04033014""","""CUR MTH DMND""",033,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
PRV MTH DMND  ,"MX,PMT     ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,3849,3849,2,"""04033015""","""PRV MTH DMND""",033,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MI BKR 5 WATTS  ,"MI,5KW     ",3  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3850,3850,1,"""03011063""","""MI BKR 5 WATTS""",011,3,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MX TX1 REG A TAP POS  ,"MX,RATAP1  ",3  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,3851,3851,1,"""03033029""","""MX TX1 REG A TAP POS""",033,3,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
MX BKR 3 A AMPS  ,"MX,3A      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,3852,3852,1,"""03033030""","""MX BKR 3 A AMPS""",033,3,1,600.0126,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MX BKR 2 POWER FACTOR  ,"MX,2PF     ",3  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,3853,3853,1,"""03033031""","""MX BKR 2 POWER FACTOR""",033,3,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MX BKR 3 C AMPS  ,"MX,3C      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,3854,3854,1,"""03033032""","""MX BKR 3 C AMPS""",033,3,1,600.0126,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
WIND DIRECTION  ,"RV,WNDDIR  ",6  ,  ,  ,  ,  ,  ,  ,359.9999,DEGREE  ,3855,3855,1,"""03031062""","""WIND DIRECTION""",031,6,12,359.9999,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MX BKR 3 B AMPS  ,"MX,3B      ",3  ,400  ,440  ,480  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,3856,3856,1,"""03033033""","""MX BKR 3 B AMPS""",033,3,1,600.0126,1,1,480  ,440  ,400  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MX TX1 REG B TAP POS  ,"MX,RBTAP1  ",3  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,3857,3857,1,"""03033034""","""MX TX1 REG B TAP POS""",033,3,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
MX BKR 2 WATTS  ,"MX,2KW     ",3  ,  ,  ,  ,  ,  ,  ,20470.0,WATTS  ,3858,3858,1,"""03033035""","""MX BKR 2 WATTS""",033,3,3,20470.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
GT TX1 REG A TAP POS  ,"GT,RATAP1  ",7  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9922,TAP  ,3859,3859,1,"""03043035""","""GT TX1 REG A TAP POS""",043,7,9,15.9922,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
GL PULSE ACCUMULATOR  ,"GL,P       ",1  ,  ,  ,  ,1  ,-1  ,-10  ,4.8,WATTS  ,3860,3860,1,"""03046034""","""GL PULSE ACCUMULATOR""",046,1,3,4.8,1,1,999999,999996,999995,1,-1  ,-10  ,0.0,0.0,0.0,1.0,1.0,
GL BRK 3 AMP TOTAL  ,"GL,3TOT    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,3861,3861,2,"""04046016""","""GL BRK 3 AMP TOTAL""",046,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
OPS POLE ERROR  ,"OPS,POLERR  ",8  ,  ,  ,  ,  ,  ,  ,1.0,  ,3862,3862,3,"""99063008""","""OPS POLE ERROR""",063,8,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FR GEN #10 WATTS  ,"SECI,133     ",1 2  ,  ,  ,  ,  ,  ,  ,65504.0,WATTS  ,3863,3863,1,"""03058149""","""FR GEN #10 WATTS""",058,13,3,65504.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WE LTC1 TAP POS  ,"WE,LTC1    ",4  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9666,TAP  ,3864,3864,1,"""03069066""","""WE LTC1 TAP POS""",069,4,9,15.9666,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
BW TX1 PULSE CALC  ,"BW,P1CAL   ",5  ,  ,  ,  ,1  ,-2  ,-4  ,4.8,WATTS  ,3865,3865,2,"""04015018""","""BW TX1 PULSE CALC""",015,5,3,4.8,1,1,999999,999996,999995,1,-2  ,-4  ,0.0,0.0,0.0,1.0,1.0,
BY TX1 PULSE CALC  ,"BY,P1CAL   ",5  ,  ,  ,  ,1  ,-2  ,-4  ,9.6,WATTS  ,3866,3866,2,"""04002035""","""BY TX1 PULSE CALC""",002,5,3,9.6,1,1,999999,999996,999995,1,-2  ,-4  ,0.0,0.0,0.0,1.0,1.0,
WE LTC2 TAP POS  ,"WE,LTC2    ",4  ,15  ,16  ,16.5  ,-15  ,-16  ,-16.5  ,15.9666,TAP  ,3867,3867,1,"""03069067""","""WE LTC2 TAP POS""",069,4,9,15.9666,1,1,16.5  ,16  ,15  ,-15,-16  ,-16.5  ,0.0,0.0,0.0,1.0,1.0,
BY TX2 PULSE CALC  ,"BY,P2CAL   ",5  ,  ,  ,  ,1  ,-2  ,-4  ,9.6,WATTS  ,3868,3868,2,"""04002036""","""BY TX2 PULSE CALC""",002,5,3,9.6,1,1,999999,999996,999995,1,-2  ,-4  ,0.0,0.0,0.0,1.0,1.0,
