record,OrderNo,Type,Key,Name,Stn,AOR,pState,Norm,AlarmGroup,ICAddress,pDeviceInstance,pCtrlState,pScale,Name_Status_Source  ,Desc  ,Zones  ,PreSuffx  ,Telem_A  ,Open_A  ,Open_B  ,Close_A  ,Normal_State  
6517.0,6517.0,1.0,"""01043074""","""TX 734 METER CPORT8""",043,7.0,227.0,0.0,1.0,"""""",2747.0,"""""","""""","GT,METCP   ",TX 734 METER CPORT8  ,7  ,26.0,2  ,  ,  ,  ,0.0
6518.0,6518.0,1.0,"""01056070""","""TX 734 METER CPORT8""",056,7.0,227.0,0.0,1.0,"""""",2747.0,"""""","""""","SA,METCP   ",TX 734 METER CPORT8  ,7  ,26.0,2  ,  ,  ,  ,0.0
6519.0,6519.0,1.0,"""01022097""","""TX 735 METER 2100 CP8""",022,4.0,227.0,0.0,1.0,"""""",2747.0,"""""","""""","GC,METCP   ",TX 735 METER 2100 CP8  ,4  ,26.0,3  ,  ,  ,  ,0.0
6520.0,6520.0,1.0,"""01031186""","""RV TX1 734 MET CPORT12""",031,6.0,227.0,0.0,1.0,"""""",1885.0,"""""","""""","RV,MET1CP  ",RV TX1 734 MET CPORT12  ,6  ,26.0,8  ,  ,  ,  ,0.0
6521.0,6521.0,1.0,"""01031187""","""RV TX2 734 MET CPORT13""",031,6.0,227.0,0.0,1.0,"""""",22.0,"""""","""""","RV,MET2CP  ",RV TX2 734 MET CPORT13  ,6  ,26.0,8  ,  ,  ,  ,0.0
6522.0,6522.0,1.0,"""01028125""","""TX 734 METER CPORT10""",028,6.0,227.0,0.0,1.0,"""""",2747.0,"""""","""""","GP,METCP   ",TX 734 METER CPORT10  ,6  ,26.0,2  ,  ,  ,  ,0.0
6523.0,6523.0,1.0,"""01032075""","""TX 735 METER CPORT12""",032,6.0,227.0,0.0,1.0,"""""",2747.0,"""""","""""","FL,METCP   ",TX 735 METER CPORT12  ,6  ,26.0,4  ,  ,  ,  ,0.0
6524.0,6524.0,1.0,"""01041089""","""TX 734 METER CPORT8""",041,6.0,227.0,0.0,1.0,"""""",2747.0,"""""","""""","ME,METCP   ",TX 734 METER CPORT8  ,6  ,26.0,5  ,  ,  ,  ,0.0
6525.0,6525.0,1.0,"""01038171""","""KH TX1 735 MET CPORT12""",038,1.0,227.0,0.0,1.0,"""""",1885.0,"""""","""""","KH,MET1CP  ",KH TX1 735 MET CPORT12  ,1  ,26.0,5  ,  ,  ,  ,0.0
6526.0,6526.0,1.0,"""01038172""","""KH TX2 735 MET CPORT13""",038,1.0,227.0,0.0,1.0,"""""",22.0,"""""","""""","KH,MET2CP  ",KH TX2 735 MET CPORT13  ,1  ,26.0,5  ,  ,  ,  ,0.0
6527.0,6527.0,2.0,"""01016114""","""BKR 5 ARC FLASH NON-RECL""",016,4.0,204.0,0.0,1.0,"""""",2748.0,"""""","""""","OP,5AFR    ",BKR 5 ARC FLASH NON-RECL  ,4  ,3.0,7  ,53  ,0  ,52  ,0.0
6528.0,6528.0,2.0,"""01016115""","""BKR 6 ARC FLASH NON-RECL""",016,4.0,204.0,0.0,1.0,"""""",1130.0,"""""","""""","OP,6AFR    ",BKR 6 ARC FLASH NON-RECL  ,4  ,3.0,7  ,55  ,0  ,54  ,0.0
6529.0,6529.0,2.0,"""01003092""","""BKR 2 ARC FLASH NON-RECL""",003,5.0,204.0,0.0,1.0,"""""",2685.0,"""""","""""","WS,2AFR    ",BKR 2 ARC FLASH NON-RECL  ,5  ,3.0,6  ,26  ,0  ,26  ,0.0
6530.0,6530.0,1.0,"""01017137""","""TX1 2411-11 CPORT""",017,5.0,227.0,0.0,1.0,"""""",970.0,"""""","""""","AL,24T1CP  ",TX1 2411-11 CPORT  ,5  ,26.0,6  ,  ,  ,  ,0.0
6531.0,6531.0,1.0,"""01017138""","""TX2 2411-11 CPORT""",017,5.0,227.0,0.0,1.0,"""""",483.0,"""""","""""","AL,24T2CP  ",TX2 2411-11 CPORT  ,5  ,26.0,6  ,  ,  ,  ,0.0
6532.0,6532.0,1.0,"""01038173""","""MOBILE TX GENERAL""",038,1.0,227.0,0.0,1.0,"""""",2749.0,"""""","""""","KH,MTXGA   ",MOBILE TX GENERAL  ,1  ,26.0,11  ,  ,  ,  ,0.0
6533.0,6533.0,8.0,"""12038036""","""PSEUDO SWITCH""",038,10.0,216.0,0.0,1.0,"""""",2750.0,"""""","""""","PS,KH3MC2  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
6534.0,6534.0,8.0,"""12041017""","""PSEUDO SWITCH""",041,10.0,216.0,0.0,1.0,"""""",2751.0,"""""","""""","PS,ME3MC2  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
6535.0,6535.0,1.0,"""01052020""","""S6171 SY FAIL HI MOT AMP""",052,4.0,209.0,0.0,1.0,"""""",2752.0,"""""","""""","WB,71FAIL  ",S6171 SY FAIL HI MOT AMP  ,4  ,8.0,2  ,  ,  ,  ,0.0
6536.0,6536.0,2.0,"""01017139""","""BKR 1 ARC FLASH NON-RECL""",017,5.0,204.0,0.0,1.0,"""""",2753.0,"""""","""""","AL,1AFR    ",BKR 1 ARC FLASH NON-RECL  ,5  ,3.0,6  ,55  ,0  ,54  ,0.0
6537.0,6537.0,1.0,"""01036120""","""RD S644 LRS/SYS FAIL""",036,4.0,227.0,0.0,1.0,"""""",2754.0,"""""","""""","RD,S644AL  ",RD S644 LRS/SYS FAIL  ,4  ,26.0,8  ,  ,  ,  ,0.0
6538.0,6538.0,1.0,"""01036121""","""RD S645 LRS/SYS FAIL""",036,4.0,227.0,0.0,1.0,"""""",2755.0,"""""","""""","RD,S645AL  ",RD S645 LRS/SYS FAIL  ,4  ,26.0,8  ,  ,  ,  ,0.0
6539.0,6539.0,1.0,"""01036122""","""RD MOSW S645 LOSS DC""",036,4.0,227.0,0.0,1.0,"""""",2756.0,"""""","""""","RD,S645DC  ",RD MOSW S645 LOSS DC  ,4  ,26.0,8  ,  ,  ,  ,0.0
6540.0,6540.0,1.0,"""01036123""","""RD MOSW S644 LOSS DC""",036,4.0,227.0,0.0,1.0,"""""",2757.0,"""""","""""","RD,S644DC  ",RD MOSW S644 LOSS DC  ,4  ,26.0,8  ,  ,  ,  ,0.0
6541.0,6541.0,1.0,"""01049036""","""BKR 2 351-2 SLF CHK""",049,6.0,227.0,0.0,1.0,"""""",42.0,"""""","""""","FR,351SC2  ",BKR 2 351-2 SLF CHK  ,6  ,26.0,1  ,  ,  ,  ,0.0
6542.0,6542.0,1.0,"""01049037""","""TX1 94T-1 TRIP-COIL MON""",049,6.0,227.0,0.0,1.0,"""""",2758.0,"""""","""""","FR,941TCM  ",TX1 94T-1 TRIP-COIL MON  ,6  ,26.0,1  ,  ,  ,  ,0.0
6543.0,6543.0,1.0,"""01049038""","""632S HS BYPASS""",049,6.0,216.0,0.0,1.0,"""""",2759.0,"""""","""""","FR,632S    ",632S HS BYPASS  ,6  ,15.0,1  ,  ,  ,  ,0.0
6544.0,6544.0,1.0,"""01049039""","""TX1 LBI OPEN""",049,6.0,216.0,0.0,1.0,"""""",2760.0,"""""","""""","FR,3732S   ",TX1 LBI OPEN  ,6  ,15.0,1  ,  ,  ,  ,0.0
6545.0,6545.0,2.0,"""01049040""","""FR VOLT CONTROL 1""",049,6.0,218.0,0.0,1.0,"""""",626.0,"""""","""""","FR,TX1K1   ",FR VOLT CONTROL 1  ,6  ,17.0,2  ,17  ,0  ,17  ,0.0
6546.0,6546.0,2.0,"""01049041""","""FR VOLT CONTROL 2""",049,6.0,218.0,0.0,1.0,"""""",627.0,"""""","""""","FR,TX1K2   ",FR VOLT CONTROL 2  ,6  ,17.0,2  ,18  ,0  ,18  ,0.0
6547.0,6547.0,3.0,"""41049001""","""FR LTC AUTO/MAN""",049,6.0,221.0,0.0,1.0,"""""",55.0,"""""","""""","FR,TCA     ",FR LTC AUTO/MAN  ,6  ,20.0,2  ,16  ,0  ,16  ,0.0
6548.0,6548.0,1.0,"""01049042""","""FR BKR 1 UNDER FREQ TRIP""",049,6.0,202.0,0.0,1.0,"""""",369.0,"""""","""""","FR,1UF     ",FR BKR 1 UNDER FREQ TRIP  ,6  ,1.0,2  ,  ,  ,  ,0.0
6549.0,6549.0,1.0,"""01049043""","""FR BKR 2 UNDER FREQ TRIP""",049,6.0,202.0,0.0,1.0,"""""",370.0,"""""","""""","FR,2UF     ",FR BKR 2 UNDER FREQ TRIP  ,6  ,1.0,2  ,  ,  ,  ,0.0
6550.0,6550.0,1.0,"""01049044""","""FR BKR 3 UNDER FREQ TRIP""",049,6.0,202.0,0.0,1.0,"""""",416.0,"""""","""""","FR,3UF     ",FR BKR 3 UNDER FREQ TRIP  ,6  ,1.0,2  ,  ,  ,  ,0.0
6551.0,6551.0,1.0,"""01049045""","""FR BKR 4 UNDER FREQ TRIP""",049,6.0,202.0,0.0,1.0,"""""",374.0,"""""","""""","FR,4UF     ",FR BKR 4 UNDER FREQ TRIP  ,6  ,1.0,2  ,  ,  ,  ,0.0
6552.0,6552.0,1.0,"""01049046""","""BKR 1 LOSS OF POT FOR UF""",049,6.0,227.0,0.0,1.0,"""""",79.0,"""""","""""","FR,1POT    ",BKR 1 LOSS OF POT FOR UF  ,6  ,26.0,2  ,  ,  ,  ,0.0
6553.0,6553.0,1.0,"""01049047""","""BKR 2 LOSS OF POT FOR UF""",049,6.0,227.0,0.0,1.0,"""""",251.0,"""""","""""","FR,2POT    ",BKR 2 LOSS OF POT FOR UF  ,6  ,26.0,2  ,  ,  ,  ,0.0
6554.0,6554.0,1.0,"""01049048""","""BKR 3 LOSS OF POT FOR UF""",049,6.0,227.0,0.0,1.0,"""""",81.0,"""""","""""","FR,3POT    ",BKR 3 LOSS OF POT FOR UF  ,6  ,26.0,2  ,  ,  ,  ,0.0
6555.0,6555.0,1.0,"""01049049""","""BKR 4 LOSS OF POT FOR UF""",049,6.0,227.0,0.0,1.0,"""""",403.0,"""""","""""","FR,4POT    ",BKR 4 LOSS OF POT FOR UF  ,6  ,26.0,2  ,  ,  ,  ,0.0
6556.0,6556.0,1.0,"""01049050""","""TX STAGE1 FANS LOSS AC""",049,6.0,205.0,0.0,1.0,"""""",432.0,"""""","""""","FR,TF1AC   ",TX STAGE1 FANS LOSS AC  ,6  ,4.0,3  ,  ,  ,  ,0.0
6557.0,6557.0,1.0,"""01049051""","""TX STAGE2 FANS LOSS AC""",049,6.0,205.0,0.0,1.0,"""""",255.0,"""""","""""","FR,TF2AC   ",TX STAGE2 FANS LOSS AC  ,6  ,4.0,3  ,  ,  ,  ,0.0
6558.0,6558.0,1.0,"""01049052""","""TX1 TANK NITRO HIGH PRES""",049,6.0,211.0,0.0,1.0,"""""",433.0,"""""","""""","FR,TXNHI   ",TX1 TANK NITRO HIGH PRES  ,6  ,10.0,3  ,  ,  ,  ,0.0
6559.0,6559.0,1.0,"""01049053""","""TX1 TANK NITRO LOW PRES""",049,6.0,210.0,0.0,1.0,"""""",598.0,"""""","""""","FR,TXNLO   ",TX1 TANK NITRO LOW PRES  ,6  ,9.0,3  ,  ,  ,  ,0.0
6560.0,6560.0,8.0,"""12001044""","""PSEUDO SWITCH""",001,10.0,216.0,0.0,1.0,"""""",2761.0,"""""","""""","PS,DI1URG  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
6561.0,6561.0,8.0,"""12001045""","""PSEUDO SWITCH""",001,10.0,205.0,0.0,1.0,"""""",2762.0,"""""","""""","PS,DI1R    ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,4.0,  ,  ,  ,  ,0.0
6562.0,6562.0,1.0,"""01001157""","""BKR 1 FAIL""",001,3.0,220.0,0.0,1.0,"""""",159.0,"""""","""""","DI,1BF     ",BKR 1 FAIL  ,3  ,19.0,9  ,  ,  ,  ,0.0
6563.0,6563.0,1.0,"""01049054""","""TX NITRO BOTTLE LOW PRES""",049,6.0,210.0,0.0,1.0,"""""",382.0,"""""","""""","FR,TNBLO   ",TX NITRO BOTTLE LOW PRES  ,6  ,9.0,3  ,  ,  ,  ,0.0
6564.0,6564.0,1.0,"""01049055""","""FR TX1 PRESSURE RELIEF""",049,6.0,211.0,0.0,1.0,"""""",82.0,"""""","""""","FR,TPR     ",FR TX1 PRESSURE RELIEF  ,6  ,10.0,3  ,  ,  ,  ,0.0
6565.0,6565.0,1.0,"""01049056""","""TX TANK LOW OIL""",049,6.0,210.0,0.0,1.0,"""""",633.0,"""""","""""","FR,TXLO    ",TX TANK LOW OIL  ,6  ,9.0,3  ,  ,  ,  ,0.0
6566.0,6566.0,1.0,"""01049057""","""TX COOLING CONTROL AC""",049,6.0,205.0,0.0,1.0,"""""",493.0,"""""","""""","FR,T1CPWR  ",TX COOLING CONTROL AC  ,6  ,4.0,3  ,  ,  ,  ,0.0
6567.0,6567.0,1.0,"""01049058""","""LTC TANK LOW OIL""",049,6.0,210.0,0.0,1.0,"""""",636.0,"""""","""""","FR,LTCLO   ",LTC TANK LOW OIL  ,6  ,9.0,3  ,  ,  ,  ,0.0
6568.0,6568.0,1.0,"""01049059""","""LTC LOSS OF POWER""",049,6.0,227.0,0.0,1.0,"""""",254.0,"""""","""""","FR,TCPWR   ",LTC LOSS OF POWER  ,6  ,26.0,3  ,  ,  ,  ,0.0
6569.0,6569.0,1.0,"""01049060""","""LTC TAP CHG.OFF TAP""",049,6.0,223.0,0.0,1.0,"""""",401.0,"""""","""""","FR,TCP     ",LTC TAP CHG.OFF TAP  ,6  ,22.0,3  ,  ,  ,  ,0.0
6570.0,6570.0,2.0,"""01049061""","""TX STAGE1 FANS""",049,6.0,218.0,0.0,1.0,"""""",1143.0,"""""","""""","FR,TXFAN1  ",TX STAGE1 FANS  ,6  ,17.0,3  ,12  ,0  ,12  ,0.0
6571.0,6571.0,2.0,"""01049062""","""TX STAGE2 FANS""",049,6.0,218.0,0.0,1.0,"""""",158.0,"""""","""""","FR,TXFAN2  ",TX STAGE2 FANS  ,6  ,17.0,3  ,13  ,0  ,13  ,0.0
6572.0,6572.0,1.0,"""01049063""","""FR 2411 CPORT11""",049,6.0,227.0,0.0,1.0,"""""",2248.0,"""""","""""","FR,35CP11  ",FR 2411 CPORT11  ,6  ,26.0,3  ,  ,  ,  ,0.0
6573.0,6573.0,1.0,"""01049064""","""FR 2411 CPORT28 MBIT""",049,6.0,227.0,0.0,1.0,"""""",410.0,"""""","""""","FR,35CP28  ",FR 2411 CPORT28 MBIT  ,6  ,26.0,3  ,  ,  ,  ,0.0
6574.0,6574.0,1.0,"""01049065""","""TX1 734 MTR  CPORT8""",049,6.0,227.0,0.0,1.0,"""""",2763.0,"""""","""""","FR,METCP1  ",TX1 734 MTR  CPORT8  ,6  ,26.0,3  ,  ,  ,  ,0.0
6575.0,6575.0,1.0,"""01049066""","""FR BKR 1 3530 CPORT1""",049,6.0,227.0,0.0,1.0,"""""",257.0,"""""","""""","FR,35CP1   ",FR BKR 1 3530 CPORT1  ,6  ,26.0,4  ,  ,  ,  ,0.0
6576.0,6576.0,1.0,"""01049067""","""FR BKR 2 CPORT 19 MBIT""",049,6.0,227.0,0.0,1.0,"""""",2764.0,"""""","""""","FR,35P191  ",FR BKR 2 CPORT 19 MBIT  ,6  ,26.0,4  ,  ,  ,  ,0.0
6577.0,6577.0,1.0,"""01049068""","""TX1 2505-1 CP23 MBIT""",049,6.0,227.0,0.0,1.0,"""""",2765.0,"""""","""""","FR,35P231  ",TX1 2505-1 CP23 MBIT  ,6  ,26.0,4  ,  ,  ,  ,0.0
6578.0,6578.0,5.0,"""02065032""","""FR 35CP3""",065,10.0,218.0,0.0,1.0,"""""",2766.0,"""""","""""","SPR,BADPT2  ",FR 35CP3  ,1 2 3 4 5 6 7 8  ,17.0,  ,  ,  ,  ,0.0
6579.0,6579.0,5.0,"""02065033""","""FR 35CP4""",065,10.0,218.0,0.0,1.0,"""""",2767.0,"""""","""""","SPR,BADPT3  ",FR 35CP4  ,1 2 3 4 5 6 7 8  ,17.0,  ,  ,  ,  ,0.0
6580.0,6580.0,1.0,"""01049069""","""BKR 3 CP18 MBIT 3530-2""",049,6.0,227.0,0.0,1.0,"""""",2768.0,"""""","""""","FR,35P182  ",BKR 3 CP18 MBIT 3530-2  ,6  ,26.0,4  ,  ,  ,  ,0.0
6581.0,6581.0,1.0,"""01049070""","""BKR 4 CP19 MBIT 3530-2""",049,6.0,227.0,0.0,1.0,"""""",2769.0,"""""","""""","FR,35P192  ",BKR 4 CP19 MBIT 3530-2  ,6  ,26.0,4  ,  ,  ,  ,0.0
6582.0,6582.0,1.0,"""01049071""","""TX2 2505-2 CP23 MBIT""",049,6.0,227.0,0.0,1.0,"""""",2770.0,"""""","""""","FR,35P23   ",TX2 2505-2 CP23 MBIT  ,6  ,26.0,4  ,  ,  ,  ,0.0
6583.0,6583.0,1.0,"""01049072""","""TB CP21 MBIT 3530-2""",049,6.0,227.0,0.0,1.0,"""""",2771.0,"""""","""""","FR,35P21   ",TB CP21 MBIT 3530-2  ,6  ,26.0,4  ,  ,  ,  ,0.0
6584.0,6584.0,1.0,"""01049073""","""REG A 2431 CPORT 11""",049,6.0,227.0,0.0,1.0,"""""",2772.0,"""""","""""","FR,REGACP  ",REG A 2431 CPORT 11  ,6  ,26.0,4  ,  ,  ,  ,0.0
6585.0,6585.0,1.0,"""01049074""","""REG B 2431 CPORT 12""",049,6.0,227.0,0.0,1.0,"""""",2773.0,"""""","""""","FR,REGBCP  ",REG B 2431 CPORT 12  ,6  ,26.0,4  ,  ,  ,  ,0.0
6586.0,6586.0,1.0,"""01049075""","""REG C 2431 CPORT 13""",049,6.0,227.0,0.0,1.0,"""""",2774.0,"""""","""""","FR,REGCCP  ",REG C 2431 CPORT 13  ,6  ,26.0,4  ,  ,  ,  ,0.0
6587.0,6587.0,1.0,"""01049076""","""TX2 86T LOCK-OUT RELAY""",049,6.0,215.0,0.0,1.0,"""""",195.0,"""""","""""","FR,86T2    ",TX2 86T LOCK-OUT RELAY  ,6  ,14.0,5  ,  ,  ,  ,0.0
6588.0,6588.0,1.0,"""01049077""","""TX2 387-2 DIFF SELF CHK""",049,6.0,227.0,0.0,1.0,"""""",2775.0,"""""","""""","FR,387TX2  ",TX2 387-2 DIFF SELF CHK  ,6  ,26.0,5  ,  ,  ,  ,0.0
6589.0,6589.0,1.0,"""01049078""","""TX2 501-2 SELF CHK""",049,6.0,227.0,0.0,1.0,"""""",2776.0,"""""","""""","FR,501TX2  ",TX2 501-2 SELF CHK  ,6  ,26.0,5  ,  ,  ,  ,0.0
6590.0,6590.0,1.0,"""01049079""","""TX2 734-2 MTR SELF CHK""",049,6.0,227.0,0.0,1.0,"""""",978.0,"""""","""""","FR,MET2SC  ",TX2 734-2 MTR SELF CHK  ,6  ,26.0,5  ,  ,  ,  ,0.0
6591.0,6591.0,1.0,"""01049080""","""BKR 3 351-3 SLF CHK""",049,6.0,227.0,0.0,1.0,"""""",43.0,"""""","""""","FR,351SC3  ",BKR 3 351-3 SLF CHK  ,6  ,26.0,5  ,  ,  ,  ,0.0
6592.0,6592.0,1.0,"""01049081""","""BKR 4 351-4 SLF CHK""",049,6.0,227.0,0.0,1.0,"""""",126.0,"""""","""""","FR,351SC4  ",BKR 4 351-4 SLF CHK  ,6  ,26.0,5  ,  ,  ,  ,0.0
6593.0,6593.0,1.0,"""01049082""","""TX2 86T-2 TRIP-COIL MON""",049,6.0,215.0,0.0,1.0,"""""",2777.0,"""""","""""","FR,862TCM  ",TX2 86T-2 TRIP-COIL MON  ,6  ,14.0,5  ,  ,  ,  ,0.0
6594.0,6594.0,1.0,"""01049083""","""TX2 94T-2 TRIP-COIL MON""",049,6.0,227.0,0.0,1.0,"""""",2778.0,"""""","""""","FR,942TCM  ",TX2 94T-2 TRIP-COIL MON  ,6  ,26.0,5  ,  ,  ,  ,0.0
6595.0,6595.0,2.0,"""01049084""","""FR TX2 C/S DONT P/U LOAD""",049,6.0,202.0,0.0,1.0,"""""",2779.0,"""""","""""","FR,K630    ",FR TX2 C/S DONT P/U LOAD  ,6  ,1.0,5  ,15  ,0  ,15  ,0.0
6596.0,6596.0,1.0,"""01049085""","""TX2 PRESSURE RELIEF""",049,6.0,211.0,0.0,1.0,"""""",1963.0,"""""","""""","FR,TX2PR   ",TX2 PRESSURE RELIEF  ,6  ,10.0,5  ,  ,  ,  ,0.0
6597.0,6597.0,1.0,"""01049086""","""TX2 LOW OIL""",049,6.0,210.0,0.0,1.0,"""""",183.0,"""""","""""","FR,TX2LO   ",TX2 LOW OIL  ,6  ,9.0,5  ,  ,  ,  ,0.0
6598.0,6598.0,1.0,"""01049087""","""TX2 HOT SPOT""",049,6.0,209.0,0.0,1.0,"""""",182.0,"""""","""""","FR,TX2HS   ",TX2 HOT SPOT  ,6  ,8.0,5  ,  ,  ,  ,0.0
6599.0,6599.0,1.0,"""01049088""","""2505-2 REGS YARD BOX SC""",049,6.0,227.0,0.0,1.0,"""""",1845.0,"""""","""""","FR,25RGYB  ",2505-2 REGS YARD BOX SC  ,6  ,26.0,5  ,  ,  ,  ,0.0
6600.0,6600.0,1.0,"""01049089""","""TX2 LBI OPEN""",049,6.0,216.0,0.0,1.0,"""""",2780.0,"""""","""""","FR,3740S   ",TX2 LBI OPEN  ,6  ,15.0,5  ,  ,  ,  ,0.0
6601.0,6601.0,1.0,"""01049090""","""TIE BKR SELF CHECK""",049,6.0,227.0,0.0,1.0,"""""",941.0,"""""","""""","FR,25TBSC  ",TIE BKR SELF CHECK  ,6  ,26.0,5  ,  ,  ,  ,0.0
6602.0,6602.0,2.0,"""01049091""","""REG A VOLT CONTROL K1""",049,6.0,218.0,0.0,1.0,"""""",1148.0,"""""","""""","FR,K1REGA  ",REG A VOLT CONTROL K1  ,6  ,17.0,6  ,24  ,0  ,24  ,0.0
6603.0,6603.0,2.0,"""01049092""","""REG A VOLT CONTROL K2""",049,6.0,218.0,0.0,1.0,"""""",1149.0,"""""","""""","FR,K2REGA  ",REG A VOLT CONTROL K2  ,6  ,17.0,6  ,25  ,0  ,25  ,0.0
6604.0,6604.0,1.0,"""01049093""","""REG B VR NO CONTROL K1""",049,6.0,218.0,0.0,1.0,"""""",245.0,"""""","""""","FR,K1REGB  ",REG B VR NO CONTROL K1  ,6  ,17.0,6  ,  ,  ,  ,0.0
6605.0,6605.0,1.0,"""01049094""","""REG B VR NO CONTROL K2""",049,6.0,218.0,0.0,1.0,"""""",462.0,"""""","""""","FR,K2REGB  ",REG B VR NO CONTROL K2  ,6  ,17.0,6  ,  ,  ,  ,0.0
6606.0,6606.0,1.0,"""01049095""","""REG C VR NO CONTROL K1""",049,6.0,218.0,0.0,1.0,"""""",883.0,"""""","""""","FR,K1REGC  ",REG C VR NO CONTROL K1  ,6  ,17.0,6  ,  ,  ,  ,0.0
6607.0,6607.0,1.0,"""01049096""","""REG C VR NO CONTROL K2""",049,6.0,218.0,0.0,1.0,"""""",436.0,"""""","""""","FR,K2REGC  ",REG C VR NO CONTROL K2  ,6  ,17.0,6  ,  ,  ,  ,0.0
6608.0,6608.0,1.0,"""01049097""","""REG A LOC/REM SW""",049,6.0,214.0,0.0,1.0,"""""",395.0,"""""","""""","FR,REGALR  ",REG A LOC/REM SW  ,6  ,13.0,6  ,  ,  ,  ,0.0
6609.0,6609.0,3.0,"""41049002""","""REG A AUTO/MANUAL""",049,6.0,221.0,0.0,1.0,"""""",1430.0,"""""","""""","FR,REGAA   ",REG A AUTO/MANUAL  ,6  ,20.0,6  ,27  ,0  ,27  ,0.0
6610.0,6610.0,1.0,"""01049098""","""REG B LOC/REM SW""",049,6.0,214.0,0.0,1.0,"""""",1230.0,"""""","""""","FR,REGBLR  ",REG B LOC/REM SW  ,6  ,13.0,6  ,  ,  ,  ,0.0
6611.0,6611.0,3.0,"""41049003""","""REG B AUTO/MANUAL""",049,6.0,221.0,0.0,1.0,"""""",1153.0,"""""","""""","FR,REGBA   ",REG B AUTO/MANUAL  ,6  ,20.0,6  ,29  ,0  ,29  ,0.0
6612.0,6612.0,1.0,"""01049099""","""REG C LOC/REM SW""",049,6.0,214.0,0.0,1.0,"""""",1846.0,"""""","""""","FR,REGCLR  ",REG C LOC/REM SW  ,6  ,13.0,6  ,  ,  ,  ,0.0
6613.0,6613.0,3.0,"""41049004""","""REG C AUTO/MANUAL""",049,6.0,221.0,0.0,1.0,"""""",1714.0,"""""","""""","FR,REGCA   ",REG C AUTO/MANUAL  ,6  ,20.0,6  ,31  ,0  ,31  ,0.0
6614.0,6614.0,1.0,"""01049100""","""REG A 2431-1 SLF CHK""",049,6.0,227.0,0.0,1.0,"""""",1158.0,"""""","""""","FR,2431R1  ",REG A 2431-1 SLF CHK  ,6  ,26.0,6  ,  ,  ,  ,0.0
6615.0,6615.0,1.0,"""01049101""","""REG B 2431-2 SLF CHK""",049,6.0,227.0,0.0,1.0,"""""",404.0,"""""","""""","FR,2431R2  ",REG B 2431-2 SLF CHK  ,6  ,26.0,6  ,  ,  ,  ,0.0
6616.0,6616.0,1.0,"""01049102""","""REG C 2431-3 SLF CHK""",049,6.0,227.0,0.0,1.0,"""""",32.0,"""""","""""","FR,2431R3  ",REG C 2431-3 SLF CHK  ,6  ,26.0,6  ,  ,  ,  ,0.0
6617.0,6617.0,2.0,"""01049103""","""BUS TIE BREAKER""",049,6.0,202.0,0.0,1.0,"""""",2781.0,"""""","""""","FR,W3735   ",BUS TIE BREAKER  ,6  ,1.0,6  ,20  ,0  ,20  ,0.0
6618.0,6618.0,1.0,"""01049104""","""BKR 1 FAIL""",049,6.0,220.0,0.0,1.0,"""""",159.0,"""""","""""","FR,1BF     ",BKR 1 FAIL  ,6  ,19.0,7  ,  ,  ,  ,0.0
6619.0,6619.0,1.0,"""01049105""","""BKR 2 FAIL""",049,6.0,220.0,0.0,1.0,"""""",10.0,"""""","""""","FR,2BF     ",BKR 2 FAIL  ,6  ,19.0,7  ,  ,  ,  ,0.0
6620.0,6620.0,1.0,"""01049106""","""BKR 3 FAIL""",049,6.0,220.0,0.0,1.0,"""""",160.0,"""""","""""","FR,3BF     ",BKR 3 FAIL  ,6  ,19.0,7  ,  ,  ,  ,0.0
6621.0,6621.0,1.0,"""01049107""","""BKR 4 FAIL""",049,6.0,220.0,0.0,1.0,"""""",85.0,"""""","""""","FR,4BF     ",BKR 4 FAIL  ,6  ,19.0,7  ,  ,  ,  ,0.0
6622.0,6622.0,6.0,"""41049005""","""TX1 LOAD TAP CHANGER""",049,6.0,208.0,1.0,1.0,"""""",63.0,238,25,"FR,TC      ",TX1 LOAD TAP CHANGER  ,6  ,7.0,  ,19  ,0  ,19  ,1.0
6623.0,6623.0,1.0,"""01001158""","""TIE BKR FAIL""",001,3.0,220.0,0.0,1.0,"""""",2782.0,"""""","""""","DI,3145BF  ",TIE BKR FAIL  ,3  ,19.0,9  ,  ,  ,  ,0.0
6624.0,6624.0,1.0,"""01001159""","""TIE BKR CPORT5""",001,3.0,227.0,0.0,1.0,"""""",309.0,"""""","""""","DI,32TBCP  ",TIE BKR CPORT5  ,3  ,26.0,9  ,  ,  ,  ,0.0
6625.0,6625.0,6.0,"""41049006""","""FR REG A VOLT CONTROL""",049,6.0,208.0,0.0,1.0,"""""",155.0,238,25,"FR,REGA    ",FR REG A VOLT CONTROL  ,6  ,7.0,  ,26  ,0  ,26  ,0.0
6626.0,6626.0,6.0,"""41049007""","""FR REG B VOLT CONTROL""",049,6.0,208.0,0.0,1.0,"""""",1429.0,238,25,"FR,REGB    ",FR REG B VOLT CONTROL  ,6  ,7.0,  ,28  ,0  ,28  ,0.0
