record,OrderNo,Type,Name_match,Key,Name,Stn,AOR,"77,0","77,1","77,2","77,3","77,4","78,0","78,1","78,2","78,3","78,4","91,1","91,2","91,3","91,4","91,5",pScale EU_Hi,AlarmGrp,ICAddress,pUNIT,RawCountFormat
1021,1021,1,"LY,6B      ","""03042019""","""BKR 6 B AMPS""",042,7,440  ,490  ,0,0,540  ,-10,-10  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
1022,1022,1,"WA,1PF     ","""03004021""","""WA FDR 1 POWER FACTOR""",004,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
1023,1023,2,"PP,CMT     ","""04037009""","""CURRENT MONTH DEMAND""",037,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1024,1024,2,"SB,SB115   ","""04065016""","""SB 115 KV BUS VOLTS""",065,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,5,1
1025,1025,2,"NR,CMT     ","""04051011""","""CURRENT MONTH TOT""",051,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
1026,1026,1,"RD,6B      ","""03036013""","""RD BKR 6B AMPS""",036,4,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1199.999,1,,1,1
1027,1027,1,"FA,1C      ","""03060020""","""FA 1C AMPS-BKR TRIP""",060,5,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1028,1028,2,"SS,CMT     ","""04045008""","""SS CUR MONTH DEMAND""",045,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1029,1029,1,"AL,TX2FRQ  ","""03017031""","""AL TX2 FREQUENCY METER""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,7,1
1030,1030,2,"PH,CMT     ","""04025007""","""PH CUR MONTH DEMAND""",025,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1031,1031,1,"BR,3C      ","""03029023""","""BR BRK 3 C AMPS BRK TRIP""",029,5,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0126,1,,1,1
1032,1032,1,"NR,W6151A  ","""03051009""","""W6151A PHASE AMPS""",051,1,540  ,630  ,0,0,720  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
1033,1033,1,"FA,2A      ","""03060021""","""FA 2A AMPS-BKR TRIP""",060,5,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1034,1034,1,"FA,2B      ","""03060022""","""FA 2B AMPS-BKR TRIP""",060,5,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1035,1035,1,"WA,2KW     ","""03004022""","""WA FDR 2 WATTS""",004,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
1036,1036,2,"OP,MUL     ","""04016015""","""ORANGE PARK MULTIPLIER""",016,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1037,1037,2,"RD,KV2AVG  ","""04036013""","""TX2 KVA AVERAGE""",036,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
1038,1038,1,"RD,RBTAP1  ","""03036014""","""RD TX1 REG B TAP POS""",036,4,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
1039,1039,1,"RV,1PF     ","""03031028""","""FDR 1 POWER FACTOR""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
1040,1040,1,"MI,TX2C    ","""03011025""","""MI TX2 LS C AMPS""",011,3,1450  ,1500  ,0,0,1549  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1637.6,1,,1,1
1041,1041,1,"MI,TX2B    ","""03011026""","""MI TX2 LS B AMPS""",011,3,1450  ,1500  ,0,0,1549  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1637.6,1,,1,1
1042,1042,1,"WH,3A      ","""03021019""","""WH BKR 3 A AMPS""",021,5,450  ,500  ,0,0,550  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
1043,1043,1,"MI,RAV1    ","""03011027""","""MI TX1 REG A VOLTS""",011,3,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
1044,1044,1,"MI,RBV1    ","""03011028""","""MI TX1 REG B VOLTS""",011,3,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
1045,1045,1,"MI,RCV1    ","""03011029""","""MI TX1 REG C VOLTS""",011,3,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
1046,1046,1,"AL,4A      ","""03017032""","""AL BRK 4 A AMPS BKR TRIP""",017,5,580  ,620  ,0,0,660  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
1047,1047,2,"WS,PHR     ","""04003003""","""PREVIOUS HOUR DEMAND""",003,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1048,1048,1,"WH,MV1     ","""03021020""","""WH TX1 VARS LAG""",021,5,11000  ,12000  ,0,0,21600  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,32752.0,1,,4,1
1049,1049,1,"RV,6B      ","""03031029""","""BKR 6 B AMP BKR TRIP""",031,6,452  ,502  ,0,0,552  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0001,1,,1,1
1050,1050,2,"RV,6TOT    ","""04031005""","""RV BRK 6 AMP TOTAL""",031,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
1051,1051,2,"RV,7TOT    ","""04031006""","""RV BRK 7 AMP TOTAL""",031,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
1052,1052,1,"MI,4PF     ","""03011030""","""MI BKR 4 POWER FACTOR""",011,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
1053,1053,1,"MI,5PF     ","""03011031""","""MI BKR 5 POWER FACTOR""",011,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
1054,1054,1,"MI,RAV2    ","""03011032""","""MI TX2 REG A VOLTS""",011,3,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
1055,1055,1,"MI,LTC1    ","""03011033""","""MI LTC1 TAP POS""",011,3,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
1056,1056,1,"RV,3KW     ","""03031030""","""FDR 3 WATTS""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
1057,1057,1,"RV,4KW     ","""03031031""","""FDR 4 WATTS""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
1058,1058,1,"RV,7KW     ","""03031032""","""FDR 7 WATTS""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
1059,1059,1,"RV,5KW     ","""03031033""","""FDR 5 WATTS""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
1060,1060,2,"CEC,ADD1    ","""04053015""","""ADDITIVE DEMAND""",053,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1061,1061,2,"CEC,ADD2    ","""04053016""","""ADDITIVE DEMAND""",053,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1062,1062,2,"CEC,ADDA    ","""04053017""","""ADDITIVE DEMAND""",053,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1063,1063,2,"CEC,ADDB    ","""04053018""","""ADDITIVE DEMAND""",053,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1064,1064,1,"FA,2C      ","""03060023""","""FA 2C AMPS-BKR TRIP""",060,5,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1065,1065,2,"WA,MUL6    ","""04004004""","""MULTIPLIER""",004,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1066,1066,2,"CEC,P       ","""04053019""","""SYSTEM SUPER CLUSTER""",053,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1067,1067,2,"CEC,CONST   ","""04053020""","""SYSTEM 288 CONSTANT MUL""",053,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1068,1068,1,"FA,3A      ","""03060024""","""FA 3A AMPS-BKR TRIP""",060,5,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1069,1069,1,"ME,RCV1    ","""03041010""","""ME REG C PH VOLTS""",041,1,127.5  ,129  ,0,0,150  ,120,118.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,204.7,1,,5,1
1070,1070,1,"GC,DCV     ","""03022011""","""GC DC VOLTS BRK #1""",022,4,135  ,136.5  ,0,0,140  ,128.5,126.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,149.9835,1,,5,1
1071,1071,1,"GC,1A      ","""03022012""","""GC BRK 1A AMPS BKR TRP""",022,4,380  ,430  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
1072,1072,1,"SECI,BCSBV   ","""03058038""","""BC S 230 VOLTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,4,1
1073,1073,2,"SPR,BCH3    ","""04067040""","""MODEL""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
1074,1074,1,"LY,6C      ","""03042020""","""BRK 6 C AMPS""",042,7,440  ,490  ,0,0,540  ,-10,-10  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,599.9999,1,,1,1
1075,1075,1,"DI,7C      ","""03001009""","""DR INLET 7C AMP-BKR TRIP""",001,3,440  ,460  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1076,1076,1,"GC,1KW     ","""03022013""","""GC FDR 1 WATTS""",022,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
1077,1077,1,"GC,2KW     ","""03022014""","""GC FDR 2 WATTS""",022,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
1078,1078,1,"LY,DCV     ","""03042021""","""LY DC VOLTS""",042,7,135  ,136.5  ,0,0,140  ,128.5,126.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,149.9835,1,,5,1
1079,1079,1,"LY,LTC1    ","""03042022""","""LY TX1 LTC POS IND""",042,7,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
1080,1080,2,"SPR,TIM3    ","""04067041""","""MODEL""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
1081,1081,2,"SPR,PERCT3  ","""04067042""","""MODEL""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
1082,1082,1,"NR,6151BV  ","""03051010""","""B VOLTS""",051,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,354.131,1,,5,1
1083,1083,2,"SPR,TIM1    ","""04067043""","""GL TIMEOUT ERROR""",067,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
1084,1084,2,"SPR,PERCT   ","""04067044""","""BLACK CREEK PERCENT ERRO""",067,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
1085,1085,2,"SPR,TIM4    ","""04067045""","""MODEL""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
1086,1086,2,"SPR,BCH     ","""04067046""","""BLACK CREEK PARITY ERRO""",067,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
1087,1087,2,"CEC,SYS     ","""04053021""","""SYSTEM SIMULATED HOURLY""",053,4,750000  ,760000  ,0,0,770000  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1088,1088,2,"CEC,PER     ","""04053022""","""PERIODS IN 15 MIN MULTIP""",053,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,17,1
1089,1089,2,"CEC,SYSMAX  ","""04053023""","""SYSTEM MAX DEMAND CURREN""",053,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1090,1090,2,"BW,PDY     ","""04015008""","""BW PREV DAY DEMAND""",015,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1091,1091,1,"DI,1B      ","""03001010""","""DR INLET 1B AMP-BKR TRIP""",001,3,440  ,460  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1092,1092,2,"CEC,TOTCOI  ","""04053024""","""CEC TOTAL COIN DEMAND""",053,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1093,1093,1,"KH,TC2TMP  ","""03038010""","""LTC2 OIL TEMP""",038,1,100  ,115  ,0,0,120  ,-5,-10  ,0,0,-300  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
1094,1094,1,"BR,LTC     ","""03029024""","""BR LD TAP CHGR POS""",029,5,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
1095,1095,2,"PH,PMT     ","""04025008""","""PREV MONTH TOTAL""",025,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1096,1096,2,"AS,PMT     ","""04074004""","""PREV MONTH TOTAL""",074,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1097,1097,1,"FA,3B      ","""03060025""","""FA 3B AMPS-BKR TRIP""",060,5,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1098,1098,1,"RV,TX2FRQ  ","""03031034""","""TX2 FREQUENCY METER""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,7,1
1099,1099,2,"NR,PMT     ","""04051012""","""PREV MONTH TOTAL""",051,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
1100,1100,2,"PP,PMT     ","""04037010""","""PREV MONTH TOTAL""",037,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1101,1101,2,"LY,MUL     ","""04042001""","""MULTIPLIER""",042,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1102,1102,2,"RD,4TOT    ","""04036014""","""RD BRK 4 AMP TOTAL""",036,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
1103,1103,2,"LC,TUPMT   ","""04023031""","""PREV MONTH TOTAL""",023,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1104,1104,1,"RD,TX2A    ","""03036015""","""RD TX2 LS AMPS""",036,3,544  ,594  ,0,0,644  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1637.6,1,,1,1
1105,1105,1,"HA,1PF     ","""03020007""","""HA FDR 1 POWER FACTOR""",020,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
1106,1106,1,"HL,TX1FRQ  ","""03070010""","""HL TX1 FREQUENCY""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,7,1
1107,1107,2,"CA,PMT     ","""04010010""","""PREV MONTH TOTAL""",010,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
1108,1108,1,"RV,MV2     ","""03031035""","""TX2 VARS LAG""",031,6,5000  ,6000  ,0,0,14400  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,4,1
1109,1109,1,"FA,3C      ","""03060026""","""FA 3C AMPS-BKR TRIP""",060,5,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1110,1110,1,"AL,MV1     ","""03017033""","""AL TX1 VARS LAG""",017,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,32752.0,1,,4,1
1111,1111,1,"RD,MV1     ","""03036016""","""RD TX1 VARS LAG""",036,4,11000  ,12000  ,0,0,14400  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,4,1
1112,1112,1,"LC,5B      ","""03023034""","""LC 5B AMP BKR TRP""",023,3,410  ,440  ,0,0,470  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9958,1,,1,1
1113,1113,1,"FA,4A      ","""03060027""","""FA 4A AMPS-BKR TRIP""",060,5,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1114,1114,1,"FA,4B      ","""03060028""","""FA 4B AMPS-BKR TRIP""",060,5,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1115,1115,1,"FA,4C      ","""03060029""","""FA 4C AMPS-BKR TRIP""",060,5,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1200.0,1,,1,1
1116,1116,2,"SPR,TX1TMP  ","""04067047""","""""",067,10,105  ,125  ,0,0,150  ,-5,-10  ,0,0,-300  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
