* 
	5	ANALOG	0	1	3	4	5	10	23	24	42	77,4	77,1	77,0	78,0	78,1	78,4	91,1	91,2	91,3	91,4	91,5	66
*	record	OrderNo	Type	Key	Name	Stn	AOR	pUNIT	pScale EU_Hi	AlarmGrp	77,4	77,1	77,0	78,0	78,1	78,4	NomPairInactive91,1	91,2	91,3	91,4	91,5	ICAddress
	1223	1223	1	"03006007"	"FW TX1 TANK OIL TEMP"	006	5	13	1.0	1	120  	80  	60  	-5	-10  	-300  	0.0	0.0	0.0	1.0	1.0	
	1224	1224	2	"04014009"	"DB TX1 CALC DEMAND"	014	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1225	1225	2	"04014010"	"DB TX2 CALC DEMAND"	014	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1226	1226	2	"04014011"	"DB TX3 CALC DEMAND"	014	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1227	1227	2	"04014012"	"DB TX1 CUR DAY KWH"	014	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1228	1228	1	"03006008"	"FW LTC1 OIL TEMP"	006	5	13	1.0	1	120  	115  	100  	-5	-10  	-300  	0.0	0.0	0.0	1.0	1.0	
	1229	1229	2	"04014013"	"DB TX2 CUR DAY KWH"	014	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1230	1230	2	"04046009"	"GL BRK 1 AMP TOTAL"	046	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1231	1231	2	"04014014"	"DB TX3 CUR DAY KWH"	014	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1232	1232	2	"04046010"	"GL BRK 2 AMP TOTAL"	046	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1233	1233	1	"03023038"	"TU W6208 VARS"	023	3	4	100000.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1234	1234	2	"04007037"	"BC TX1 ADD STN WT"	007	4	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1235	1235	1	"03006009"	"FW TX1 AMBIENT TEMP"	006	5	13	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1236	1236	1	"03038011"	"TX1 LD TAP CHGR POS"	038	1	11	15.9922	1	16  	16  	15  	-15	-16  	-16  	0.0	0.0	0.0	1.0	1.0	
	1237	1237	1	"03038012"	"TX2 LD TAP CHGR POS"	038	1	11	15.9922	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	1238	1238	1	"03038013"	"LTC TANK OIL TEMP"	038	1	13	1.0	1	120  	115  	100  	-5	-10  	-300  	0.0	0.0	0.0	1.0	1.0	
	1239	1239	1	"03038014"	"FDR 2 POWER FACTOR"	038	1	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1240	1240	1	"03013001"	"GEN #11 WATTS"	013	7	3	2000.0	1	1675  	1650  	100  	-100	-150  	-200  	0.0	0.0	0.0	1.0	1.0	
	1241	1241	1	"03013002"	"GEN #11 METER VARS"	013	7	4	2000.0	1	1600  	1300  	1250  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1242	1242	1	"03049002"	"FR TX1 VARS LAG"	049	6	4	65504.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1243	1243	1	"03057001"	"GEN #10 WATTS"	057	6	3	2000.0	1	1675  	1650  	100  	-100	-150  	-200  	0.0	0.0	0.0	1.0	1.0	
	1244	1244	1	"03057002"	"GEN #10 METER VARS"	057	6	4	2000.0	1	1600  	1300  	1250  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1245	1245	1	"03038015"	"A517 POWER FACTOR METER"	038	1	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1246	1246	2	"04022001"	""	022	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1247	1247	1	"03031036"	"FDR 3 POWER FACTOR"	031	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1248	1248	1	"03031037"	"FDR 4 POWER FACTOR"	031	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1249	1249	2	"04002008"	"BRICKYARD 1 CALI DEMAND"	002	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1250	1250	1	"03017041"	"AL BRK 5 A AMPS BKR TRIP"	017	5	1	600.0001	1	660  	620  	580  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1251	1251	1	"03017042"	"AL BRK 5 B AMPS BKR TRIP"	017	5	1	600.0001	1	660  	620  	580  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1252	1252	1	"03017043"	"AL BRK 5 C AMPS BKR TRIP"	017	5	1	600.0001	1	660  	640  	580  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1253	1253	1	"03017044"	"AL TX2 KVA METER"	017	5	10	49128.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1254	1254	1	"03017045"	"AL TX2 VARS LAG"	017	5	4	49128.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1255	1255	1	"03020010"	"HA TX1 REG B TAP POS"	020	7	11	15.9922	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	1256	1256	1	"03038016"	"TX1 FREQUENCY"	038	1	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1257	1257	1	"03038017"	"KH NORTH CEC ACCUMULATOR"	038	1	3	4.8	1	999999	999996	999995	1	-2  	-10  	0.0	0.0	0.0	1.0	1.0	
	1258	1258	1	"03049003"	"FR TX1 WATTS"	049	6	3	65504.0	1	20000  	19000  	18000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	1259	1259	1	"03038018"	"KH SOUTH CEC ACCUMULATOR"	038	1	3	4.8	1	999999	999996	999995	1	-2  	-10  	0.0	0.0	0.0	1.0	1.0	
	1260	1260	1	"03049004"	"FR TX1 LS C AMPS"	049	6	1	1637.6	1	646  	624  	584  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1261	1261	1	"03038019"	"TX1 VARS LAG"	038	10	4	65504.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1262	1262	1	"03038020"	"TX2 B AMPS H/S TRIP"	038	1	1	1637.6	1	1108  	1058  	1008  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1263	1263	1	"03038021"	"TX2 C AMPS H/S TRIP"	038	1	1	1637.6	1	1108  	1058  	1008  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1264	1264	1	"03038022"	"KH FDR 1 WATTS"	038	1	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1265	1265	2	"04027002"	"RS 2 CUR DAY DEMAND"	027	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1266	1266	1	"03015018"	"BW FDR 1A AMPS"	015	4	1	799.9981	1	800  	750  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1267	1267	2	"04053061"	"CURRENT MONTH"	053	4	20	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1268	1268	2	"04053062"	"CURRENT TIME"	053	4	21	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1269	1269	2	"04053063"	"DAY"	053	4	22	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1270	1270	2	"04053064"	"CURRENT YEAR"	053	4	23	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1271	1271	2	"04053065"	"CURRENT WEEK"	053	4	20	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1272	1272	2	"04038009"	"KH CUR DAY DEMAND TOTAL"	038	1	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1273	1273	2	"04038010"	"KH PRV MTH DEMAND TOTAL"	038	10	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1274	1274	2	"04023023"	"COMM LINE #2 HEARTBEAT"	023	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1275	1275	2	"04038011"	"KH PREV DAY DEMAND TOTAL"	038	10	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1276	1276	2	"04044001"	"IDLE TIME"	044	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1277	1277	2	"04038012"	"KH PRV HR DEMAND TOTAL"	038	10	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1278	1278	1	"03023039"	"LC 4A AMP BKR TRP"	023	3	1	599.9958	1	470  	440  	410  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1279	1279	1	"03023040"	"LC 4B AMP BKR TRP"	023	3	1	599.9958	1	470  	440  	410  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1280	1280	2	"04067052"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1281	1281	2	"04067053"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1282	1282	2	"04067054"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1283	1283	1	"03023041"	"TU W655  VARS"	023	3	4	100000.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1284	1284	1	"03023042"	"TU W655  POWER FACTOR"	023	3	6	2.047	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1285	1285	1	"03023043"	"TU W6205 WATTS"	023	3	3	100000.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1286	1286	2	"04067055"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1287	1287	2	"04067056"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1288	1288	2	"04067057"	"SPARE ANALOG"	067	10	10	1.0	1	999999	999996	0  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1289	1289	2	"04038013"	"KEYSTONE TIME OUT ERROR"	038	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1290	1290	2	"04038014"	"KEYSTONE BCH PARITY ERRO"	038	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1291	1291	2	"04038015"	"KEYSTONE POLL ERRORS"	038	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1292	1292	1	"03031038"	"TEMPERATURE"	031	6	14	121.9999	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1293	1293	2	"04007038"	"BC TX3 PREV MONTH DEMAN"	007	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1294	1294	1	"03031039"	"FDR 7 POWER FACTOR"	031	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1295	1295	1	"03031040"	"WIND SPEED"	031	6	2	100.0	1	99  	74  	35  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1296	1296	2	"04002009"	"BRICKYARD 2 CALI DEMAND"	002	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1297	1297	1	"03051011"	"W6164B PHASE AMPS"	051	3	1	1.0	1	580  	500  	435  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1298	1298	2	"04053066"	"VOLTAGE REDUCTION"	053	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1299	1299	2	"04067058"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1300	1300	1	"03022016"	"GC 3A AMPS-BKR TRIP"	022	4	1	599.9999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1301	1301	1	"03022017"	"GC 3C AMPS-BKR TRIP"	022	4	1	599.9999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1302	1302	1	"03022018"	"GC TX1 REG A VOTLS"	022	4	5	204.7	1	150  	129  	127.5  	119.5	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	1303	1303	1	"03022019"	"GC TX1 REG B VOLTS"	022	4	5	204.7	1	150  	129  	127.5  	119.5	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	1304	1304	1	"03022020"	"GC TX1 REG C VOLTS"	022	4	5	204.7	1	150  	129  	127.5  	119.5	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	1305	1305	1	"03072008"	"BL TX1 WATTS"	072	5	3	65504.0	1	20000  	18000  	17000  	-10	-500  	-500  	0.0	0.0	0.0	1.0	1.0	
	1306	1306	1	"03072009"	"BL BL TX1 POWER FACTOR"	072	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1307	1307	1	"03072010"	"BL TX1 FREQUENCY"	072	5	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1308	1308	1	"03072011"	"BL TX1 KVA METER"	072	5	10	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1309	1309	1	"03072012"	"BL TX1 VARS LAG"	072	5	4	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1310	1310	1	"03072013"	"BL TX1 VARS LEAD"	072	5	4	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1311	1311	1	"03072014"	"BL BKR 1A AMPS BKR TRIP"	072	5	1	599.9999	1	540  	500  	470  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1312	1312	1	"03072015"	"BL BKR 1B AMPS BKR TRIP"	072	5	1	599.9999	1	540  	500  	475  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1313	1313	1	"03072016"	"BL BKR 1C AMPS BKR TRIP"	072	5	1	599.9999	1	540  	500  	475  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1314	1314	2	"04014015"	"DB TX1 CUR HR DEMAND"	014	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1315	1315	1	"03038023"	"KH FDR 3 WATTS"	038	1	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1316	1316	2	"04042002"	"LYNNE CALC DEMAND"	042	7	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1317	1317	1	"03017046"	"AL TX2 VARS LEAD"	017	5	4	32752.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1318	1318	1	"03009002"	"FM TX1 FREQUENCY"	009	7	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1319	1319	1	"03009003"	"FM TX1 KVA METER"	009	7	10	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1320	1320	1	"03009004"	"FM TX1 VARS LAG"	009	7	4	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1321	1321	2	"04015010"	"BW PREV MONTH DEMAND"	015	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1322	1322	2	"04065017"	"SEMI BY DELIVERY PT MVAR"	065	10	17	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1323	1323	1	"03022021"	"GC BRK 1A AMPS BKR TRP"	022	4	1	599.9999	1	480  	430  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1324	1324	1	"03022022"	"GC BRK #1 REG A VOLTS"	022	4	5	149.9835	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1325	1325	1	"03028007"	"GP REG B VOLTS/2431"	028	6	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	1326	1326	1	"03022023"	"GC BRK #1 REG B VOLTS"	022	4	5	149.9835	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1327	1327	1	"03022024"	"GC BRK #1 REG C VOLTS"	022	4	5	149.9835	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1328	1328	2	"04053067"	"SYSTEM REQUESTED SHED"	053	2	24	1.0	1	190  	170  	150  	-150	-170  	-190  	0.0	0.0	0.0	1.0	1.0	
	1329	1329	2	"04053068"	"SYSTEM REG ACTUAL STEP"	053	2	24	1.0	1	190  	170  	150  	-150	-170  	-190  	0.0	0.0	0.0	1.0	1.0	
	1330	1330	1	"03015019"	"BW FDR 1B AMPS"	015	4	1	799.9981	1	800  	750  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1331	1331	2	"04053069"	"SYSTEM THRESHOLD"	053	2	25	1.0	1	500000  	400000  	370000  	-150	-170  	-190  	0.0	0.0	0.0	1.0	1.0	
	1332	1332	2	"04053070"	"SYSTEM RTE OF CHANGE"	053	2	25	1.0	1	190  	170  	150  	-150	-170  	-190  	0.0	0.0	0.0	1.0	1.0	
	1333	1333	1	"03015020"	"BW FDR 1C AMPS"	015	4	1	799.9981	1	800  	750  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1334	1334	2	"04053071"	"SYSTEM DEAD BAND"	053	2	25	1.0	1	70000  	60000  	50000  	-150	-170  	-190  	0.0	0.0	0.0	1.0	1.0	
	1335	1335	1	"03015021"	"BW FDR 2A AMPS"	015	4	1	799.9981	1	800  	750  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1336	1336	2	"04053072"	"SYSTEM FORCASTED LOAD"	053	2	25	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1337	1337	2	"04031007"	"RV BRK 2 AMP TOTAL"	031	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1338	1338	1	"03038024"	"TX2 WATTS"	038	1	3	65504.0	1	44800  	42000  	40000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	1339	1339	1	"03038025"	"TX2 KVA METER"	038	1	10	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1340	1340	1	"03038026"	"TX2 VARS LAG"	038	10	4	65504.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1341	1341	1	"03038027"	"TX2 VARS LEAD"	038	1	4	65504.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1342	1342	1	"03038028"	"KH BKR 1 A AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1343	1343	1	"03038029"	"KH BKR 1 B AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1344	1344	1	"03038030"	"KH BKR 1 C AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1345	1345	1	"03038031"	"KH BKR 2 A AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1346	1346	1	"03038032"	"KH BKR 2 B AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1347	1347	1	"03015022"	"BW FDR 2B AMPS"	015	4	1	799.9981	1	800  	750  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1348	1348	1	"03009005"	"FM TX1 VARS LEAD"	009	7	4	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1349	1349	2	"04065018"	"GC & LA TX B AMP TOTAL"	065	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1350	1350	1	"03033012"	"MX BKR 1 B AMPS"	033	3	1	600.0126	1	480  	440  	400  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1351	1351	1	"03038033"	"KH BKR 2 C AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1352	1352	1	"03038034"	"KH BKR 3 A AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1353	1353	1	"03038035"	"KH BKR 3 B AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1354	1354	2	"04031008"	"RV BRK 3 AMP TOTAL"	031	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1355	1355	2	"04016017"	"OP BRK 1 AMP TOTAL"	016	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1356	1356	1	"03042023"	"LY TX1 FREQUENCY"	042	7	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1357	1357	1	"03038036"	"KH BKR 3 C AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1358	1358	1	"03038037"	"KH BKR 4 A AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1359	1359	1	"03038038"	"KH BKR 4 B AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1360	1360	2	"04016018"	"OP BRK 2 AMP TOTAL"	016	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1361	1361	2	"04016019"	"OP BRK 3 AMP TOTAL"	016	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1362	1362	2	"04016020"	"OP BRK 4 AMP TOTAL"	016	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1363	1363	2	"04035001"	"ARCHER CALC DEMAND"	035	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1364	1364	2	"04035002"	"CURRENT DAY DEMAND"	035	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1365	1365	2	"04035003"	"CURRENT HOUR DEMAND"	035	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1366	1366	2	"04035004"	"CURRENT MONTH DEMAND"	035	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1367	1367	2	"04035005"	"MULTIPLIER"	035	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1368	1368	2	"04035006"	"PREVIOUS DAY DEMAND"	035	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1369	1369	2	"04035007"	"AC POWER FACTOR AVG"	035	5	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1370	1370	2	"04035008"	"PREVIOUS HOUR DEMAND"	035	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1371	1371	2	"04035009"	"PREV MONTH TOTAL"	035	5	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1372	1372	2	"04035010"	""	035	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1373	1373	2	"04035011"	"AC REGULATOR STAGE"	035	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1374	1374	1	"03035001"	"ARCHER ACCUMULATOR"	035	5	3	2.4	1	999999	999996	999995	1	-2  	-4  	0.0	0.0	0.0	1.0	1.0	
	1375	1375	2	"04035012"	"AC KVA AVERAGE"	035	5	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1376	1376	1	"03038039"	"KH BKR 4 C AMPS BKR TRIP"	038	1	1	599.9958	1	600  	550  	500  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1377	1377	1	"03042024"	"LY TX1 KVA METER"	042	7	10	49128.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1378	1378	1	"03015023"	"BW FDR 2C AMPS"	015	4	1	799.9981	1	800  	750  	700  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	1379	1379	1	"03031041"	"TX1 LD TAP CH POS"	031	6	11	15.9666	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	1380	1380	1	"03015024"	"BW TX1 REG A PH VOLTS"	015	4	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	1381	1381	1	"03042025"	"LY TX1 VARS LAG"	042	7	4	49128.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	1382	1382	2	"04011007"	""	011	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
