*
	41	ANALOG_CONFIG	0	9
*	KEY	pDeviceInstance
	1118	"03058038"	3462
	1119	"04030007"	3308
	1120	"04065041"	3463
	1121	"03042020"	3337
	1122	"03001009"	3376
	1123	"03022013"	3236
	1124	"03022014"	3113
	1125	"03042021"	3090
	1126	"03042022"	3100
	1127	"04065042"	3464
	1128	"04065043"	3465
	1129	"04030008"	3254
	1130	"04030009"	3253
	1131	"03051010"	3466
	1132	"04065044"	3467
	1133	"04065045"	3253
	1134	"04065046"	3468
	1135	"04065047"	3308
	1136	"04053053"	3469
	1137	"04053054"	3470
	1138	"04053055"	3471
	1139	"04015008"	3106
	1140	"03001010"	3092
	1141	"04053056"	3472
	1142	"03038010"	3473
	1143	"03029024"	3100
	1144	"04025008"	3109
	1145	"04072004"	3109
	1146	"03059025"	3098
	1147	"03031034"	3153
	1148	"04051012"	3109
	1149	"04037010"	3109
	1150	"04042001"	3105
	1151	"04036014"	3069
	1152	"04045012"	3109
	1153	"03036015"	3146
	1154	"03020007"	3173
	1155	"03068009"	3329
	1156	"04010008"	3109
	1157	"03031035"	3346
	1158	"04006001"	3155
	1159	"03059026"	3099
	1160	"03017037"	3157
	1161	"03036016"	3157
	1162	"03023034"	3123
	1163	"03059027"	3130
	1164	"03059028"	3131
	1165	"03059029"	3132
	1166	"04065048"	3112
	1167	"04065049"	3474
	1168	"04065050"	3172
	1169	"04065051"	3118
	1170	"03059030"	3144
	1171	"03059031"	3206
	1172	"03021021"	3229
	1173	"03036017"	3203
	1174	"04046006"	3167
	1175	"04046007"	3111
	1176	"04046008"	3155
	1177	"04015009"	3108
	1178	"03011034"	3099
	1179	"99055012"	3105
	1180	"03028006"	3152
	1181	"03058039"	3475
	1182	"03058040"	3476
	1183	"04058003"	3477
	1184	"03020008"	3080
	1185	"03020009"	3229
	1186	"04002006"	3127
	1187	"04002007"	3069
	1188	"04016014"	3106
	1189	"04073001"	3478
	1190	"04011006"	3200
	1191	"03025024"	3369
	1192	"03017038"	3131
	1193	"03011035"	3203
	1194	"03023035"	3148
	1195	"04073002"	3479
	1196	"03058041"	3480
	1197	"03058042"	3481
	1198	"04053057"	3482
	1199	"03058043"	3483
	1200	"03070006"	3074
	1201	"03040003"	3097
	1202	"03040004"	3095
	1203	"03070007"	3075
	1204	"03046010"	3091
	1205	"03023036"	3098
	1206	"04049003"	3127
	1207	"03023037"	3138
	1208	"04014007"	3484
	1209	"03011036"	3329
	1210	"03071008"	3088
	1211	"03011037"	3210
	1212	"03017039"	3132
	1213	"03033011"	3086
	1214	"03021022"	3173
	1215	"03041011"	3076
	1216	"03022015"	3092
	1217	"03006005"	3485
	1218	"99055013"	3072
	1219	"99055014"	3073
	1220	"03015017"	3090
	1221	"03017040"	3348
	1222	"03006006"	3486
	1223	"04014008"	3487
	1224	"03040005"	3092
	1225	"03040006"	3093
	1226	"03006007"	3488
	1227	"04014009"	3166
	1228	"04014010"	3125
	1229	"04014011"	3489
	1230	"04014012"	3200
	1231	"03006008"	3490
	1232	"04014013"	3201
	1233	"04046009"	3070
	1234	"04014014"	3491
	1235	"04046010"	3126
	1236	"03023038"	3492
	1237	"04007037"	3493
	1238	"03006009"	3280
	1239	"03038011"	3144
	1240	"03038012"	3206
	1241	"03038013"	3355
	1242	"03038014"	3080
	1243	"03013001"	3072
	1244	"03013002"	3073
	1245	"03049002"	3157
	1246	"03057001"	3072
	1247	"03057002"	3073
	1248	"03038015"	3494
	1249	"04022001"	3110
	1250	"03031036"	3229
	1251	"03031037"	3233
	1252	"04002008"	3166
	1253	"03017041"	3122
	1254	"03017042"	3123
	1255	"03017043"	3124
	1256	"03017044"	3165
	1257	"03017045"	3346
	1258	"03020010"	3369
	1259	"03038016"	3329
	1260	"03038017"	3170
	1261	"03049003"	3140
	1262	"03038018"	3068
	1263	"03049004"	3139
	1264	"03038019"	3157
	1265	"03038020"	3147
	1266	"03038021"	3148
	1267	"03038022"	3236
	1268	"04027002"	3201
	1269	"03015018"	3091
	1270	"04053058"	3495
	1271	"04053059"	3496
	1272	"04053060"	3497
	1273	"04053061"	3498
	1274	"04053062"	3499
	1275	"04038009"	3102
	1276	"04038010"	3109
	1277	"04023023"	3500
	1278	"04038011"	3106
	1279	"04044001"	3501
	1280	"04038012"	3108
	1281	"03023039"	3130
	1282	"03023040"	3131
	1283	"04065052"	3145
	1284	"04065053"	3502
	1285	"04065054"	3503
	1286	"03023041"	3504
	1287	"03023042"	3505
	1288	"03023043"	3506
	1289	"04065055"	3507
	1290	"04065056"	3508
	1291	"04065057"	3509
	1292	"04038013"	3510
	1293	"04038014"	3511
	1294	"04038015"	3512
	1295	"03031038"	3151
	1296	"04007038"	3513
	1297	"03031039"	3353
	1298	"03031040"	3065
	1299	"04002009"	3125
	1300	"03051011"	3514
	1301	"04053063"	3515
	1302	"04065058"	3470
	1303	"03022016"	3097
	1304	"03022017"	3099
	1305	"03022018"	3083
	1306	"03022019"	3084
	1307	"03022020"	3085
	1308	"03070008"	3072
	1309	"03070009"	3086
	1310	"03070010"	3087
	1311	"03070011"	3088
	1312	"03070012"	3073
	1313	"03070013"	3089
	1314	"03070014"	3091
	1315	"03070015"	3092
	1316	"03070016"	3093
	1317	"04014015"	3205
	1318	"03038023"	3354
	1319	"04042002"	3101
	1320	"03017046"	3349
	1321	"03009002"	3087
	1322	"03009003"	3088
	1323	"03009004"	3073
	1324	"04015010"	3109
	1325	"04063017"	3516
	1326	"03022021"	3093
	1327	"03022022"	3517
	1328	"03028007"	3084
	1329	"03022023"	3518
	1330	"03022024"	3519
	1331	"04053064"	3520
	1332	"04053065"	3521
	1333	"03015019"	3092
	1334	"04053066"	3522
	1335	"04053067"	3523
	1336	"03015020"	3093
	1337	"04053068"	3524
	1338	"03015021"	3094
	1339	"04053069"	3525
	1340	"04031007"	3126
	1341	"03038024"	3149
	1342	"03038025"	3165
	1343	"03038026"	3346
	1344	"03038027"	3349
	1345	"03038028"	3091
	1346	"03038029"	3092
	1347	"03038030"	3093
	1348	"03038031"	3094
	1349	"03038032"	3095
	1350	"03015022"	3095
	1351	"03009005"	3089
	1352	"04063018"	3526
	1353	"03033012"	3092
	1354	"03038033"	3096
	1355	"03038034"	3097
	1356	"03038035"	3098
	1357	"04031008"	3127
	1358	"04016015"	3070
	1359	"03042023"	3087
	1360	"03038036"	3099
	1361	"03038037"	3130
	1362	"03038038"	3131
	1363	"04016016"	3126
	1364	"04016017"	3127
	1365	"04016018"	3069
	1366	"04035001"	3101
	1367	"04035002"	3102
	1368	"04035003"	3103
	1369	"04035004"	3104
	1370	"04035005"	3105
	1371	"04035006"	3106
	1372	"04035007"	3107
	1373	"04035008"	3108
	1374	"04035009"	3109
	1375	"04035010"	3110
	1376	"04035011"	3111
	1377	"03035001"	3071
	1378	"04035012"	3160
	1379	"03038039"	3132
	1380	"03042024"	3088
	1381	"03015023"	3096
	1382	"03031041"	3144
	1383	"03015024"	3083
	1384	"03042025"	3073
	1385	"04011007"	3110
	1386	"03043006"	3074
	1387	"04031009"	3427
	1388	"04004005"	3070
	1389	"99061006"	3110
	1390	"03049005"	3348
	1391	"03036018"	3114
	1392	"03038040"	3146
	1393	"04035013"	3167
	1394	"04042003"	3102
	1395	"03028008"	3085
	1396	"04010009"	3110
	1397	"03031042"	3122
	1398	"04028010"	3111
	1399	"04006002"	3110
	1400	"04007039"	3527
	1401	"04019002"	3232
	1402	"03058044"	3528
	1403	"04065059"	3135
	1404	"04065060"	3136
	1405	"04007040"	3529
	1406	"04007041"	3530
	1407	"04007042"	3531
	1408	"03036019"	3134
	1409	"03042026"	3089
	1410	"03016004"	3086
	1411	"03016005"	3087
	1412	"03016006"	3088
	1413	"03016007"	3073
	1414	"03016008"	3089
	1415	"04007043"	3532
	1416	"03067012"	3114
	1417	"03067013"	3141
	1418	"04065061"	3533
	1419	"04065062"	3534
	1420	"04065063"	3535
	1421	"04020006"	3105
	1422	"03023044"	3349
	1423	"03031043"	3113
	1424	"04002010"	3200
	1425	"03041012"	3091
	1426	"03041013"	3093
	1427	"03041014"	3097
	1428	"03041015"	3233
	1429	"03036020"	3090
	1430	"03036021"	3093
	1431	"03036022"	3096
	1432	"04049004"	3445
	1433	"04046011"	3102
	1434	"04049005"	3104
	1435	"03058045"	3536
	1436	"03023045"	3124
	1437	"04065064"	3537
	1438	"04045013"	3538
	1439	"03024002"	3163
	1440	"04036015"	3397
	1441	"03036023"	3135
	1442	"04011008"	3201
	1443	"04045014"	3228
	1444	"03012027"	3115
	1445	"04014016"	3407
	1446	"03058046"	3539
	1447	"03036024"	3078
	1448	"03036025"	3136
	1449	"03021023"	3080
	1450	"04045015"	3163
	1451	"04065065"	3163
	1452	"04014017"	3540
	1453	"04065066"	3541
	1454	"04036016"	3174
	1455	"03006010"	3089
	1456	"03058047"	3542
	1457	"03010027"	3088
	1458	"04042004"	3103
	1459	"04031010"	3166
	1460	"03015025"	3084
	1461	"04020007"	3106
	1462	"03036026"	3137
	1463	"03021024"	3086
	1464	"03023046"	3091
	1465	"03010028"	3086
	1466	"04042005"	3104
	1467	"04031011"	3200
	1468	"99055015"	3543
	1469	"04007044"	3544
	1470	"04027003"	3232
	1471	"04007045"	3545
	1472	"04002011"	3546
	1473	"04020008"	3108
	1474	"04035014"	3155
	1475	"03015026"	3085
	1476	"03009006"	3086
	1477	"04007046"	3547
	1478	"04053070"	3548
	1479	"03058048"	3549
	1480	"04059011"	3110
	1481	"04065067"	3550
	1482	"03038041"	3237
	1483	"03025025"	3088
	1484	"03025026"	3086
	1485	"03047003"	3083
	1486	"04020009"	3109
	1487	"03058049"	3551
	1488	"03020011"	3071
	1489	"04002012"	3201
	1490	"03020012"	3083
	1491	"03038042"	3138
	1492	"03049006"	3329
	1493	"04031012"	3319
	1494	"04065068"	3552
	1495	"03049007"	3203
	1496	"04031013"	3397
	1497	"04031014"	3294
	1498	"03068010"	3203
	1499	"04031015"	3314
	1500	"03070017"	3094
	1501	"03036027"	3097
	1502	"04040017"	3553
	1503	"04062002"	3105
	1504	"03067014"	3554
	1505	"03020013"	3084
	1506	"03023047"	3140
	1507	"03023048"	3329
	1508	"03067015"	3555
	1509	"99055016"	3556
	1510	"03031044"	3409
	1511	"03031045"	3337
	1512	"04031016"	3231
	1513	"04066002"	3557
	1514	"03020014"	3085
	1515	"03020015"	3076
	1516	"03020016"	3074
	1517	"03040007"	3354
	1518	"03020017"	3075
	1519	"03020018"	3072
	1520	"03020019"	3086
	1521	"03020020"	3087
	1522	"03020021"	3088
	1523	"03020022"	3073
	1524	"03033013"	3091
	1525	"03020023"	3089
	1526	"03020024"	3090
	1527	"04065069"	3206
	1528	"03006011"	3085
	1529	"03006012"	3076
	1530	"03006013"	3074
	1531	"03006014"	3075
	1532	"03006015"	3072
	1533	"04004006"	3108
	1534	"04004007"	3109
	1535	"04004008"	3224
	1536	"04065070"	3558
	1537	"04065071"	3559
	1538	"04065072"	3560
	1539	"03006016"	3073
	1540	"03006017"	3071
	1541	"04006003"	3101
	1542	"04006004"	3106
	1543	"04006005"	3108
	1544	"04006006"	3109
	1545	"03006018"	3086
	1546	"04006007"	3102
	1547	"04053071"	3561
	1548	"04053072"	3562
	1549	"04053073"	3092
	1550	"04006008"	3103
	1551	"04066003"	3563
	1552	"04006009"	3104
	1553	"04006010"	3105
	1554	"03006019"	3088
	1555	"03046011"	3086
	1556	"03020025"	3091
	1557	"03006020"	3090
	1558	"03006021"	3094
	1559	"03006022"	3095
	1560	"03006023"	3096
	1561	"03006024"	3097
	1562	"03006025"	3098
	1563	"03006026"	3099
	1564	"03006027"	3130
	1565	"03006028"	3131
	1566	"03006029"	3132
	1567	"03006030"	3122
	1568	"03006031"	3123
	1569	"03006032"	3124
	1570	"04006011"	3111
	1571	"03006033"	3100
	1572	"03020026"	3092
	1573	"04006012"	3564
	1574	"04006013"	3167
	1575	"04053074"	3565
	1576	"03001011"	3236
	1577	"03020027"	3093
	1578	"03001012"	3113
	1579	"03001013"	3354
	1580	"03001014"	3128
	1581	"03001015"	3430
	1582	"03001016"	3566
	1583	"03001017"	3173
	1584	"03020028"	3094
	1585	"04001004"	3110
	1586	"03017047"	3118
	1587	"03020029"	3095
	1588	"04021002"	3160
	1589	"04021003"	3107
	1590	"03001018"	3170
	1591	"04002013"	3205
	1592	"03020030"	3096
	1593	"04002014"	3407
	1594	"04042006"	3106
	1595	"03020031"	3097
	1596	"04042007"	3107
	1597	"04063019"	3567
	1598	"03020032"	3098
	1599	"03068011"	3348
	1600	"03041016"	3087
	1601	"03020033"	3099
	1602	"03036028"	3139
	1603	"04007047"	3568
	1604	"04007048"	3569
	1605	"04007049"	3570
	1606	"04065073"	3571
	1607	"04065074"	3572
	1608	"04007050"	3573
	1609	"04065075"	3303
	1610	"04065076"	3574
	1611	"04065077"	3575
	1612	"03041017"	3086
	1613	"04020010"	3111
	1614	"04030010"	3107
	1615	"04039002"	3160
	1616	"04020011"	3160
	1617	"04039003"	3107
	1618	"04068002"	3576
	1619	"04020012"	3107
	1620	"04007051"	3205
	1621	"04015011"	3160
	1622	"03040008"	3096
	1623	"04015012"	3107
	1624	"03043007"	3075
	1625	"03040009"	3098
	1626	"03043008"	3072
	1627	"03043009"	3086
	1628	"04051013"	3577
	1629	"04038016"	3427
	1630	"03062007"	3151
	1631	"04002015"	3314
	1632	"04030011"	3578
	1633	"03036029"	3098
	1634	"04038017"	3579
	1635	"03062008"	3065
	1636	"03043010"	3087
	1637	"04010010"	3160
	1638	"03062009"	3300
	1639	"03040010"	3099
	1640	"04010011"	3107
	1641	"03024003"	3090
	1642	"03024004"	3580
	1643	"04029011"	3160
	1644	"04029012"	3107
	1645	"04035015"	3070
	1646	"04035016"	3126
	1647	"04035017"	3127
	1648	"04007052"	3581
	1649	"04025009"	3155
	1650	"04059012"	3160
	1651	"04035018"	3069
	1652	"04059013"	3107
	1653	"04025010"	3110
	1654	"04066004"	3582
	1655	"04030012"	3110
	1656	"03056011"	3098
	1657	"03056012"	3099
	1658	"03056013"	3170
	1659	"04002016"	3301
	1660	"03001019"	3068
	1661	"03001020"	3134
	1662	"03001021"	3135
	1663	"03001022"	3136
	1664	"03001023"	3137
	1665	"03001024"	3138
	1666	"03001025"	3139
	1667	"04026001"	3110
	1668	"04065078"	3583
	1669	"04065079"	3584
	1670	"04065080"	3585
	1671	"03056014"	3137
	1672	"04017013"	3070
	1673	"03001026"	3080
	1674	"03023049"	3093
	1675	"04022002"	3586
	1676	"03023050"	3257
	1677	"03001027"	3177
	1678	"04016019"	3587
	1679	"03033014"	3087
	1680	"04017014"	3126
	1681	"04017015"	3127
	1682	"04017016"	3069
	1683	"04017017"	3231
	1684	"04057001"	3110
	1685	"04048003"	3588
	1686	"03040011"	3071
	1687	"03001028"	3140
	1688	"03001029"	3210
	1689	"03001030"	3329
	1690	"03023051"	3094
	1691	"04008007"	3106
	1692	"04017018"	3428
	1693	"04003004"	3109
	1694	"04016020"	3107
	1695	"04016021"	3108
	1696	"04016022"	3109
	1697	"03058050"	3589
	1698	"04028011"	3104
	1699	"04023024"	3371
	1700	"03058051"	3590
	1701	"04038018"	3126
	1702	"03023052"	3145
	1703	"04023025"	3414
	1704	"04006014"	3160
	1705	"03041018"	3236
	1706	"03023053"	3114
	1707	"04006015"	3107
	1708	"04022003"	3160
	1709	"03041019"	3113
	1710	"03058052"	3591
	1711	"03022025"	3076
	1712	"03022026"	3074
	1713	"03022027"	3075
	1714	"03022028"	3100
	1715	"04042008"	3108
	1716	"04022004"	3107
	1717	"03023054"	3141
	1718	"03023055"	3146
	1719	"03058053"	3592
	1720	"03030010"	3113
	1721	"04048004"	3593
	1722	"04048005"	3594
	1723	"03022029"	3071
	1724	"04065081"	3107
	1725	"03070018"	3095
	1726	"03030011"	3080
	1727	"03070019"	3096
	1728	"03041020"	3354
	1729	"03041021"	3128
	1730	"04008008"	3110
	1731	"03031046"	3123
	1732	"03005004"	3090
	1733	"03072007"	3369
	1734	"04025011"	3160
	1735	"04029013"	3070
	1736	"04025012"	3107
	1737	"03031047"	3595
	1738	"04029014"	3126
	1739	"03072008"	3129
	1740	"03028009"	3129
	1741	"04029015"	3127
	1742	"04044002"	3596
	1743	"03028010"	3369
	1744	"04015013"	3070
	1745	"04044003"	3597
	1746	"04053075"	3598
	1747	"04053076"	3599
	1748	"04015014"	3126
	1749	"04044004"	3600
	1750	"03046012"	3085
	1751	"04015015"	3127
	1752	"03028011"	3074
	1753	"04053077"	3582
	1754	"04028012"	3160
	1755	"04044005"	3601
	1756	"04015016"	3069
	1757	"03043011"	3088
	1758	"03043012"	3073
	1759	"03043013"	3089
	1760	"03043014"	3090
	1761	"04010012"	3070
	1762	"04010013"	3126
	1763	"04010014"	3127
	1764	"04010015"	3069
	1765	"04065082"	3082
	1766	"04014018"	3070
	1767	"04014019"	3126
	1768	"04014020"	3127
	1769	"04014021"	3069
	1770	"04014022"	3231
	1771	"04014023"	3428
	1772	"04014024"	3429
	1773	"04014025"	3602
	1774	"04014026"	3603
	1775	"04001005"	3070
	1776	"04001006"	3126
	1777	"04053078"	3604
	1778	"04053079"	3605
	1779	"04038019"	3308
	1780	"04023026"	3067
	1781	"04001007"	3127
	1782	"04023027"	3303
	1783	"04065083"	3427
	1784	"04001008"	3069
	1785	"04065084"	3406
	1786	"03031048"	3317
	1787	"04007053"	3606
	1788	"04001009"	3231
	1789	"03036030"	3152
	1790	"04033004"	3160
	1791	"04001010"	3428
	1792	"04007054"	3607
	1793	"04027004"	3302
	1794	"04059014"	3070
	1795	"03031049"	3148
	1796	"04007055"	3608
	1797	"04072005"	3160
	1798	"04059015"	3126
	1799	"04072006"	3107
	1800	"03031050"	3329
	1801	"04059016"	3127
	1802	"04031017"	3174
	1803	"04065085"	3609
	1804	"04065086"	3610
	1805	"04065087"	3611
	1806	"03001031"	3203
	1807	"04017019"	3166
	1808	"04017020"	3125
	1809	"03023056"	3147
	1810	"04037011"	3609
	1811	"04065088"	3612
	1812	"03051012"	3613
	1813	"03036031"	3153
	1814	"03040012"	3173
	1815	"04059017"	3069
	1816	"03036032"	3140
	1817	"03058054"	3614
	1818	"04019003"	3070
	1819	"03023057"	3092
	1820	"04027005"	3319
	1821	"04019004"	3126
	1822	"04027006"	3314
	1823	"04027007"	3414
	1824	"04019005"	3127
	1825	"04027008"	3397
	1826	"03003003"	3096
	1827	"04019006"	3069
	1828	"03039003"	3280
	1829	"03003004"	3097
	1830	"04019007"	3231
	1831	"04039004"	3070
	1832	"04038020"	3104
	1833	"04019008"	3428
	1834	"03046013"	3094
	1835	"03040013"	3083
	1836	"04019009"	3429
	1837	"03040014"	3084
	1838	"04019010"	3602
	1839	"03038043"	3615
	1840	"04019011"	3603
	1841	"03038044"	3173
	1842	"04042009"	3109
	1843	"03003005"	3113
	1844	"04042010"	3110
	1845	"04053080"	3616
	1846	"03003006"	3080
	1847	"03003007"	3100
	1848	"04003005"	3126
	1849	"03036033"	3165
	1850	"04045016"	3609
	1851	"04009001"	3070
	1852	"04045017"	3107
	1853	"03058055"	3617
	1854	"04009002"	3126
	1855	"04004009"	3107
	1856	"04009003"	3127
	1857	"03011038"	3137
	1858	"03011039"	3138
	1859	"04018001"	3110
	1860	"04009004"	3069
	1861	"04062003"	3108
	1862	"04062004"	3106
	1863	"03001032"	3157
	1864	"03002002"	3473
	1865	"03017048"	3203
	1866	"03001033"	3348
	1867	"04030013"	3160
	1868	"04065089"	3144
	1869	"03049008"	3210
	1870	"03038045"	3210
	1871	"04053081"	3618
	1872	"04053082"	3619
	1873	"04065090"	3620
	1874	"03038046"	3114
	1875	"04065091"	3621
	1876	"04014027"	3314
	1877	"03031051"	3236
	1878	"04022005"	3111
	1879	"03071009"	3115
	1880	"04014028"	3301
	1881	"04014029"	3287
	1882	"04011009"	3265
	1883	"04011010"	3120
	1884	"04006016"	3126
	1885	"04006017"	3127
	1886	"03038047"	3622
	1887	"04033005"	3111
	1888	"04053083"	3623
	1889	"03051013"	3624
	1890	"03051014"	3625
	1891	"03051015"	3626
	1892	"04065092"	3152
	1893	"03031052"	3206
	1894	"04006018"	3069
	1895	"03004023"	3098
	1896	"03058056"	3627
	1897	"04014030"	3294
	1898	"04014031"	3371
	1899	"04014032"	3628
	1900	"04014033"	3319
	1901	"04014034"	3414
	1902	"04014035"	3629
	1903	"04037012"	3110
	1904	"04006019"	3231
	1905	"04022006"	3070
	1906	"04014036"	3302
	1907	"04014037"	3142
	1908	"03036034"	3346
	1909	"04014038"	3513
	1910	"03014016"	3170
	1911	"03014017"	3068
	1912	"03014018"	3630
	1913	"04014039"	3110
	1914	"03014019"	3134
	1915	"03014020"	3135
	1916	"03014021"	3136
	1917	"03014022"	3137
	1918	"03014023"	3138
	1919	"03014024"	3139
	1920	"03014025"	3140
	1921	"04022007"	3126
	1922	"03014026"	3112
	1923	"03014027"	3474
	1924	"03014028"	3144
	1925	"03014029"	3091
	1926	"03014030"	3092
	1927	"03014031"	3093
	1928	"03014032"	3094
	1929	"03014033"	3095
	1930	"03014034"	3096
	1931	"03014035"	3097
	1932	"03014036"	3098
	1933	"03014037"	3099
	1934	"03014038"	3090
	1935	"03014039"	3145
	1936	"03014040"	3114
	1937	"03014041"	3141
	1938	"04002017"	3397
	1939	"03001034"	3090
	1940	"04004010"	3102
	1941	"03003008"	3115
	1942	"04004011"	3103
	1943	"03041022"	3088
	1944	"03014042"	3146
	1945	"03060002"	3369
	1946	"03033015"	3073
	1947	"03023058"	3113
	1948	"03033016"	3236
	1949	"03043015"	3369
	1950	"03028012"	3631
	1951	"03028013"	3632
	1952	"03028014"	3633
	1953	"03028015"	3634
	1954	"03025027"	3152
	1955	"04027009"	3110
	1956	"04027010"	3126
	1957	"04065093"	3635
	1958	"04027011"	3142
	1959	"03033017"	3170
	1960	"03033018"	3090
	1961	"03033019"	3095
	1962	"03033020"	3094
	1963	"03033021"	3354
	1964	"03028016"	3636
	1965	"03028017"	3637
	1966	"03043016"	3152
	1967	"03056015"	3144
	1968	"04053084"	3557
	1969	"04053085"	3638
	1970	"04053086"	3639
	1971	"04053087"	3640
	1972	"04053088"	3641
	1973	"03014043"	3147
	1974	"03014044"	3148
	1975	"03014045"	3149
	1976	"04022008"	3127
	1977	"03014046"	3172
	1978	"03014047"	3118
	1979	"04053089"	3642
	1980	"04053090"	3643
	1981	"04053091"	3644
	1982	"04053092"	3645
	1983	"04053093"	3646
	1984	"04053094"	3647
	1985	"04053095"	3648
	1986	"04053096"	3649
	1987	"04053097"	3650
	1988	"04053098"	3651
	1989	"03058057"	3652
	1990	"04053099"	3653
	1991	"04053100"	3654
	1992	"03014048"	3206
	1993	"04053101"	3655
	1994	"04053102"	3656
	1995	"04053103"	3657
	1996	"04053104"	3658
	1997	"04053105"	3659
	1998	"04053106"	3660
	1999	"04053107"	3661
	2000	"04053108"	3662
	2001	"04053109"	3663
	2002	"04053110"	3664
	2003	"04053111"	3665
	2004	"04053112"	3666
	2005	"04053113"	3667
	2006	"04053114"	3668
	2007	"04053115"	3669
	2008	"04053116"	3670
	2009	"04053117"	3671
	2010	"04053118"	3672
	2011	"03014049"	3130
	2012	"03014050"	3131
	2013	"03014051"	3132
	2014	"03014052"	3122
	2015	"03014053"	3123
	2016	"03014054"	3124
	2017	"03014055"	3409
	2018	"04053119"	3673
	2019	"04053120"	3674
	2020	"04053121"	3675
	2021	"04053122"	3676
	2022	"04053123"	3677
	2023	"04053124"	3678
	2024	"04053125"	3679
	2025	"04053126"	3680
	2026	"04053127"	3681
	2027	"04053128"	3682
	2028	"04053129"	3683
	2029	"04053130"	3684
	2030	"04053131"	3685
	2031	"04053132"	3686
	2032	"04053133"	3687
	2033	"04053134"	3688
	2034	"04053135"	3689
	2035	"04053136"	3690
	2036	"04053137"	3691
	2037	"04053138"	3692
	2038	"04053139"	3693
	2039	"04053140"	3694
	2040	"03014056"	3424
	2041	"03014057"	3337
	2042	"03014058"	3695
	2043	"03014059"	3502
	2044	"04048006"	3563
	2045	"03014060"	3503
	2046	"03014061"	3255
	2047	"03010029"	3130
	2048	"03010030"	3131
	2049	"03010031"	3132
	2050	"03014062"	3696
	2051	"03014063"	3697
	2052	"03014064"	3698
	2053	"03058058"	3699
	2054	"03014065"	3700
	2055	"04053141"	3167
	2056	"04053142"	3701
	2057	"04053143"	3394
	2058	"03014066"	3702
	2059	"03014067"	3703
	2060	"04053144"	3704
	2061	"04053145"	3484
	2062	"03014068"	3705
	2063	"03014069"	3706
	2064	"03014070"	3376
	2065	"03028018"	3090
	2066	"03038048"	3145
	2067	"03038049"	3134
	2068	"03014071"	3707
	2069	"04048007"	3708
	2070	"03014072"	3709
	2071	"04053146"	3710
	2072	"03038050"	3141
	2073	"03038051"	3348
	2074	"03038052"	3135
	2075	"03014073"	3711
	2076	"03014074"	3712
	2077	"04038021"	3101
	2078	"04038022"	3103
	2079	"03046014"	3098
	2080	"03046015"	3173
	2081	"03046016"	3097
	2082	"03046017"	3354
	2083	"03046018"	3099
	2084	"03046019"	3080
	2085	"04065094"	3713
	2086	"04065095"	3714
	2087	"04065096"	3715
	2088	"04065097"	3716
	2089	"04065098"	3717
	2090	"04065099"	3718
	2091	"03046020"	3096
	2092	"04065100"	3719
	2093	"03046021"	3236
	2094	"04065101"	3720
	2095	"03046022"	3113
	2096	"04065102"	3721
	2097	"04042011"	3111
	2098	"04042012"	3160
	2099	"03058059"	3722
	2100	"03070020"	3097
	2101	"03001035"	3093
	2102	"03001036"	3094
	2103	"04016023"	3723
	2104	"03001037"	3095
	2105	"03001038"	3096
	2106	"03001039"	3097
	2107	"03001040"	3098
	2108	"03001041"	3099
	2109	"03001042"	3144
	2110	"03001043"	3145
	2111	"03001044"	3114
	2112	"03001045"	3141
	2113	"03001046"	3146
	2114	"03001047"	3147
	2115	"03001048"	3148
	2116	"03001049"	3149
	2117	"03001050"	3237
	2118	"03001051"	3153
	2119	"03001052"	3165
	2120	"03001053"	3346
	2121	"03001054"	3349
	2122	"03001055"	3206
	2123	"03070021"	3098
	2124	"03070022"	3099
	2125	"04020013"	3070
	2126	"04020014"	3126
	2127	"03014075"	3724
	2128	"03014076"	3725
	2129	"04014040"	3155
	2130	"03043017"	3091
	2131	"03043018"	3092
	2132	"03043019"	3093
	2133	"04014041"	3067
	2134	"04014042"	3427
	2135	"04014043"	3726
	2136	"04014044"	3303
	2137	"99055017"	3727
	2138	"04020015"	3127
	2139	"04025013"	3070
	2140	"03025028"	3173
	2141	"03043020"	3094
	2142	"03043021"	3095
	2143	"03043022"	3096
	2144	"03043023"	3130
	2145	"03043024"	3131
	2146	"03043025"	3132
	2147	"03043026"	3083
	2148	"03043027"	3084
	2149	"03043028"	3085
	2150	"03043029"	3236
	2151	"03043030"	3113
	2152	"03043031"	3128
	2153	"03043032"	3173
	2154	"03043033"	3080
	2155	"03043034"	3233
	2156	"03032002"	3229
	2157	"04032001"	3104
	2158	"04032002"	3105
	2159	"04032003"	3106
	2160	"04031018"	3169
	2161	"04049006"	3397
	2162	"04036017"	3428
	2163	"04032004"	3101
	2164	"03030012"	3152
	2165	"03030013"	3369
	2166	"04032005"	3111
	2167	"04032006"	3160
	2168	"04014045"	3406
	2169	"04014046"	3575
	2170	"04014047"	3169
	2171	"04014048"	3156
	2172	"03001056"	3130
	2173	"03001057"	3131
	2174	"03001058"	3132
	2175	"03001059"	3122
	2176	"03071010"	3728
	2177	"04036018"	3319
	2178	"03036035"	3348
	2179	"03036036"	3092
	2180	"03036037"	3095
	2181	"03041023"	3074
	2182	"03041024"	3075
	2183	"03071011"	3729
	2184	"03071012"	3730
	2185	"03030014"	3236
	2186	"04060001"	3070
	2187	"03030015"	3128
	2188	"03030016"	3173
	2189	"03030017"	3233
	2190	"03041025"	3098
	2191	"03041026"	3099
