*
	41	ANALOG_CONFIG	0	9
*	KEY	pDeviceInstance
	2192	"03041027"	3130
	2193	"03041028"	3131
	2194	"03041029"	3132
	2195	"03041030"	3100
	2196	"03001060"	3123
	2197	"03001061"	3124
	2198	"03001062"	3409
	2199	"03001063"	3424
	2200	"04027012"	3166
	2201	"03001064"	3337
	2202	"04025014"	3127
	2203	"03046023"	3229
	2204	"03033022"	3088
	2205	"04007056"	3731
	2206	"04027013"	3301
	2207	"03001065"	3172
	2208	"04025015"	3069
	2209	"04032007"	3069
	2210	"03031053"	3149
	2211	"04007057"	3541
	2212	"03011040"	3473
	2213	"03041031"	3115
	2214	"03067016"	3732
	2215	"03028019"	3089
	2216	"03001066"	3118
	2217	"03028020"	3733
	2218	"03028021"	3734
	2219	"03028022"	3735
	2220	"04001011"	3166
	2221	"04001012"	3125
	2222	"04001013"	3200
	2223	"04012014"	3070
	2224	"04012015"	3126
	2225	"04012016"	3127
	2226	"03051016"	3090
	2227	"03051017"	3736
	2228	"03051018"	3737
	2229	"04065103"	3738
	2230	"04065104"	3739
	2231	"04042013"	3069
	2232	"03002003"	3622
	2233	"04042014"	3231
	2234	"04042015"	3428
	2235	"03011041"	3622
	2236	"03038053"	3227
	2237	"03052003"	3740
	2238	"04016024"	3111
	2239	"04051014"	3155
	2240	"04001014"	3201
	2241	"04001015"	3205
	2242	"04001016"	3407
	2243	"04001017"	3314
	2244	"04001018"	3301
	2245	"04001019"	3397
	2246	"04030014"	3070
	2247	"04036019"	3301
	2248	"03030018"	3087
	2249	"03011042"	3113
	2250	"03011043"	3354
	2251	"04001020"	3174
	2252	"04005001"	3110
	2253	"04040018"	3384
	2254	"04033006"	3070
	2255	"04019012"	3110
	2256	"03036038"	3141
	2257	"03019020"	3696
	2258	"03019021"	3697
	2259	"04019013"	3319
	2260	"04019014"	3414
	2261	"03019022"	3144
	2262	"03019023"	3091
	2263	"03019024"	3092
	2264	"03019025"	3093
	2265	"03019026"	3094
	2266	"03019027"	3095
	2267	"03019028"	3096
	2268	"03019029"	3097
	2269	"04065105"	3741
	2270	"04065106"	3742
	2271	"04065107"	3743
	2272	"03070023"	3130
	2273	"03070024"	3131
	2274	"03058060"	3744
	2275	"03023059"	3206
	2276	"03039004"	3173
	2277	"03039005"	3132
	2278	"03039006"	3100
	2279	"03002004"	3332
	2280	"03036039"	3349
	2281	"03036040"	3206
	2282	"03036041"	3130
	2283	"03036042"	3131
	2284	"04002018"	3174
	2285	"03011044"	3348
	2286	"03058061"	3745
	2287	"03019030"	3098
	2288	"03002005"	3172
	2289	"03002006"	3118
	2290	"03014077"	3746
	2291	"03014078"	3747
	2292	"04065108"	3748
	2293	"04065109"	3749
	2294	"03039007"	3099
	2295	"03019031"	3099
	2296	"03019032"	3130
	2297	"03019033"	3131
	2298	"03019034"	3132
	2299	"03019035"	3122
	2300	"03019036"	3123
	2301	"03019037"	3124
	2302	"03015027"	3129
	2303	"03019038"	3409
	2304	"03019039"	3424
	2305	"03019040"	3337
	2306	"03019041"	3705
	2307	"03019042"	3706
	2308	"03019043"	3376
	2309	"03019044"	3707
	2310	"03019045"	3709
	2311	"03019046"	3711
	2312	"03019047"	3712
	2313	"03019048"	3724
	2314	"04065110"	3750
	2315	"03019049"	3725
	2316	"04019015"	3629
	2317	"03019050"	3170
	2318	"03019051"	3068
	2319	"03019052"	3630
	2320	"03019053"	3140
	2321	"03033023"	3096
	2322	"03019054"	3149
	2323	"04019016"	3397
	2324	"04019017"	3174
	2325	"04019018"	3487
	2326	"04030015"	3126
	2327	"03019055"	3698
	2328	"04030016"	3069
	2329	"03019056"	3134
	2330	"03019057"	3135
	2331	"03019058"	3136
	2332	"03036043"	3132
	2333	"03019059"	3141
	2334	"03019060"	3145
	2335	"03019061"	3114
	2336	"03019062"	3695
	2337	"03019063"	3502
	2338	"03019064"	3503
	2339	"03019065"	3137
	2340	"03019066"	3138
	2341	"03028023"	3751
	2342	"03019067"	3139
	2343	"03038054"	3136
	2344	"03031054"	3146
	2345	"03019068"	3112
	2346	"03019069"	3474
	2347	"03019070"	3206
	2348	"04031019"	3070
	2349	"03019071"	3090
	2350	"03019072"	3146
	2351	"04063020"	3101
	2352	"04001021"	3294
	2353	"04025016"	3111
	2354	"03019073"	3147
	2355	"03019074"	3148
	2356	"03019075"	3172
	2357	"03019076"	3118
	2358	"04019019"	3166
	2359	"04019020"	3125
	2360	"04019021"	3205
	2361	"04019022"	3407
	2362	"04019023"	3200
	2363	"04065111"	3752
	2364	"04019024"	3201
	2365	"04019025"	3294
	2366	"04019026"	3371
	2367	"04019027"	3302
	2368	"04019028"	3142
	2369	"04019029"	3314
	2370	"04019030"	3301
	2371	"04019031"	3155
	2372	"04019032"	3156
	2373	"04019033"	3169
	2374	"04063021"	3108
	2375	"04063022"	3103
	2376	"04063023"	3102
	2377	"04063024"	3106
	2378	"04063025"	3104
	2379	"04063026"	3109
	2380	"04001022"	3371
	2381	"03031055"	3706
	2382	"04001023"	3169
	2383	"04001024"	3319
	2384	"04001025"	3414
	2385	"04001026"	3156
	2386	"04001027"	3302
	2387	"04001028"	3142
	2388	"04001029"	3265
	2389	"04001030"	3303
	2390	"04007058"	3753
	2391	"04001031"	3406
	2392	"04063027"	3155
	2393	"04063028"	3105
	2394	"04001032"	3067
	2395	"04001033"	3427
	2396	"04016025"	3231
	2397	"04016026"	3160
	2398	"03028024"	3087
	2399	"03036044"	3122
	2400	"03070025"	3132
	2401	"03036045"	3147
	2402	"04010016"	3111
	2403	"03036046"	3149
	2404	"04045018"	3754
	2405	"04016027"	3428
	2406	"04016028"	3429
	2407	"04032008"	3103
	2408	"04032009"	3110
	2409	"03051019"	3755
	2410	"03051020"	3756
	2411	"03051021"	3757
	2412	"04038023"	3265
	2413	"04038024"	3120
	2414	"04016029"	3602
	2415	"03016009"	3077
	2416	"03016010"	3078
	2417	"03016011"	3079
	2418	"04030017"	3111
	2419	"04065112"	3758
	2420	"03058062"	3759
	2421	"03028025"	3760
	2422	"03001067"	3229
	2423	"03004024"	3071
	2424	"04021004"	3111
	2425	"04007059"	3628
	2426	"04072007"	3111
	2427	"04065113"	3761
	2428	"04053147"	3761
	2429	"04065114"	3762
	2430	"04053148"	3762
	2431	"03001068"	3162
	2432	"03040015"	3085
	2433	"03040016"	3076
	2434	"03058063"	3763
	2435	"04049007"	3069
	2436	"03004025"	3354
	2437	"04011011"	3127
	2438	"04011012"	3126
	2439	"04011013"	3069
	2440	"03040017"	3074
	2441	"03040018"	3075
	2442	"03040019"	3072
	2443	"03040020"	3086
	2444	"03040021"	3087
	2445	"03040022"	3088
	2446	"03040023"	3073
	2447	"03040024"	3089
	2448	"03040025"	3090
	2449	"03040026"	3236
	2450	"04038025"	3407
	2451	"04053149"	3764
	2452	"04053150"	3765
	2453	"04053151"	3766
	2454	"04053152"	3767
	2455	"04053153"	3768
	2456	"04053154"	3769
	2457	"04053155"	3770
	2458	"04065115"	3771
	2459	"04035019"	3772
	2460	"04065116"	3773
	2461	"04019034"	3489
	2462	"04065117"	3129
	2463	"03008028"	3076
	2464	"03023060"	3139
	2465	"04019035"	3491
	2466	"04019036"	3540
	2467	"04019037"	3287
	2468	"04011014"	3231
	2469	"03019077"	3703
	2470	"04019038"	3628
	2471	"04019039"	3303
	2472	"04019040"	3406
	2473	"04019041"	3575
	2474	"03039008"	3170
	2475	"04019042"	3513
	2476	"03039009"	3076
	2477	"03039010"	3086
	2478	"04019043"	3120
	2479	"04019044"	3774
	2480	"04040019"	3066
	2481	"04065118"	3254
	2482	"03002007"	3227
	2483	"04071002"	3070
	2484	"04071003"	3126
	2485	"04071004"	3127
	2486	"04007060"	3775
	2487	"04007061"	3776
	2488	"04007062"	3777
	2489	"04014049"	3265
	2490	"04014050"	3120
	2491	"04014051"	3774
	2492	"03019078"	3702
	2493	"03019079"	3700
	2494	"04019045"	3067
	2495	"04019046"	3427
	2496	"04019047"	3726
	2497	"03039011"	3089
	2498	"04003006"	3106
	2499	"04008009"	3105
	2500	"04003007"	3105
	2501	"03023061"	3778
	2502	"03023062"	3779
	2503	"04008010"	3070
	2504	"04008011"	3102
	2505	"04008012"	3103
	2506	"04008013"	3104
	2507	"03003009"	3354
	2508	"03003010"	3128
	2509	"03003011"	3173
	2510	"03003012"	3229
	2511	"03003013"	3233
	2512	"04003008"	3070
	2513	"04003009"	3104
	2514	"03040027"	3113
	2515	"04003010"	3127
	2516	"04003011"	3160
	2517	"04003012"	3101
	2518	"04003013"	3111
	2519	"04003014"	3069
	2520	"04003015"	3107
	2521	"04003016"	3102
	2522	"03003014"	3090
	2523	"04008014"	3101
	2524	"04019048"	3265
	2525	"04013001"	3110
	2526	"04049008"	3407
	2527	"04049009"	3414
	2528	"04049010"	3201
	2529	"04049011"	3301
	2530	"04049012"	3371
	2531	"04049013"	3142
	2532	"04049014"	3156
	2533	"04049015"	3214
	2534	"04049016"	3169
	2535	"04049017"	3143
	2536	"04049018"	3125
	2537	"03056016"	3138
	2538	"04049019"	3067
	2539	"04049020"	3303
	2540	"04046012"	3103
	2541	"04049021"	3427
	2542	"04049022"	3406
	2543	"04049023"	3101
	2544	"04049024"	3103
	2545	"04049025"	3108
	2546	"04049026"	3102
	2547	"04049027"	3174
	2548	"04049028"	3106
	2549	"04004012"	3101
	2550	"03029025"	3115
	2551	"04049029"	3205
	2552	"04049030"	3319
	2553	"04049031"	3200
	2554	"03040028"	3080
	2555	"04049032"	3314
	2556	"04049033"	3302
	2557	"04007063"	3629
	2558	"04007064"	3491
	2559	"04065119"	3780
	2560	"03035002"	3236
	2561	"03009007"	3083
	2562	"03009008"	3084
	2563	"03009009"	3085
	2564	"03009010"	3076
	2565	"03009011"	3074
	2566	"03009012"	3075
	2567	"04053156"	3781
	2568	"03009013"	3072
	2569	"03040029"	3229
	2570	"03009014"	3488
	2571	"03009015"	3280
	2572	"03016012"	3076
	2573	"03009016"	3091
	2574	"03009017"	3092
	2575	"03009018"	3093
	2576	"03009019"	3094
	2577	"03009020"	3095
	2578	"03009021"	3096
	2579	"03009022"	3097
	2580	"03009023"	3098
	2581	"03009024"	3099
	2582	"03009025"	3130
	2583	"03009026"	3131
	2584	"03009027"	3132
	2585	"03009028"	3090
	2586	"03040030"	3100
	2587	"03001069"	3233
	2588	"03001070"	3317
	2589	"03001071"	3595
	2590	"04038026"	3070
	2591	"03038055"	3090
	2592	"04009005"	3110
	2593	"03036047"	3123
	2594	"03036048"	3124
	2595	"04009006"	3101
	2596	"04009007"	3102
	2597	"04009008"	3103
	2598	"04009009"	3104
	2599	"03036049"	3236
	2600	"04038027"	3254
	2601	"04009010"	3105
	2602	"04062005"	3070
	2603	"04009011"	3106
	2604	"04062006"	3126
	2605	"04009012"	3107
	2606	"04009013"	3108
	2607	"04009014"	3109
	2608	"04062007"	3127
	2609	"04009015"	3111
	2610	"04009016"	3160
	2611	"03009029"	3100
	2612	"03016013"	3074
	2613	"03016014"	3075
	2614	"03016015"	3072
	2615	"03058064"	3782
	2616	"03016016"	3091
	2617	"03016017"	3092
	2618	"03016018"	3093
	2619	"03016019"	3094
	2620	"03016020"	3095
	2621	"04007065"	3344
	2622	"03016021"	3096
	2623	"03016022"	3097
	2624	"03016023"	3098
	2625	"03016024"	3099
	2626	"03016025"	3130
	2627	"03016026"	3131
	2628	"03016027"	3132
	2629	"03016028"	3122
	2630	"03016029"	3123
	2631	"03016030"	3124
	2632	"03016031"	3409
	2633	"03016032"	3424
	2634	"03016033"	3337
	2635	"03016034"	3705
	2636	"03016035"	3706
	2637	"03016036"	3376
	2638	"03016037"	3707
	2639	"03016038"	3709
	2640	"03016039"	3711
	2641	"03016040"	3090
	2642	"03016041"	3082
	2643	"03016042"	3280
	2644	"03016043"	3783
	2645	"03016044"	3071
	2646	"03016045"	3083
	2647	"03016046"	3084
	2648	"03016047"	3085
	2649	"03017049"	3409
	2650	"03017050"	3424
	2651	"03058065"	3784
	2652	"04065120"	3210
	2653	"03023063"	3095
	2654	"04049034"	3265
	2655	"03017051"	3337
	2656	"03004026"	3099
	2657	"03046024"	3073
	2658	"03017052"	3170
	2659	"04017021"	3397
	2660	"03058066"	3785
	2661	"03058067"	3786
	2662	"04017022"	3174
	2663	"04017023"	3200
	2664	"04017024"	3201
	2665	"04017025"	3205
	2666	"04017026"	3407
	2667	"04017027"	3314
	2668	"04017028"	3301
	2669	"04067006"	3070
	2670	"04067007"	3126
	2671	"04067008"	3127
	2672	"04010017"	3224
	2673	"04067009"	3069
	2674	"04068003"	3071
	2675	"03023064"	3096
	2676	"04046013"	3101
	2677	"04017029"	3303
	2678	"04017030"	3406
	2679	"04017031"	3319
	2680	"04017032"	3414
	2681	"04067010"	3231
	2682	"04067011"	3428
	2683	"04016030"	3787
	2684	"04007066"	3788
	2685	"04007067"	3789
	2686	"04017033"	3110
	2687	"04017034"	3265
	2688	"04017035"	3120
	2689	"04017036"	3155
	2690	"03001072"	3706
	2691	"03001073"	3705
	2692	"04049035"	3110
	2693	"03041032"	3068
	2694	"04053157"	3790
	2695	"04053158"	3791
	2696	"04038028"	3792
	2697	"04038029"	3793
	2698	"04065121"	3794
	2699	"04065122"	3795
	2700	"03011045"	3229
	2701	"03011046"	3149
	2702	"03028026"	3796
	2703	"03004027"	3073
	2704	"04063029"	3232
	2705	"04065123"	3797
	2706	"04065124"	3798
	2707	"04065125"	3799
	2708	"04065126"	3800
	2709	"04065127"	3801
	2710	"04065128"	3802
	2711	"03068012"	3147
	2712	"04017037"	3067
	2713	"03058068"	3803
	2714	"03058069"	3804
	2715	"03004028"	3091
	2716	"04023028"	3397
	2717	"03058070"	3805
	2718	"03023065"	3135
	2719	"04017038"	3427
	2720	"04024001"	3110
	2721	"03002008"	3117
	2722	"03014079"	3806
	2723	"03003015"	3095
	2724	"03024005"	3072
	2725	"03070026"	3115
	2726	"04036020"	3294
	2727	"03041033"	3089
	2728	"03046025"	3087
	2729	"03058071"	3807
	2730	"03028027"	3088
	2731	"03038056"	3118
	2732	"04065129"	3808
	2733	"04023029"	3319
	2734	"04016031"	3809
	2735	"04016032"	3810
	2736	"04037013"	3811
	2737	"04067012"	3110
	2738	"03036050"	3113
	2739	"03036051"	3354
	2740	"03036052"	3128
	2741	"03067017"	3091
	2742	"03067018"	3092
	2743	"03068013"	3114
	2744	"03068014"	3141
	2745	"03068015"	3146
	2746	"03068016"	3149
	2747	"03036053"	3079
	2748	"04007068"	3156
	2749	"04036021"	3142
	2750	"04036022"	3414
	2751	"03041034"	3073
	2752	"03068017"	3206
	2753	"03041035"	3090
	2754	"03041036"	3173
	2755	"03067019"	3093
	2756	"03030019"	3077
	2757	"03030020"	3078
	2758	"03030021"	3079
	2759	"03067020"	3094
	2760	"03030022"	3090
	2761	"03030023"	3088
	2762	"03067021"	3095
	2763	"03067022"	3096
	2764	"03067023"	3097
	2765	"03030024"	3073
	2766	"03030025"	3086
	2767	"03041037"	3080
	2768	"03030026"	3083
	2769	"03030027"	3084
	2770	"03030028"	3085
	2771	"03036054"	3148
	2772	"03030029"	3076
	2773	"03030030"	3074
	2774	"03030031"	3075
	2775	"03030032"	3072
	2776	"03028028"	3073
	2777	"03067024"	3098
	2778	"04046014"	3110
	2779	"03067025"	3099
	2780	"03067026"	3090
	2781	"03014080"	3812
	2782	"03067027"	3813
	2783	"03067028"	3814
	2784	"03067029"	3815
	2785	"03067030"	3137
	2786	"03067031"	3138
	2787	"03067032"	3139
	2788	"03067033"	3140
	2789	"04004013"	3127
	2790	"03067034"	3130
	2791	"03067035"	3131
	2792	"03067036"	3132
	2793	"03067037"	3122
	2794	"03067038"	3123
	2795	"03007021"	3816
	2796	"03007022"	3817
	2797	"03007023"	3818
	2798	"03007024"	3819
	2799	"03038057"	3137
	2800	"04036023"	3231
	2801	"04036024"	3314
	2802	"04036025"	3125
	2803	"04036026"	3205
	2804	"04036027"	3166
	2805	"04036028"	3201
	2806	"04036029"	3200
	2807	"04036030"	3407
	2808	"04066005"	3820
	2809	"03067039"	3124
	2810	"03067040"	3409
	2811	"03067041"	3424
	2812	"03067042"	3337
	2813	"03067043"	3821
	2814	"03067044"	3822
	2815	"03067045"	3823
	2816	"03067046"	3146
	2817	"03067047"	3147
	2818	"03067048"	3148
	2819	"03067049"	3149
	2820	"04038030"	3127
	2821	"03067050"	3170
	2822	"03067051"	3068
	2823	"04038031"	3069
	2824	"03035003"	3083
	2825	"03035004"	3084
	2826	"03035005"	3085
	2827	"04065130"	3220
	2828	"03062010"	3071
	2829	"03062011"	3083
	2830	"03062012"	3084
	2831	"04053159"	3824
	2832	"04038032"	3110
	2833	"03062013"	3085
	2834	"03062014"	3072
	2835	"03062015"	3076
	2836	"03062016"	3074
	2837	"03062017"	3075
	2838	"03035006"	3076
	2839	"03035007"	3074
	2840	"03035008"	3075
	2841	"03035009"	3072
	2842	"03035010"	3086
	2843	"03035011"	3087
	2844	"03035012"	3088
	2845	"03035013"	3073
	2846	"03035014"	3089
	2847	"03035015"	3082
	2848	"03035016"	3280
	2849	"03035017"	3100
	2850	"03036055"	3430
	2851	"03036056"	3566
	2852	"03036057"	3173
	2853	"03035018"	3091
	2854	"04062008"	3109
	2855	"03035019"	3092
	2856	"03035020"	3093
	2857	"03035021"	3094
	2858	"03035022"	3095
	2859	"03035023"	3096
	2860	"03035024"	3097
	2861	"03035025"	3098
	2862	"03035026"	3099
	2863	"03035027"	3130
	2864	"03035028"	3131
	2865	"03035029"	3132
	2866	"03035030"	3090
	2867	"03038058"	3203
	2868	"03035031"	3113
	2869	"03035032"	3354
	2870	"03035033"	3128
	2871	"04035020"	3066
	2872	"04065131"	3772
	2873	"03035034"	3173
	2874	"03035035"	3080
	2875	"03035036"	3229
	2876	"03035037"	3233
	2877	"03056017"	3139
	2878	"03056018"	3140
	2879	"03039012"	3083
	2880	"03039013"	3084
	2881	"03039014"	3085
	2882	"03039015"	3074
	2883	"03039016"	3075
	2884	"03039017"	3072
	2885	"03056019"	3210
	2886	"03056020"	3329
	2887	"03056021"	3203
	2888	"03056022"	3157
	2889	"03056023"	3348
	2890	"03056024"	3090
	2891	"04056008"	3070
	2892	"03036058"	3080
	2893	"04062009"	3104
	2894	"03062018"	3100
	2895	"04056009"	3126
	2896	"04056010"	3127
	2897	"04056011"	3105
	2898	"04056012"	3111
	2899	"04056013"	3101
	2900	"04069001"	3825
	2901	"03062019"	3091
	2902	"03062020"	3092
	2903	"03062021"	3093
	2904	"03062022"	3094
	2905	"03062023"	3095
	2906	"03062024"	3096
	2907	"03062025"	3097
	2908	"03062026"	3098
	2909	"03062027"	3099
	2910	"03062028"	3090
	2911	"04065132"	3826
	2912	"04065133"	3827
	2913	"04065134"	3828
	2914	"04065135"	3829
	2915	"04056014"	3102
	2916	"04056015"	3103
	2917	"04019049"	3253
	2918	"04065136"	3830
	2919	"04019050"	3308
	2920	"04019051"	3220
	2921	"04056016"	3106
	2922	"04056017"	3108
	2923	"04056018"	3109
	2924	"04056019"	3110
	2925	"03056025"	3236
	2926	"03056026"	3113
	2927	"03056027"	3354
	2928	"03056028"	3173
	2929	"03056029"	3080
	2930	"03056030"	3229
	2931	"04002019"	3294
	2932	"04002020"	3371
	2933	"03067052"	3134
	2934	"03067053"	3135
	2935	"03067054"	3136
	2936	"04067013"	3831
	2937	"04067014"	3371
	2938	"04067015"	3169
	2939	"04067016"	3319
	2940	"04067017"	3414
	2941	"04067018"	3156
	2942	"04067019"	3166
	2943	"04067020"	3125
	2944	"04067021"	3397
	2945	"04067022"	3174
	2946	"04067023"	3205
	2947	"04067024"	3200
	2948	"04067025"	3201
	2949	"04067026"	3407
	2950	"04067027"	3294
	2951	"04067028"	3314
	2952	"04067029"	3301
	2953	"04067030"	3302
	2954	"04067031"	3142
	2955	"04002021"	3169
	2956	"04002022"	3303
	2957	"04002023"	3406
	2958	"03031056"	3145
	2959	"04067032"	3427
	2960	"04067033"	3406
	2961	"03067055"	3832
	2962	"03067056"	3833
	2963	"03067057"	3834
	2964	"03067058"	3835
	2965	"03067059"	3836
	2966	"04067034"	3837
	2967	"04067035"	3838
	2968	"04067036"	3839
	2969	"04002024"	3319
	2970	"04062010"	3160
	2971	"04002025"	3414
	2972	"04062011"	3107
	2973	"04062012"	3101
	2974	"04062013"	3103
	2975	"04062014"	3102
	2976	"04002026"	3156
	2977	"04002027"	3302
	2978	"04002028"	3142
	2979	"04062015"	3111
	2980	"04002029"	3110
	2981	"04002030"	3265
	2982	"03017053"	3236
	2983	"03017054"	3113
	2984	"03017055"	3354
	2985	"04002031"	3120
	2986	"04002032"	3067
	2987	"03017056"	3128
	2988	"04063030"	3840
	2989	"03022030"	3354
	2990	"03022031"	3173
	2991	"03022032"	3080
	2992	"03022033"	3229
	2993	"03012028"	3236
	2994	"03012029"	3113
	2995	"03012030"	3354
	2996	"03012031"	3173
	2997	"03012032"	3080
	2998	"04002033"	3427
	2999	"04002034"	3155
	3000	"03002009"	3134
	3001	"03002010"	3135
	3002	"03002011"	3136
	3003	"03002012"	3137
	3004	"03002013"	3138
	3005	"03002014"	3139
	3006	"03002015"	3140
	3007	"03002016"	3170
	3008	"03002017"	3068
	3009	"03002018"	3210
	3010	"03002019"	3329
	3011	"03002020"	3203
	3012	"03002021"	3157
	3013	"03002022"	3348
	3014	"03002023"	3090
	3015	"03002024"	3091
	3016	"03002025"	3092
	3017	"03002026"	3093
	3018	"03002027"	3094
	3019	"03002028"	3095
	3020	"03002029"	3096
	3021	"03002030"	3144
	3022	"03002031"	3145
	3023	"03002032"	3114
	3024	"03002033"	3141
	3025	"03002034"	3146
	3026	"03002035"	3147
	3027	"03002036"	3148
	3028	"03002037"	3149
	3029	"03002038"	3237
	3030	"03002039"	3153
	3031	"03002040"	3165
	3032	"03002041"	3346
	3033	"03002042"	3349
	3034	"03002043"	3097
	3035	"03002044"	3098
	3036	"03002045"	3099
	3037	"03002046"	3130
	3038	"03002047"	3131
	3039	"03002048"	3132
	3040	"03002049"	3206
	3041	"03002050"	3236
	3042	"03002051"	3113
	3043	"03002052"	3354
	3044	"03002053"	3128
	3045	"03002054"	3173
	3046	"03002055"	3080
	3047	"03002056"	3229
	3048	"03002057"	3233
	3049	"03023066"	3097
	3050	"04007069"	3841
	3051	"03067060"	3236
	3052	"03067061"	3113
	3053	"03067062"	3354
	3054	"03067063"	3128
	3055	"03067064"	3430
	3056	"03067065"	3566
	3057	"03067066"	3173
	3058	"03067067"	3080
	3059	"03067068"	3229
	3060	"03067069"	3233
	3061	"03067070"	3317
	3062	"03067071"	3595
	3063	"03016048"	3236
	3064	"03016049"	3113
	3065	"03016050"	3354
	3066	"03016051"	3128
	3067	"03016052"	3430
	3068	"03016053"	3566
	3069	"03016054"	3340
	3070	"03016055"	3842
	3071	"03036059"	3229
	3072	"03036060"	3233
	3073	"03036061"	3317
	3074	"03036062"	3595
	3075	"03041038"	3288
	3076	"03041039"	3485
	3077	"03041040"	3486
	3078	"03041041"	3488
	3079	"03019080"	3236
	3080	"03019081"	3113
	3081	"03019082"	3354
	3082	"03019083"	3128
	3083	"03019084"	3430
	3084	"03019085"	3566
	3085	"03019086"	3340
	3086	"03019087"	3842
	3087	"03019088"	3843
	3088	"03019089"	3173
	3089	"03019090"	3080
	3090	"03019091"	3229
	3091	"03019092"	3233
	3092	"03019093"	3317
	3093	"03019094"	3595
	3094	"03019095"	3353
	3095	"03019096"	3844
	3096	"03019097"	3845
	3097	"03015028"	3236
	3098	"03015029"	3113
	3099	"03015030"	3354
	3100	"03015031"	3128
	3101	"03015032"	3173
	3102	"03015033"	3080
	3103	"03015034"	3229
	3104	"03015035"	3233
	3105	"03012033"	3229
	3106	"03017057"	3430
	3107	"03017058"	3566
	3108	"03017059"	3173
	3109	"03017060"	3080
	3110	"03017061"	3229
	3111	"03017062"	3233
	3112	"03017063"	3317
	3113	"03017064"	3595
	3114	"03014081"	3236
	3115	"03014082"	3113
	3116	"03014083"	3354
	3117	"03014084"	3128
	3118	"03014085"	3430
	3119	"03014086"	3566
	3120	"03014087"	3340
	3121	"03014088"	3842
	3122	"03014089"	3843
	3123	"03014090"	3173
	3124	"03014091"	3080
	3125	"03014092"	3229
	3126	"03014093"	3233
	3127	"03014094"	3317
	3128	"03014095"	3595
	3129	"03014096"	3353
	3130	"03014097"	3844
	3131	"03014098"	3845
	3132	"03009030"	3236
	3133	"03009031"	3113
	3134	"03009032"	3354
	3135	"03009033"	3128
	3136	"03009034"	3173
	3137	"03009035"	3080
	3138	"03009036"	3229
	3139	"03009037"	3233
	3140	"03029026"	3236
	3141	"03029027"	3113
	3142	"03029028"	3354
	3143	"03029029"	3173
	3144	"03029030"	3080
	3145	"03029031"	3229
	3146	"03042027"	3128
	3147	"03042028"	3430
	3148	"03042029"	3566
	3149	"03042030"	3233
	3150	"03042031"	3317
	3151	"03042032"	3595
	3152	"03062029"	3236
	3153	"03062030"	3113
	3154	"03062031"	3354
	3155	"03062032"	3173
	3156	"03062033"	3080
	3157	"03062034"	3229
	3158	"04053160"	3846
	3159	"04053161"	3847
	3160	"04053162"	3848
	3161	"04053163"	3849
	3162	"04053164"	3850
	3163	"04053165"	3851
	3164	"04053166"	3852
	3165	"04043001"	3070
	3166	"04043002"	3126
	3167	"04043003"	3069
	3168	"04043004"	3101
	3169	"04043005"	3102
	3170	"04043006"	3103
	3171	"04043007"	3104
	3172	"04043008"	3105
	3173	"04043009"	3106
	3174	"04043010"	3107
	3175	"04043011"	3108
	3176	"04043012"	3109
	3177	"04043013"	3110
	3178	"04043014"	3111
	3179	"04043015"	3160
	3180	"03006034"	3113
	3181	"03006035"	3354
	3182	"03006036"	3128
	3183	"03006037"	3430
	3184	"03006038"	3080
	3185	"03006039"	3229
	3186	"03006040"	3233
	3187	"03006041"	3317
	3188	"03032003"	3083
	3189	"03032004"	3084
	3190	"03032005"	3076
	3191	"03032006"	3075
	3192	"03032007"	3086
	3193	"03032008"	3088
	3194	"03032009"	3073
	3195	"03032010"	3089
	3196	"03032011"	3090
	3197	"03032012"	3094
	3198	"03032013"	3095
	3199	"03032014"	3097
	3200	"03032015"	3099
	3201	"03032016"	3130
	3202	"03032017"	3131
	3203	"03032018"	3100
	3204	"03032019"	3354
	3205	"03032020"	3128
	3206	"03032021"	3080
	3207	"03032022"	3233
	3208	"03049009"	3129
	3209	"03049010"	3369
	3210	"03049011"	3152
	3211	"03038059"	3332
	3212	"04031020"	3155
	3213	"04068004"	3155
	3214	"04039005"	3110
	3215	"03039018"	3151
	3216	"04032010"	3126
	3217	"03030033"	3129
	3218	"04032011"	3108
	3219	"04004014"	3160
	3220	"04032012"	3127
	3221	"03039019"	3065
	3222	"04032013"	3109
	3223	"03032023"	3170
	3224	"03040031"	3082
	3225	"03040032"	3280
	3226	"03070027"	3100
	3227	"03070028"	3090
	3228	"03070029"	3236
	3229	"03070030"	3113
	3230	"03070031"	3354
	3231	"03070032"	3128
	3232	"03070033"	3173
	3233	"03070034"	3080
	3234	"03070035"	3229
	3235	"03070036"	3233
	3236	"04070002"	3070
	3237	"04070003"	3126
	3238	"04070004"	3127
	3239	"04070005"	3069
	3240	"04070006"	3101
	3241	"04070007"	3102
	3242	"04070008"	3103
	3243	"04070009"	3104
	3244	"04070010"	3105
	3245	"04070011"	3106
	3246	"04070012"	3107
	3247	"04070013"	3108
	3248	"04070014"	3109
	3249	"04070015"	3111
	3250	"04070016"	3160
	3251	"04071005"	3069
	3252	"04071006"	3101
	3253	"04071007"	3102
	3254	"04071008"	3103
	3255	"04071009"	3104
	3256	"04071010"	3105
	3257	"04071011"	3106
	3258	"04071012"	3107
	3259	"04071013"	3108
	3260	"04071014"	3109
	3261	"04071015"	3111
	3262	"04071016"	3160
	3263	"03071013"	3071
	3264	"03071014"	3076
	3265	"03071015"	3074
